0.0305325 0
-0.109953 0.0993379
-0.23205 0.119684
-0.178999 0.100838
-0.180411 0.0806801
-0.142487 0.0756233
-0.142846 0.0648208
-0.139383 0.0568106
-0.135604 0.0506239
-0.127895 0.0461446
-0.120572 0.0425269
-0.109026 0.0405199
-0.106674 0.0374712
-0.101632 0.0351322
-0.100336 0.032814
-0.117909 0.0351552
-0.100774 0.0370284
-0.110866 0.0363204
-0.113543 0.0345073
-0.121277 0.0336376
-0.111745 0.0333592
-0.118718 0.0325637
-0.108949 0.0325804
-0.111177 0.031299
-0.116159 0.030441
-0.118558 0.0293646
-0.122614 0.0285557
-0.125925 0.0277271
-0.12902 0.0269432
-0.138521 0.0276695
-0.134869 0.0270168
-0.134055 0.0261848
-0.140996 0.0262952
-0.138376 0.025652
-0.136203 0.025011
-0.13337 0.0244761
-0.141337 0.0250779
-0.146614 0.024967
-0.146251 0.0243295
-0.142025 0.0240854
-0.142744 0.0235087
-0.145682 0.0231318
-0.151695 0.0233622
-0.148563 0.0230401
-0.150416 0.0226025
-0.146768 0.0224035
-0.151584 0.0224386
-0.146113 0.0226285
-0.149156 0.0223705
-0.149142 0.0219231
-0.148527 0.0215018
-0.149266 0.021101
-0.148826 0.0207075
-0.148926 0.0203242
-0.147763 0.019988
-0.149636 0.0197186
-0.148923 0.0193855
-0.146911 0.0191554
-0.149307 0.0189801
-0.147379 0.0187614
-0.143582 0.0188342
-0.14359 0.0185304
-0.143538 0.0182364
-0.139538 0.0183848
-0.137151 0.0182562
-0.136938 0.0179809
-0.134642 0.0178585
-0.132785 0.0176921
-0.135313 0.0176154
-0.136042 0.0173788
-0.134973 0.0171668
-0.131944 0.0171936
-0.129559 0.0171227
-0.12718 0.0170557
-0.128267 0.0168629
-0.129182 0.0166658
-0.129453 0.0164516
-0.127087 0.01641
-0.130885 0.016636
-0.130144 0.0164445
-0.132408 0.0163966
-0.131554 0.0162188
-0.132105 0.0160328
-0.131999 0.0158423
-0.130327 0.0157438
-0.128026 0.0157281
-0.12494 0.0158472
-0.12586 0.0156938
-0.127196 0.0155742
-0.127149 0.0154012
-0.126556 0.0152434
-0.123735 0.0153364
