2 0.614442 0.774697 -0.437429 0.0030793
1.994 0.656637 0.805137 -0.434072 0.00423795
1.98802 0.656344 0.760779 -0.431274 0.00285594
1.98205 0.695941 0.794186 -0.402923 0.00533914
1.97611 0.701504 0.815101 -0.397259 0.00524547
1.97018 0.652033 0.777126 -0.436046 0.00293377
1.96427 0.6889 0.764574 -0.416512 0.00382398
1.95838 0.703994 0.813488 -0.39748 0.00511181
1.9525 0.668751 0.768505 -0.429619 0.00315906
1.94664 0.665396 0.760234 -0.42583 0.00341772
1.9408 0.641666 0.766579 -0.441252 0.00289057
1.93498 0.690462 0.776331 -0.416773 0.0036989
1.92918 0.652465 0.776072 -0.436974 0.00246141
1.92339 0.632735 0.809195 -0.444954 0.00268884
1.91762 0.611321 0.767753 -0.440454 0.00228299
1.91187 0.5982 0.779731 -0.443945 0.00230728
1.90613 0.625927 0.806566 -0.442069 0.00295273
1.90041 0.582631 0.791326 -0.441035 0.00264464
1.89471 0.574099 0.790247 -0.42792 0.00273319
1.88903 0.524292 0.811959 -0.353775 0.00483997
1.88336 0.572058 0.788946 -0.426498 0.00280993
1.87771 0.618175 0.740841 -0.434235 0.00210459
1.87208 0.666051 0.785687 -0.436185 0.00346448
1.86646 0.710647 0.821378 -0.381166 0.00626933
1.86086 0.697004 0.840544 -0.400396 0.00544772
1.85528 0.704595 0.844593 -0.384298 0.00561794
1.84971 0.741886 0.817285 -0.35573 0.00709825
1.84416 0.72045 0.772249 -0.381808 0.00648591
1.83863 0.754017 0.778652 -0.351264 0.00682485
1.83311 0.745556 0.786023 -0.353226 0.00638513
1.82762 0.774729 0.823473 -0.296274 0.00952443
1.82213 0.750062 0.823601 -0.339584 0.00803716
1.81667 0.750484 0.812091 -0.345746 0.00694648
1.81122 0.754501 0.818134 -0.336097 0.00827732
1.80578 0.744791 0.773353 -0.36102 0.00630395
1.80036 0.759364 0.738001 -0.359775 0.00627339
1.79496 0.729771 0.764902 -0.37405 0.00679331
1.78958 0.706718 0.796887 -0.402919 0.00470372
1.78421 0.672876 0.779868 -0.426832 0.0033874
1.77886 0.641797 0.792286 -0.435001 0.00329146
1.77352 0.691441 0.804861 -0.404799 0.00528994
1.7682 0.687231 0.831965 -0.398799 0.0057582
1.7629 0.710779 0.872035 -0.364942 0.00656278
1.75761 0.707202 0.84631 -0.367346 0.00711814
1.75233 0.658685 0.839337 -0.42616 0.00432978
1.74708 0.671533 0.808801 -0.423284 0.00447984
1.74184 0.676144 0.843107 -0.400064 0.00566367
1.73661 0.660973 0.873164 -0.401101 0.00510784
1.7314 0.648722 0.865177 -0.410651 0.00550586
1.72621 0.656514 0.893235 -0.394474 0.00473791
1.72103 0.655646 0.935968 -0.360111 0.0056132
1.71586 0.687651 0.955098 -0.288954 0.00805394
1.71072 0.711544 0.918939 -0.299619 0.00911895
1.70559 0.662109 0.945126 -0.337226 0.0073796
1.70047 0.63449 0.972447 -0.308067 0.00648929
1.69537 0.627652 0.963712 -0.323586 0.0060041
1.69028 0.593495 0.980854 -0.307088 0.0051217
1.68521 0.587933 0.969507 -0.318843 0.00469122
1.68015 0.599007 0.950318 -0.348651 0.00438824
1.67511 0.575029 0.926542 -0.361988 0.00361939
1.67009 0.556503 0.938388 -0.331029 0.00366863
1.66508 0.519719 0.911014 -0.292868 0.00518434
1.66008 0.505291 0.864436 -0.282668 0.00598179
1.6551 0.505291 0.864436 -0.282668 0.00598179
1.65014 0.495586 0.825742 -0.269953 0.00706531
1.64519 0.492297 0.873451 -0.241006 0.00701774
1.64025 0.527786 0.903044 -0.322354 0.00464365
1.63533 0.511436 0.902999 -0.269808 0.00548376
1.63042 0.485257 0.935572 -0.161157 0.00693558
1.62553 0.533542 0.916351 -0.323444 0.00450393
1.62066 0.561999 0.959258 -0.324598 0.00365982
1.61579 0.533197 0.941821 -0.291436 0.00425808
1.61095 0.564159 0.987823 -0.278645 0.00374274
1.60611 0.533305 0.988789 -0.23738 0.00404266
1.6013 0.557973 1.02895 -0.210366 0.00438232
1.59649 0.538572 0.982538 -0.254701 0.00408306
1.5917 0.552583 1.01815 -0.226432 0.004285
1.58693 0.565586 1.06477 -0.15211 0.00476879
1.58217 0.572338 1.01602 -0.239901 0.00467616
1.57742 0.540751 1.04541 -0.166292 0.00426456
1.57269 0.530662 1.03468 -0.172595 0.0040893
1.56797 0.545297 1.06329 -0.128217 0.00438173
1.56327 0.501324 1.0379 -0.095021 0.00467654
1.55858 0.500367 1.02916 -0.103017 0.00499808
1.5539 0.459115 1.00847 0.00409505 0.00775421
1.54924 0.423979 0.961888 0.152074 0.011319
1.54459 0.443811 1.0102 0.0643557 0.00877184
1.53996 0.468779 1.0246 -0.0166023 0.00666583
