#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        1918     1.42346     1.73812  0.00668222
        1919     1.42656     1.73796  0.00668071
        1920     1.42978      1.7378  0.00667916
        1921     1.43313     1.73764  0.00667757
        1922     1.43659     1.73748  0.00667593
        1923     1.44017     1.73733  0.00667425
        1924     1.44385     1.73718  0.00667252
        1925     1.44763     1.73703  0.00667075
        1926     1.45151     1.73688  0.00666894
        1927     1.45547     1.73673  0.00666707
        1928     1.45951     1.73659  0.00666517
        1929     1.46362     1.73645  0.00666321
        1930      1.4678     1.73631  0.00666121
        1931     1.47203     1.73617  0.00665917
        1932     1.47632     1.73604  0.00665708
        1933     1.48066      1.7359  0.00665495
        1934     1.48504     1.73577  0.00665277
        1935     1.48945     1.73565  0.00665055
        1936     1.49389     1.73552  0.00664829
        1937     1.49836      1.7354  0.00664598
        1938     1.50284     1.73528  0.00664364
        1939     1.50733     1.73516  0.00664125
        1940     1.51183     1.73505  0.00663882
        1941     1.51634     1.73493  0.00663636
        1942     1.52084     1.73482  0.00663386
        1943     1.52534     1.73472  0.00663132
        1944     1.52983     1.73461  0.00662875
        1945     1.53431     1.73451  0.00662614
        1946     1.53877     1.73441   0.0066235
        1947     1.54322     1.73431  0.00662082
        1948     1.54764     1.73421  0.00661812
        1949     1.55205     1.73412  0.00661538
        1950     1.55642     1.73403  0.00661262
        1951     1.56077     1.73394  0.00660982
        1952     1.56509     1.73385    0.006607
        1953     1.56939     1.73377  0.00660416
        1954     1.57364     1.73369  0.00660129
        1955     1.57787     1.73361  0.00659839
        1956     1.58206     1.73353  0.00659547
        1957     1.58622     1.73345  0.00659253
        1958     1.59034     1.73338  0.00658957
        1959     1.59442     1.73331  0.00658659
        1960     1.59847     1.73324  0.00658359
        1961     1.60248     1.73317  0.00658057
        1962     1.60644     1.73311  0.00657753
        1963     1.61037     1.73305  0.00657448
        1964     1.61426     1.73299  0.00657141
        1965      1.6181     1.73293  0.00656832
        1966      1.6219     1.73287  0.00656522
        1967     1.62565     1.73282  0.00656211
        1968     1.62936     1.73276  0.00655899
        1969     1.63302     1.73271  0.00655585
        1970     1.63663     1.73267  0.00655271
        1971     1.64018     1.73262  0.00654955
        1972     1.64369     1.73257  0.00654638
        1973     1.64715     1.73253  0.00654321
        1974     1.65055     1.73249  0.00654003
        1975     1.65389     1.73245  0.00653684
        1976     1.65717     1.73241  0.00653364
        1977     1.66039     1.73237  0.00653044
        1978     1.66355     1.73234  0.00652723
        1979     1.66665     1.73231  0.00652401
        1980     1.66968     1.73227   0.0065208
        1981     1.67265     1.73224  0.00651757
        1982     1.67554     1.73222  0.00651435
        1983     1.67836     1.73219  0.00651112
        1984     1.68111     1.73216  0.00650789
        1985     1.68379     1.73214  0.00650466
        1986     1.68639     1.73212  0.00650142
        1987     1.68891     1.73209  0.00649819
        1988     1.69135     1.73207  0.00649495
        1989     1.69371     1.73205  0.00649171
        1990     1.69599     1.73204  0.00648848
        1991     1.69818     1.73202  0.00648524
        1992     1.70029       1.732    0.006482
        1993     1.70231     1.73199  0.00647877
        1994     1.70424     1.73197  0.00647553
        1995     1.70608     1.73196   0.0064723
        1996     1.70783     1.73195  0.00646907
        1997     1.70949     1.73194  0.00646584
        1998     1.71106     1.73193  0.00646261
        1999     1.71253     1.73192  0.00645939
        2000     1.71392     1.73191  0.00645616
        2001     1.71521      1.7319  0.00645294
        2002     1.71641     1.73189  0.00644972
        2003     1.71751     1.73189  0.00644651
        2004     1.71853     1.73188  0.00644329
        2005     1.71945     1.73187  0.00644008
        2006     1.72028     1.73187  0.00643687
        2007     1.72102     1.73186  0.00643367
        2008     1.72168     1.73186  0.00643047
        2009     1.72224     1.73185  0.00642727
        2010     1.72271     1.73185  0.00642407
        2011      1.7231     1.73184  0.00642088
        2012      1.7234     1.73184  0.00641769
        2013     1.72362     1.73183   0.0064145
        2014     1.72376     1.73183  0.00641132
        2015     1.72381     1.73183  0.00640814
        2016     1.72379     1.73182  0.00640496
        2017     1.72369     1.73182  0.00640179
        2018     1.72351     1.73181  0.00639862
        2019     1.72325     1.73181  0.00639545
        2020     1.72292     1.73181  0.00639228
        2021     1.72252      1.7318  0.00638912
        2022     1.72205      1.7318  0.00638596
        2023     1.72151     1.73179  0.00638281
        2024      1.7209     1.73179  0.00637966
        2025     1.72022     1.73178  0.00637651
        2026     1.71948     1.73177  0.00637337
        2027     1.71867     1.73177  0.00637023
        2028     1.71779     1.73176  0.00636709
        2029     1.71686     1.73175  0.00636395
        2030     1.71585     1.73175  0.00636082
        2031     1.71479     1.73174   0.0063577
        2032     1.71366     1.73173  0.00635457
        2033     1.71247     1.73172  0.00635146
        2034     1.71122     1.73171  0.00634834
        2035     1.70991      1.7317  0.00634523
        2036     1.70854     1.73169  0.00634212
        2037     1.70711     1.73167  0.00633902
        2038     1.70561     1.73166  0.00633593
        2039     1.70406     1.73165  0.00633283
        2040     1.70245     1.73163  0.00632974
        2041     1.70077     1.73162  0.00632666
        2042     1.69904      1.7316  0.00632358
        2043     1.69724     1.73159  0.00632051
        2044     1.69538     1.73157  0.00631744
        2045     1.69346     1.73155  0.00631438
        2046     1.69149     1.73153  0.00631132
        2047     1.68945     1.73151  0.00630828
        2048     1.68735     1.73149  0.00630523
        2049     1.68519     1.73147   0.0063022
        2050     1.68298     1.73144  0.00629917
        2051      1.6807     1.73142  0.00629614
        2052     1.67837     1.73139  0.00629313
        2053     1.67598     1.73136  0.00629012
        2054     1.67354     1.73134  0.00628712
        2055     1.67104     1.73131  0.00628413
        2056     1.66849     1.73128  0.00628115
        2057     1.66589     1.73124  0.00627817
        2058     1.66324     1.73121  0.00627521
        2059     1.66054     1.73118  0.00627226
        2060     1.65779     1.73114  0.00626931
        2061     1.65501      1.7311  0.00626638
        2062     1.65219     1.73107  0.00626346
        2063     1.64932     1.73103  0.00626055
        2064     1.64643     1.73099  0.00625765
        2065     1.64351     1.73094  0.00625476
        2066     1.64056      1.7309  0.00625189
        2067     1.63759     1.73085  0.00624903
        2068      1.6346     1.73081  0.00624618
        2069     1.63159     1.73076  0.00624334
        2070     1.62858     1.73071  0.00624052
        2071     1.62556     1.73066  0.00623771
        2072     1.62254     1.73061  0.00623492
        2073     1.61953     1.73055  0.00623214
        2074     1.61653      1.7305  0.00622938
        2075     1.61354     1.73044  0.00622663
        2076     1.61057     1.73038   0.0062239
        2077     1.60763     1.73033  0.00622119
        2078     1.60472     1.73027  0.00621849
        2079     1.60184      1.7302   0.0062158
        2080     1.59901     1.73014  0.00621313
        2081     1.59623     1.73008  0.00621048
        2082     1.59349     1.73001  0.00620785
        2083     1.59082     1.72994  0.00620523
        2084      1.5882     1.72988  0.00620262
        2085     1.58566     1.72981  0.00620003
        2086     1.58319     1.72974  0.00619746
        2087      1.5808     1.72966   0.0061949
        2088     1.57849     1.72959  0.00619235
        2089     1.57628     1.72952  0.00618983
        2090     1.57415     1.72944  0.00618731
        2091     1.57213     1.72937  0.00618481
        2092      1.5702     1.72929  0.00618232
        2093     1.56838     1.72922  0.00617984
        2094     1.56667     1.72914  0.00617738
        2095     1.56508     1.72906  0.00617493
        2096      1.5636     1.72898  0.00617249
        2097     1.56224      1.7289  0.00617006
        2098       1.561     1.72882  0.00616763
        2099     1.55989     1.72874  0.00616522
        2100      1.5589     1.72866  0.00616281
        2101     1.55803     1.72858  0.00616042
        2102      1.5573      1.7285  0.00615802
        2103      1.5567     1.72842  0.00615564
        2104     1.55622     1.72833  0.00615326
        2105     1.55588     1.72825  0.00615088
        2106     1.55567     1.72817   0.0061485
        2107     1.55558     1.72809  0.00614613
        2108     1.55563     1.72801  0.00614376
        2109     1.55581     1.72793  0.00614139
        2110     1.55611     1.72784  0.00613902
        2111     1.55654     1.72776  0.00613665
        2112      1.5571     1.72768  0.00613427
        2113     1.55777      1.7276   0.0061319
        2114     1.55857     1.72752  0.00612952
        2115     1.55948     1.72744  0.00612713
        2116     1.56051     1.72736  0.00612475
        2117     1.56165     1.72728  0.00612235
        2118      1.5629     1.72721  0.00611996
        2119     1.56425     1.72713  0.00611755
        2120      1.5657     1.72705  0.00611514
        2121     1.56725     1.72698  0.00611272
        2122     1.56889      1.7269  0.00611029
        2123     1.57062     1.72683  0.00610786
        2124     1.57244     1.72676  0.00610542
        2125     1.57434     1.72669  0.00610296
        2126     1.57631     1.72662   0.0061005
        2127     1.57836     1.72655  0.00609803
        2128     1.58047     1.72648  0.00609555
        2129     1.58265     1.72641  0.00609306
        2130     1.58488     1.72634  0.00609057
        2131     1.58718     1.72628  0.00608806
        2132     1.58952     1.72621  0.00608554
        2133     1.59191     1.72615  0.00608301
        2134     1.59434     1.72609  0.00608048
        2135     1.59681     1.72603  0.00607793
        2136     1.59932     1.72597  0.00607537
        2137     1.60185     1.72591  0.00607281
        2138     1.60442     1.72585  0.00607023
        2139       1.607      1.7258  0.00606765
        2140      1.6096     1.72574  0.00606506
        2141     1.61222     1.72569  0.00606246
        2142     1.61485     1.72564  0.00605985
        2143     1.61749     1.72559  0.00605723
        2144     1.62014     1.72554   0.0060546
        2145     1.62278     1.72549  0.00605197
        2146     1.62543     1.72545  0.00604933
        2147     1.62807      1.7254  0.00604668
        2148     1.63071     1.72536  0.00604403
        2149     1.63334     1.72531  0.00604137
        2150     1.63595     1.72527   0.0060387
        2151     1.63856     1.72523  0.00603603
        2152     1.64115     1.72519  0.00603335
        2153     1.64372     1.72515  0.00603067
        2154     1.64627     1.72512  0.00602798
        2155      1.6488     1.72508  0.00602528
        2156     1.65131     1.72505  0.00602259
        2157      1.6538     1.72502  0.00601989
        2158     1.65626     1.72498  0.00601718
        2159     1.65869     1.72495  0.00601447
        2160      1.6611     1.72492  0.00601176
        2161     1.66348     1.72489  0.00600905
        2162     1.66583     1.72487  0.00600633
        2163     1.66815     1.72484  0.00600361
        2164     1.67044     1.72482  0.00600089
        2165     1.67269     1.72479  0.00599816
        2166     1.67492     1.72477  0.00599544
        2167     1.67711     1.72475  0.00599271
        2168     1.67927     1.72473  0.00598998
        2169      1.6814     1.72471  0.00598726
        2170     1.68349     1.72469  0.00598453
        2171     1.68555     1.72467   0.0059818
        2172     1.68757     1.72465  0.00597907
        2173     1.68956     1.72464  0.00597634
        2174     1.69152     1.72462  0.00597361
        2175     1.69344     1.72461  0.00597088
        2176     1.69533     1.72459  0.00596815
        2177     1.69718     1.72458  0.00596542
        2178       1.699     1.72457   0.0059627
        2179     1.70078     1.72456  0.00595997
        2180     1.70253     1.72455  0.00595724
        2181     1.70424     1.72454  0.00595452
        2182     1.70593     1.72453   0.0059518
        2183     1.70757     1.72452  0.00594907
        2184     1.70919     1.72451  0.00594636
        2185     1.71077     1.72451  0.00594364
        2186     1.71232      1.7245  0.00594092
        2187     1.71384      1.7245  0.00593821
        2188     1.71532     1.72449  0.00593549
        2189     1.71677     1.72449  0.00593278
        2190     1.71819     1.72449  0.00593007
        2191     1.71957     1.72448  0.00592737
        2192     1.72092     1.72448  0.00592466
        2193     1.72224     1.72448  0.00592196
        2194     1.72353     1.72448  0.00591926
        2195     1.72479     1.72448  0.00591657
        2196     1.72602     1.72448  0.00591387
        2197     1.72721     1.72448  0.00591118
        2198     1.72837     1.72449  0.00590849
        2199     1.72951     1.72449  0.00590581
        2200     1.73061     1.72449  0.00590312
        2201     1.73167     1.72449  0.00590044
        2202     1.73271      1.7245  0.00589776
        2203     1.73372      1.7245  0.00589509
        2204     1.73469     1.72451  0.00589241
        2205     1.73563     1.72451  0.00588974
        2206     1.73654     1.72452  0.00588708
        2207     1.73741     1.72452  0.00588441
        2208     1.73825     1.72453  0.00588175
        2209     1.73906     1.72454  0.00587909
        2210     1.73983     1.72454  0.00587644
        2211     1.74056     1.72455  0.00587378
        2212     1.74126     1.72456  0.00587113
        2213     1.74192     1.72457  0.00586848
        2214     1.74255     1.72457  0.00586584
        2215     1.74314     1.72458   0.0058632
        2216     1.74368     1.72459  0.00586056
        2217     1.74419      1.7246  0.00585792
        2218     1.74466     1.72461  0.00585529
        2219     1.74508     1.72462  0.00585265
        2220     1.74547     1.72463  0.00585003
        2221      1.7458     1.72464   0.0058474
        2222      1.7461     1.72465  0.00584478
        2223     1.74635     1.72466  0.00584215
        2224     1.74655     1.72467  0.00583954
        2225     1.74671     1.72468  0.00583692
        2226     1.74682     1.72469  0.00583431
        2227     1.74688      1.7247   0.0058317
        2228     1.74689     1.72471  0.00582909
        2229     1.74685     1.72472  0.00582648
        2230     1.74676     1.72473  0.00582388
        2231     1.74661     1.72474  0.00582127
        2232     1.74641     1.72474  0.00581867
        2233     1.74616     1.72475  0.00581608
        2234     1.74586     1.72476  0.00581348
        2235     1.74549     1.72477  0.00581089
        2236     1.74508     1.72478  0.00580829
        2237      1.7446     1.72479   0.0058057
        2238     1.74407      1.7248  0.00580312
        2239     1.74348     1.72481  0.00580053
        2240     1.74284     1.72482  0.00579795
        2241     1.74214     1.72482  0.00579536
        2242     1.74138     1.72483  0.00579278
        2243     1.74057     1.72484  0.00579021
        2244      1.7397     1.72484  0.00578763
        2245     1.73877     1.72485  0.00578505
        2246     1.73779     1.72486  0.00578248
        2247     1.73675     1.72486  0.00577991
        2248     1.73566     1.72487  0.00577734
        2249     1.73452     1.72487  0.00577477
        2250     1.73332     1.72487  0.00577221
        2251     1.73207     1.72488  0.00576965
        2252     1.73077     1.72488  0.00576708
        2253     1.72942     1.72488  0.00576453
        2254     1.72803     1.72488  0.00576197
        2255     1.72659     1.72488  0.00575941
        2256      1.7251     1.72489  0.00575686
        2257     1.72357     1.72488  0.00575431
        2258       1.722     1.72488  0.00575176
        2259      1.7204     1.72488  0.00574922
        2260     1.71875     1.72488  0.00574667
        2261     1.71707     1.72488  0.00574413
        2262     1.71536     1.72487  0.00574159
        2263     1.71361     1.72487  0.00573906
        2264     1.71184     1.72486  0.00573653
        2265     1.71003     1.72485    0.005734
        2266     1.70821     1.72485  0.00573147
        2267     1.70636     1.72484  0.00572895
        2268     1.70449     1.72483  0.00572643
        2269     1.70259     1.72482  0.00572391
        2270     1.70068     1.72481   0.0057214
        2271     1.69876      1.7248   0.0057189
        2272     1.69682     1.72478  0.00571639
        2273     1.69487     1.72477  0.00571389
        2274     1.69291     1.72476   0.0057114
        2275     1.69094     1.72474  0.00570891
        2276     1.68896     1.72473  0.00570642
        2277     1.68698     1.72471  0.00570394
        2278     1.68499     1.72469  0.00570146
        2279     1.68301     1.72467  0.00569899
        2280     1.68102     1.72466  0.00569652
        2281     1.67903     1.72464  0.00569406
        2282     1.67704     1.72461   0.0056916
        2283     1.67505     1.72459  0.00568915
        2284     1.67307     1.72457   0.0056867
        2285     1.67109     1.72455  0.00568426
        2286     1.66912     1.72452  0.00568183
        2287     1.66715      1.7245   0.0056794
        2288     1.66519     1.72447  0.00567697
        2289     1.66324     1.72445  0.00567456
        2290     1.66129     1.72442  0.00567215
        2291     1.65936     1.72439  0.00566974
        2292     1.65744     1.72436  0.00566734
        2293     1.65552     1.72433  0.00566495
        2294     1.65362      1.7243  0.00566257
        2295     1.65172     1.72427  0.00566019
        2296     1.64984     1.72424  0.00565781
        2297     1.64797      1.7242  0.00565545
        2298     1.64611     1.72417  0.00565309
        2299     1.64426     1.72413  0.00565074
        2300     1.64242      1.7241  0.00564839
        2301      1.6406     1.72406  0.00564605
        2302      1.6388     1.72402  0.00564372
        2303       1.637     1.72399   0.0056414
        2304     1.63523     1.72395  0.00563908
        2305     1.63347     1.72391  0.00563677
        2306     1.63172     1.72387  0.00563447
        2307     1.62999     1.72383  0.00563217
        2308     1.62828     1.72379  0.00562989
        2309     1.62658     1.72374  0.00562761
        2310      1.6249      1.7237  0.00562533
        2311     1.62325     1.72366  0.00562307
        2312     1.62161     1.72361  0.00562081
        2313        1.62     1.72357  0.00561855
        2314     1.61841     1.72352  0.00561631
        2315     1.61684     1.72348  0.00561407
        2316      1.6153     1.72343  0.00561184
        2317     1.61378     1.72338  0.00560962
        2318     1.61229     1.72334  0.00560741
        2319     1.61083     1.72329   0.0056052
        2320      1.6094     1.72324    0.005603
        2321     1.60801     1.72319   0.0056008
        2322     1.60664     1.72314  0.00559862
        2323     1.60531     1.72309  0.00559644
        2324     1.60402     1.72304  0.00559426
        2325     1.60277     1.72298  0.00559209
        2326     1.60156     1.72293  0.00558993
        2327     1.60039     1.72288  0.00558778
        2328     1.59926     1.72283  0.00558563
        2329     1.59818     1.72277  0.00558349
        2330     1.59715     1.72272  0.00558135
        2331     1.59618     1.72267  0.00557922
        2332     1.59525     1.72261   0.0055771
        2333     1.59438     1.72256  0.00557498
        2334     1.59356      1.7225  0.00557286
        2335     1.59281     1.72244  0.00557075
        2336     1.59211     1.72239  0.00556865
        2337     1.59148     1.72233  0.00556655
        2338     1.59091     1.72228  0.00556445
        2339     1.59041     1.72222  0.00556236
        2340     1.58998     1.72216  0.00556027
        2341     1.58962     1.72211  0.00555818
        2342     1.58933     1.72205   0.0055561
        2343     1.58911     1.72199  0.00555401
        2344     1.58897     1.72194  0.00555194
        2345     1.58891     1.72188  0.00554986
        2346     1.58892     1.72182  0.00554778
        2347       1.589     1.72177  0.00554571
        2348     1.58917     1.72171  0.00554363
        2349      1.5894     1.72165  0.00554156
        2350     1.58972      1.7216  0.00553948
        2351     1.59011     1.72154  0.00553741
        2352     1.59058     1.72149  0.00553534
        2353     1.59112     1.72143  0.00553326
        2354     1.59174     1.72138  0.00553118
        2355     1.59242     1.72132  0.00552911
        2356     1.59318     1.72127  0.00552703
        2357       1.594     1.72121  0.00552495
        2358     1.59488     1.72116  0.00552286
        2359     1.59583     1.72111  0.00552078
        2360     1.59683     1.72105  0.00551869
        2361     1.59788       1.721   0.0055166
        2362     1.59899     1.72095   0.0055145
        2363     1.60014      1.7209  0.00551241
        2364     1.60133     1.72085  0.00551031
        2365     1.60255      1.7208  0.00550821
        2366     1.60381     1.72075   0.0055061
        2367     1.60509      1.7207  0.00550399
        2368      1.6064     1.72065  0.00550188
        2369     1.60772      1.7206  0.00549976
        2370     1.60906     1.72056  0.00549764
        2371      1.6104     1.72051  0.00549552
        2372     1.61174     1.72046  0.00549339
        2373     1.61308     1.72042  0.00549127
        2374     1.61441     1.72037  0.00548913
        2375     1.61573     1.72033    0.005487
        2376     1.61704     1.72029  0.00548486
        2377     1.61832     1.72024  0.00548272
        2378     1.61958      1.7202  0.00548058
        2379     1.62081     1.72016  0.00547844
        2380     1.62202     1.72012  0.00547629
        2381     1.62318     1.72008  0.00547414
        2382     1.62431     1.72004  0.00547199
        2383      1.6254        1.72  0.00546984
        2384     1.62645     1.71996  0.00546768
        2385     1.62746     1.71992  0.00546553
        2386     1.62842     1.71988  0.00546337
        2387     1.62933     1.71984  0.00546122
        2388      1.6302     1.71981  0.00545906
        2389     1.63102     1.71977   0.0054569
        2390     1.63179     1.71973  0.00545474
        2391     1.63251      1.7197  0.00545258
        2392     1.63319     1.71966  0.00545042
        2393     1.63381     1.71962  0.00544826
        2394     1.63439     1.71959   0.0054461
        2395     1.63493     1.71955  0.00544394
        2396     1.63542     1.71952  0.00544178
        2397     1.63587     1.71948  0.00543963
        2398     1.63628     1.71945  0.00543747
        2399     1.63665     1.71941  0.00543531
        2400     1.63698     1.71938  0.00543316
        2401     1.63728     1.71934    0.005431
        2402     1.63754     1.71931  0.00542885
        2403     1.63778     1.71928  0.00542669
        2404     1.63799     1.71924  0.00542454
        2405     1.63817     1.71921  0.00542239
        2406     1.63833     1.71918  0.00542024
        2407     1.63847     1.71914  0.00541809
        2408     1.63859     1.71911  0.00541595
        2409     1.63869     1.71908   0.0054138
        2410     1.63878     1.71904  0.00541166
        2411     1.63886     1.71901  0.00540951
        2412     1.63894     1.71898  0.00540737
        2413       1.639     1.71894  0.00540523
        2414     1.63906     1.71891   0.0054031
        2415     1.63912     1.71888  0.00540096
        2416     1.63917     1.71884  0.00539882
        2417     1.63923     1.71881  0.00539669
        2418     1.63929     1.71878  0.00539456
        2419     1.63936     1.71874  0.00539243
        2420     1.63943     1.71871   0.0053903
        2421     1.63951     1.71868  0.00538817
        2422      1.6396     1.71865  0.00538605
        2423      1.6397     1.71861  0.00538392
        2424     1.63981     1.71858   0.0053818
        2425     1.63994     1.71855  0.00537968
        2426     1.64008     1.71852  0.00537756
        2427     1.64023     1.71848  0.00537544
        2428      1.6404     1.71845  0.00537332
        2429     1.64058     1.71842  0.00537121
        2430     1.64078     1.71839  0.00536909
        2431     1.64099     1.71836  0.00536698
        2432     1.64122     1.71832  0.00536486
        2433     1.64147     1.71829  0.00536275
        2434     1.64173     1.71826  0.00536064
        2435     1.64201     1.71823  0.00535853
        2436     1.64231      1.7182  0.00535642
        2437     1.64263     1.71817  0.00535431
        2438     1.64296     1.71814  0.00535221
        2439      1.6433     1.71811   0.0053501
        2440     1.64367     1.71808  0.00534799
        2441     1.64404     1.71805  0.00534589
        2442     1.64443     1.71802  0.00534378
        2443     1.64484     1.71799  0.00534168
        2444     1.64526     1.71796  0.00533958
        2445     1.64569     1.71793  0.00533748
        2446     1.64613      1.7179  0.00533537
        2447     1.64658     1.71787  0.00533327
        2448     1.64704     1.71784  0.00533117
        2449     1.64751     1.71781  0.00532907
        2450     1.64798     1.71778  0.00532697
        2451     1.64847     1.71775  0.00532488
        2452     1.64896     1.71773  0.00532278
        2453     1.64945      1.7177  0.00532068
        2454     1.64995     1.71767  0.00531859
        2455     1.65046     1.71764  0.00531649
        2456     1.65096     1.71762  0.00531439
        2457     1.65147     1.71759   0.0053123
        2458     1.65198     1.71756   0.0053102
        2459     1.65249     1.71754  0.00530811
        2460       1.653     1.71751  0.00530602
        2461     1.65352     1.71748  0.00530393
        2462     1.65403     1.71746  0.00530183
        2463     1.65454     1.71743  0.00529974
        2464     1.65504     1.71741  0.00529765
        2465     1.65555     1.71738  0.00529556
        2466     1.65605     1.71736  0.00529347
        2467     1.65655     1.71733  0.00529139
        2468     1.65705     1.71731   0.0052893
        2469     1.65754     1.71728  0.00528721
        2470     1.65803     1.71726  0.00528513
        2471     1.65852     1.71724  0.00528304
        2472       1.659     1.71721  0.00528096
        2473     1.65948     1.71719  0.00527887
        2474     1.65996     1.71717  0.00527679
        2475     1.66043     1.71714  0.00527471
        2476     1.66089     1.71712  0.00527262
        2477     1.66135      1.7171  0.00527054
        2478     1.66181     1.71707  0.00526846
        2479     1.66226     1.71705  0.00526639
        2480     1.66271     1.71703  0.00526431
        2481     1.66315     1.71701  0.00526223
        2482     1.66359     1.71699  0.00526015
        2483     1.66402     1.71697  0.00525808
        2484     1.66445     1.71695    0.005256
        2485     1.66488     1.71692  0.00525393
        2486      1.6653      1.7169  0.00525186
        2487     1.66571     1.71688  0.00524979
        2488     1.66612     1.71686  0.00524772
        2489     1.66653     1.71684  0.00524565
        2490     1.66693     1.71682  0.00524358
        2491     1.66732      1.7168  0.00524151
        2492      1.6677     1.71678  0.00523945
        2493     1.66808     1.71676  0.00523738
        2494     1.66846     1.71674  0.00523532
        2495     1.66882     1.71672  0.00523325
        2496     1.66918     1.71671  0.00523119
        2497     1.66952     1.71669  0.00522913
        2498     1.66986     1.71667  0.00522707
        2499     1.67019     1.71665  0.00522501
        2500     1.67051     1.71663  0.00522295
        2501     1.67082     1.71661   0.0052209
        2502     1.67111     1.71659  0.00521884
        2503     1.67139     1.71658  0.00521679
        2504     1.67166     1.71656  0.00521474
        2505     1.67191     1.71654  0.00521269
        2506     1.67215     1.71652  0.00521064
        2507     1.67237     1.71651  0.00520859
        2508     1.67257     1.71649  0.00520654
        2509     1.67276     1.71647  0.00520449
        2510     1.67292     1.71645  0.00520245
        2511     1.67307     1.71644  0.00520041
        2512     1.67319     1.71642  0.00519836
        2513     1.67329      1.7164  0.00519632
        2514     1.67336     1.71638  0.00519429
        2515     1.67342     1.71637  0.00519225
        2516     1.67344     1.71635  0.00519021
        2517     1.67344     1.71633  0.00518818
        2518     1.67341     1.71632  0.00518615
        2519     1.67335      1.7163  0.00518412
        2520     1.67326     1.71628  0.00518209
        2521     1.67314     1.71626  0.00518006
        2522     1.67299     1.71625  0.00517803
        2523      1.6728     1.71623  0.00517601
        2524     1.67257     1.71621  0.00517399
        2525     1.67231      1.7162  0.00517197
        2526     1.67201     1.71618  0.00516995
        2527     1.67168     1.71616  0.00516793
        2528      1.6713     1.71614  0.00516592
        2529     1.67089     1.71612  0.00516391
        2530     1.67043     1.71611   0.0051619
        2531     1.66994     1.71609  0.00515989
        2532      1.6694     1.71607  0.00515789
        2533     1.66882     1.71605  0.00515588
        2534      1.6682     1.71603  0.00515388
        2535     1.66754     1.71601  0.00515189
        2536     1.66683     1.71599  0.00514989
        2537     1.66608     1.71597   0.0051479
        2538     1.66528     1.71595  0.00514591
        2539     1.66445     1.71593  0.00514392
        2540     1.66357     1.71591  0.00514194
        2541     1.66264     1.71589  0.00513996
        2542     1.66168     1.71587  0.00513798
        2543     1.66068     1.71585  0.00513601
        2544     1.65963     1.71583  0.00513403
        2545     1.65855      1.7158  0.00513207
        2546     1.65742     1.71578   0.0051301
        2547     1.65626     1.71576  0.00512814
        2548     1.65506     1.71573  0.00512618
        2549     1.65383     1.71571  0.00512423
        2550     1.65256     1.71569  0.00512228
        2551     1.65126     1.71566  0.00512034
        2552     1.64993     1.71563  0.00511839
        2553     1.64858     1.71561  0.00511646
        2554     1.64719     1.71558  0.00511452
        2555     1.64578     1.71555  0.00511259
        2556     1.64435     1.71553  0.00511067
        2557     1.64289      1.7155  0.00510875
        2558     1.64142     1.71547  0.00510683
        2559     1.63993     1.71544  0.00510492
        2560     1.63842     1.71541  0.00510302
        2561      1.6369     1.71538  0.00510112
        2562     1.63537     1.71535  0.00509922
        2563     1.63384     1.71532  0.00509733
        2564     1.63229     1.71528  0.00509545
        2565     1.63075     1.71525  0.00509357
        2566     1.62921     1.71522  0.00509169
        2567     1.62767     1.71518  0.00508982
        2568     1.62614     1.71515  0.00508796
        2569     1.62461     1.71511   0.0050861
        2570      1.6231     1.71508  0.00508425
        2571      1.6216     1.71504   0.0050824
        2572     1.62012       1.715  0.00508056
        2573     1.61866     1.71497  0.00507872
        2574     1.61722     1.71493  0.00507689
        2575     1.61581     1.71489  0.00507507
        2576     1.61442     1.71485  0.00507324
        2577     1.61307     1.71481  0.00507143
        2578     1.61175     1.71477  0.00506962
        2579     1.61046     1.71473  0.00506782
        2580     1.60922     1.71469  0.00506602
        2581     1.60801     1.71465  0.00506422
        2582     1.60685     1.71461  0.00506243
        2583     1.60574     1.71456  0.00506065
        2584     1.60467     1.71452  0.00505887
        2585     1.60366     1.71448  0.00505709
        2586     1.60269     1.71444  0.00505532
        2587     1.60178     1.71439  0.00505356
        2588     1.60093     1.71435  0.00505179
        2589     1.60014      1.7143  0.00505004
        2590      1.5994     1.71426  0.00504828
        2591     1.59873     1.71422  0.00504653
        2592     1.59812     1.71417  0.00504478
        2593     1.59757     1.71413  0.00504304
        2594     1.59709     1.71408  0.00504129
        2595     1.59668     1.71404  0.00503955
        2596     1.59633     1.71399  0.00503782
        2597     1.59605     1.71394  0.00503608
        2598     1.59584      1.7139  0.00503435
        2599      1.5957     1.71385  0.00503262
        2600     1.59563     1.71381  0.00503089
        2601     1.59563     1.71376  0.00502916
        2602      1.5957     1.71372  0.00502743
        2603     1.59584     1.71367   0.0050257
        2604     1.59604     1.71363  0.00502397
        2605     1.59632     1.71358  0.00502225
        2606     1.59667     1.71354  0.00502052
        2607     1.59708     1.71349  0.00501879
        2608     1.59756     1.71345  0.00501707
        2609      1.5981      1.7134  0.00501534
        2610     1.59871     1.71336  0.00501361
        2611     1.59939     1.71332  0.00501188
        2612     1.60012     1.71327  0.00501015
        2613     1.60092     1.71323  0.00500841
        2614     1.60177     1.71319  0.00500668
        2615     1.60268     1.71315  0.00500494
        2616     1.60365      1.7131  0.00500321
