#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        4475     1.67178     1.68421  0.00307157
        4476     1.67352     1.68421  0.00307089
        4477     1.67527     1.68421   0.0030702
        4478     1.67702     1.68421  0.00306952
        4479     1.67876      1.6842  0.00306883
        4480     1.68051      1.6842  0.00306815
        4481     1.68226      1.6842  0.00306746
        4482     1.68401      1.6842  0.00306678
        4483     1.68575      1.6842  0.00306609
        4484     1.68748      1.6842  0.00306541
        4485      1.6892      1.6842  0.00306473
        4486     1.69091     1.68421  0.00306404
        4487     1.69261     1.68421  0.00306336
        4488     1.69429     1.68421  0.00306268
        4489     1.69595     1.68421    0.003062
        4490     1.69759     1.68422  0.00306132
        4491     1.69921     1.68422  0.00306064
        4492      1.7008     1.68422  0.00305996
        4493     1.70236     1.68423  0.00305928
        4494     1.70389     1.68423   0.0030586
        4495     1.70538     1.68424  0.00305793
        4496     1.70684     1.68424  0.00305725
        4497     1.70825     1.68425  0.00305657
        4498     1.70963     1.68425   0.0030559
        4499     1.71095     1.68426  0.00305523
        4500     1.71223     1.68426  0.00305455
        4501     1.71345     1.68427  0.00305388
        4502     1.71463     1.68428  0.00305321
        4503     1.71574     1.68428  0.00305254
        4504      1.7168     1.68429  0.00305187
        4505     1.71779      1.6843   0.0030512
        4506     1.71872     1.68431  0.00305054
        4507     1.71958     1.68431  0.00304987
        4508     1.72037     1.68432   0.0030492
        4509     1.72109     1.68433  0.00304854
        4510     1.72174     1.68434  0.00304787
        4511     1.72232     1.68435  0.00304721
        4512     1.72282     1.68436  0.00304655
        4513     1.72324     1.68436  0.00304588
        4514     1.72358     1.68437  0.00304522
        4515     1.72384     1.68438  0.00304456
        4516     1.72402     1.68439   0.0030439
        4517     1.72412      1.6844  0.00304324
        4518     1.72413     1.68441  0.00304257
        4519     1.72406     1.68442  0.00304191
        4520     1.72391     1.68443  0.00304125
        4521     1.72367     1.68443  0.00304059
        4522     1.72335     1.68444  0.00303993
        4523     1.72294     1.68445  0.00303927
        4524     1.72246     1.68446  0.00303861
        4525     1.72188     1.68447  0.00303795
        4526     1.72123     1.68448  0.00303729
        4527      1.7205     1.68448  0.00303663
        4528     1.71968     1.68449  0.00303597
        4529     1.71879      1.6845  0.00303531
        4530     1.71783     1.68451  0.00303465
        4531     1.71679     1.68451  0.00303399
        4532     1.71567     1.68452  0.00303333
        4533     1.71449     1.68453  0.00303266
        4534     1.71324     1.68453    0.003032
        4535     1.71193     1.68454  0.00303134
        4536     1.71055     1.68455  0.00303068
        4537     1.70912     1.68455  0.00303001
        4538     1.70763     1.68456  0.00302935
        4539      1.7061     1.68456  0.00302869
        4540     1.70452     1.68457  0.00302802
        4541     1.70289     1.68457  0.00302736
        4542     1.70123     1.68457  0.00302669
        4543     1.69953     1.68458  0.00302603
        4544     1.69781     1.68458  0.00302536
        4545     1.69606     1.68458   0.0030247
        4546     1.69429     1.68458  0.00302404
        4547     1.69251     1.68459  0.00302337
        4548     1.69071     1.68459  0.00302271
        4549     1.68891     1.68459  0.00302204
        4550     1.68711     1.68459  0.00302138
        4551     1.68531     1.68459  0.00302071
        4552     1.68352     1.68459  0.00302005
        4553     1.68175     1.68459  0.00301939
        4554     1.67999     1.68459  0.00301872
        4555     1.67826     1.68459  0.00301806
        4556     1.67656     1.68458   0.0030174
        4557     1.67489     1.68458  0.00301674
        4558     1.67326     1.68458  0.00301608
        4559     1.67166     1.68458  0.00301542
        4560     1.67012     1.68457  0.00301476
        4561     1.66861     1.68457   0.0030141
        4562     1.66716     1.68457  0.00301344
        4563     1.66577     1.68456  0.00301278
        4564     1.66443     1.68456  0.00301213
        4565     1.66314     1.68455  0.00301147
        4566     1.66193     1.68455  0.00301081
        4567     1.66077     1.68454  0.00301016
        4568     1.65968     1.68454  0.00300951
        4569     1.65866     1.68453  0.00300885
        4570      1.6577     1.68453   0.0030082
        4571     1.65681     1.68452  0.00300755
        4572     1.65599     1.68451   0.0030069
        4573     1.65523     1.68451  0.00300625
        4574     1.65454      1.6845   0.0030056
        4575     1.65392     1.68449  0.00300495
        4576     1.65336     1.68449   0.0030043
        4577     1.65287     1.68448  0.00300365
        4578     1.65244     1.68447    0.003003
        4579     1.65207     1.68447  0.00300235
        4580     1.65176     1.68446  0.00300171
        4581      1.6515     1.68445  0.00300106
        4582      1.6513     1.68444  0.00300041
        4583     1.65115     1.68444  0.00299977
        4584     1.65105     1.68443  0.00299912
        4585       1.651     1.68442  0.00299848
        4586     1.65099     1.68442  0.00299783
        4587     1.65102     1.68441  0.00299719
        4588     1.65108      1.6844  0.00299654
        4589     1.65118     1.68439   0.0029959
        4590     1.65132     1.68439  0.00299525
        4591     1.65148     1.68438  0.00299461
        4592     1.65167     1.68437  0.00299397
        4593     1.65188     1.68436  0.00299332
        4594     1.65211     1.68436  0.00299268
        4595     1.65235     1.68435  0.00299204
        4596     1.65261     1.68434  0.00299139
        4597     1.65288     1.68434  0.00299075
        4598     1.65315     1.68433  0.00299011
        4599     1.65343     1.68432  0.00298947
        4600     1.65372     1.68432  0.00298882
        4601       1.654     1.68431  0.00298818
        4602     1.65428      1.6843  0.00298754
        4603     1.65456      1.6843   0.0029869
        4604     1.65483     1.68429  0.00298625
        4605      1.6551     1.68428  0.00298561
        4606     1.65535     1.68428  0.00298497
        4607      1.6556     1.68427  0.00298433
        4608     1.65583     1.68427  0.00298369
        4609     1.65605     1.68426  0.00298305
        4610     1.65625     1.68425  0.00298241
        4611     1.65644     1.68425  0.00298177
        4612     1.65661     1.68424  0.00298113
        4613     1.65677     1.68424  0.00298049
        4614      1.6569     1.68423  0.00297984
        4615     1.65702     1.68422  0.00297921
        4616     1.65712     1.68422  0.00297857
        4617      1.6572     1.68421  0.00297793
        4618     1.65725     1.68421  0.00297729
        4619     1.65729      1.6842  0.00297665
        4620      1.6573     1.68419  0.00297601
        4621     1.65729     1.68419  0.00297537
        4622     1.65725     1.68418  0.00297473
        4623     1.65719     1.68418   0.0029741
        4624     1.65711     1.68417  0.00297346
        4625       1.657     1.68417  0.00297282
        4626     1.65687     1.68416  0.00297218
        4627     1.65671     1.68415  0.00297155
        4628     1.65653     1.68415  0.00297091
        4629     1.65632     1.68414  0.00297028
        4630     1.65608     1.68414  0.00296964
        4631     1.65582     1.68413  0.00296901
        4632     1.65553     1.68412  0.00296837
        4633      1.6552     1.68412  0.00296774
        4634     1.65485     1.68411   0.0029671
        4635     1.65447      1.6841  0.00296647
        4636     1.65406      1.6841  0.00296584
        4637     1.65362     1.68409   0.0029652
        4638     1.65315     1.68408  0.00296457
        4639     1.65265     1.68408  0.00296394
        4640     1.65211     1.68407  0.00296331
        4641     1.65154     1.68406  0.00296268
        4642     1.65094     1.68406  0.00296205
        4643     1.65031     1.68405  0.00296142
        4644     1.64964     1.68404  0.00296079
        4645     1.64894     1.68403  0.00296017
        4646     1.64821     1.68403  0.00295954
        4647     1.64744     1.68402  0.00295891
        4648     1.64663     1.68401  0.00295829
        4649      1.6458       1.684  0.00295766
        4650     1.64492     1.68399  0.00295704
        4651     1.64402     1.68399  0.00295641
        4652     1.64308     1.68398  0.00295579
        4653     1.64211     1.68397  0.00295517
        4654      1.6411     1.68396  0.00295455
        4655     1.64007     1.68395  0.00295393
        4656       1.639     1.68394  0.00295331
        4657      1.6379     1.68393  0.00295269
        4658     1.63677     1.68392  0.00295208
        4659     1.63561     1.68391  0.00295146
        4660     1.63442      1.6839  0.00295085
        4661     1.63321     1.68389  0.00295023
        4662     1.63196     1.68388  0.00294962
        4663      1.6307     1.68387  0.00294901
        4664     1.62941     1.68385   0.0029484
        4665      1.6281     1.68384   0.0029478
        4666     1.62676     1.68383  0.00294719
        4667     1.62541     1.68382  0.00294658
        4668     1.62404      1.6838  0.00294598
        4669     1.62266     1.68379  0.00294538
        4670     1.62126     1.68378  0.00294478
        4671     1.61986     1.68376  0.00294418
        4672     1.61844     1.68375  0.00294358
        4673     1.61701     1.68374  0.00294299
        4674     1.61558     1.68372  0.00294239
        4675     1.61415     1.68371   0.0029418
        4676     1.61272     1.68369  0.00294121
        4677     1.61129     1.68368  0.00294062
        4678     1.60986     1.68366  0.00294004
        4679     1.60844     1.68364  0.00293945
        4680     1.60703     1.68363  0.00293887
        4681     1.60563     1.68361  0.00293829
        4682     1.60424     1.68359  0.00293771
        4683     1.60287     1.68358  0.00293714
        4684     1.60152     1.68356  0.00293656
        4685     1.60018     1.68354  0.00293599
        4686     1.59888     1.68352  0.00293542
        4687      1.5976      1.6835  0.00293485
        4688     1.59634     1.68349  0.00293428
        4689     1.59512     1.68347  0.00293371
        4690     1.59393     1.68345  0.00293315
        4691     1.59278     1.68343  0.00293259
        4692     1.59166     1.68341  0.00293203
        4693     1.59059     1.68339  0.00293147
        4694     1.58956     1.68337  0.00293092
        4695     1.58857     1.68335  0.00293036
        4696     1.58763     1.68333  0.00292981
        4697     1.58674     1.68331  0.00292926
        4698     1.58591     1.68329  0.00292871
        4699     1.58513     1.68327  0.00292816
        4700     1.58441     1.68325  0.00292761
        4701     1.58375     1.68322  0.00292706
        4702     1.58315      1.6832  0.00292652
        4703     1.58262     1.68318  0.00292597
        4704     1.58216     1.68316  0.00292543
        4705     1.58177     1.68314  0.00292489
        4706     1.58145     1.68312  0.00292435
        4707     1.58121      1.6831  0.00292381
        4708     1.58104     1.68307  0.00292327
        4709     1.58096     1.68305  0.00292272
        4710     1.58095     1.68303  0.00292218
        4711     1.58103     1.68301  0.00292164
        4712      1.5812     1.68299   0.0029211
        4713     1.58145     1.68297  0.00292056
        4714     1.58179     1.68294  0.00292002
        4715     1.58223     1.68292  0.00291948
        4716     1.58275      1.6829  0.00291894
        4717     1.58336     1.68288   0.0029184
        4718     1.58407     1.68286  0.00291785
        4719     1.58487     1.68284  0.00291731
        4720     1.58576     1.68282  0.00291676
        4721     1.58674      1.6828  0.00291622
        4722     1.58781     1.68278  0.00291567
        4723     1.58898     1.68276  0.00291512
        4724     1.59022     1.68274  0.00291457
        4725     1.59156     1.68272  0.00291402
        4726     1.59297      1.6827  0.00291346
        4727     1.59447     1.68268   0.0029129
        4728     1.59604     1.68266  0.00291235
        4729     1.59768     1.68265  0.00291179
        4730      1.5994     1.68263  0.00291122
        4731     1.60118     1.68261  0.00291066
        4732     1.60302     1.68259  0.00291009
        4733     1.60491     1.68258  0.00290952
        4734     1.60686     1.68256  0.00290895
        4735     1.60885     1.68255  0.00290838
        4736     1.61088     1.68253  0.00290781
        4737     1.61295     1.68252  0.00290723
        4738     1.61505      1.6825  0.00290665
        4739     1.61717     1.68249  0.00290607
        4740     1.61931     1.68247  0.00290549
        4741     1.62147     1.68246   0.0029049
        4742     1.62364     1.68245  0.00290432
        4743      1.6258     1.68244  0.00290373
        4744     1.62797     1.68243  0.00290314
        4745     1.63013     1.68241  0.00290255
        4746     1.63228      1.6824  0.00290196
        4747     1.63442     1.68239  0.00290136
        4748     1.63654     1.68238  0.00290077
        4749     1.63863     1.68238  0.00290017
        4750     1.64069     1.68237  0.00289957
        4751     1.64273     1.68236  0.00289898
        4752     1.64473     1.68235  0.00289838
        4753     1.64669     1.68234  0.00289778
        4754     1.64862     1.68234  0.00289718
        4755     1.65051     1.68233  0.00289657
        4756     1.65235     1.68232  0.00289597
        4757     1.65415     1.68232  0.00289537
        4758      1.6559     1.68231  0.00289477
        4759      1.6576     1.68231  0.00289416
        4760     1.65926      1.6823  0.00289356
        4761     1.66086      1.6823  0.00289295
        4762     1.66242     1.68229  0.00289235
        4763     1.66393     1.68229  0.00289174
        4764     1.66539     1.68229  0.00289114
        4765      1.6668     1.68228  0.00289053
        4766     1.66816     1.68228  0.00288993
        4767     1.66947     1.68228  0.00288932
        4768     1.67074     1.68227  0.00288872
        4769     1.67196     1.68227  0.00288811
        4770     1.67313     1.68227  0.00288751
        4771     1.67426     1.68227  0.00288691
        4772     1.67535     1.68227   0.0028863
        4773      1.6764     1.68227   0.0028857
        4774     1.67741     1.68226  0.00288509
        4775     1.67838     1.68226  0.00288449
        4776     1.67931     1.68226  0.00288388
        4777     1.68021     1.68226  0.00288328
        4778     1.68108     1.68226  0.00288268
        4779     1.68191     1.68226  0.00288207
        4780     1.68272     1.68226  0.00288147
        4781      1.6835     1.68226  0.00288087
        4782     1.68425     1.68226  0.00288027
        4783     1.68498     1.68226  0.00287966
        4784     1.68569     1.68226  0.00287906
        4785     1.68637     1.68227  0.00287846
        4786     1.68704     1.68227  0.00287786
        4787     1.68769     1.68227  0.00287726
        4788     1.68832     1.68227  0.00287666
        4789     1.68894     1.68227  0.00287606
        4790     1.68954     1.68227  0.00287546
        4791     1.69013     1.68227  0.00287486
        4792      1.6907     1.68227  0.00287426
        4793     1.69127     1.68228  0.00287366
        4794     1.69182     1.68228  0.00287306
        4795     1.69236     1.68228  0.00287246
        4796     1.69289     1.68228  0.00287186
        4797     1.69341     1.68229  0.00287127
        4798     1.69392     1.68229  0.00287067
        4799     1.69442     1.68229  0.00287007
        4800     1.69491     1.68229  0.00286947
        4801     1.69538      1.6823  0.00286888
        4802     1.69584      1.6823  0.00286828
        4803     1.69629      1.6823  0.00286769
        4804     1.69673      1.6823  0.00286709
        4805     1.69714     1.68231   0.0028665
        4806     1.69754     1.68231   0.0028659
        4807     1.69792     1.68231  0.00286531
        4808     1.69828     1.68232  0.00286471
        4809     1.69862     1.68232  0.00286412
        4810     1.69893     1.68232  0.00286353
        4811     1.69921     1.68233  0.00286293
        4812     1.69947     1.68233  0.00286234
        4813     1.69969     1.68233  0.00286175
        4814     1.69987     1.68234  0.00286116
        4815     1.70001     1.68234  0.00286056
        4816     1.70012     1.68235  0.00285997
        4817     1.70017     1.68235  0.00285938
        4818     1.70018     1.68235  0.00285879
        4819     1.70014     1.68236   0.0028582
        4820     1.70004     1.68236  0.00285761
        4821     1.69988     1.68236  0.00285702
        4822     1.69966     1.68237  0.00285643
        4823     1.69937     1.68237  0.00285584
        4824     1.69902     1.68237  0.00285525
        4825     1.69859     1.68238  0.00285466
        4826     1.69808     1.68238  0.00285407
        4827     1.69749     1.68238  0.00285348
        4828     1.69682     1.68239  0.00285289
        4829     1.69606     1.68239   0.0028523
        4830     1.69521     1.68239  0.00285171
        4831     1.69426      1.6824  0.00285112
        4832     1.69322      1.6824  0.00285053
        4833     1.69207      1.6824  0.00284994
        4834     1.69081      1.6824  0.00284935
        4835     1.68945      1.6824  0.00284876
        4836     1.68798      1.6824  0.00284818
        4837     1.68639      1.6824  0.00284759
        4838     1.68468     1.68241    0.002847
        4839     1.68286     1.68241  0.00284641
        4840     1.68091      1.6824  0.00284582
        4841     1.67884      1.6824  0.00284523
        4842     1.67664      1.6824  0.00284465
        4843     1.67431      1.6824  0.00284406
        4844     1.67186      1.6824  0.00284347
        4845     1.66927      1.6824  0.00284289
        4846     1.66655     1.68239   0.0028423
        4847      1.6637     1.68239  0.00284172
        4848     1.66072     1.68238  0.00284114
        4849      1.6576     1.68238  0.00284056
        4850     1.65436     1.68237  0.00283998
        4851     1.65098     1.68237   0.0028394
        4852     1.64746     1.68236  0.00283882
        4853     1.64382     1.68235  0.00283825
        4854     1.64005     1.68234  0.00283768
        4855     1.63615     1.68233  0.00283711
        4856     1.63212     1.68232  0.00283654
        4857     1.62797     1.68231  0.00283598
        4858      1.6237      1.6823  0.00283542
        4859     1.61931     1.68229  0.00283487
        4860      1.6148     1.68227  0.00283432
        4861     1.61019     1.68226  0.00283378
        4862     1.60546     1.68224  0.00283324
        4863     1.60064     1.68223   0.0028327
        4864     1.59571     1.68221  0.00283218
        4865      1.5907     1.68219  0.00283166
        4866     1.58559     1.68217  0.00283115
        4867      1.5804     1.68215  0.00283064
        4868     1.57514     1.68213  0.00283014
        4869     1.56981      1.6821  0.00282966
        4870     1.56441     1.68208  0.00282918
        4871     1.55896     1.68205  0.00282871
        4872     1.55347     1.68203  0.00282825
        4873     1.54793       1.682  0.00282781
        4874     1.54237     1.68197  0.00282737
        4875     1.53678     1.68194  0.00282695
        4876     1.53118     1.68191  0.00282654
        4877     1.52557     1.68188  0.00282614
        4878     1.51997     1.68185  0.00282576
        4879     1.51438     1.68181  0.00282539
        4880     1.50882     1.68178  0.00282503
        4881      1.5033     1.68174  0.00282469
        4882     1.49781      1.6817  0.00282436
        4883     1.49238     1.68166  0.00282405
        4884     1.48702     1.68162  0.00282375
        4885     1.48173     1.68158  0.00282347
        4886     1.47652     1.68154   0.0028232
        4887     1.47141      1.6815  0.00282295
        4888     1.46641     1.68145  0.00282272
        4889     1.46152     1.68141   0.0028225
        4890     1.45676     1.68136   0.0028223
        4891     1.45213     1.68132  0.00282211
        4892     1.44765     1.68127  0.00282193
        4893     1.44333     1.68122  0.00282178
        4894     1.43916     1.68117  0.00282163
        4895     1.43517     1.68112   0.0028215
        4896     1.43136     1.68107  0.00282139
        4897     1.42774     1.68102  0.00282129
        4898     1.42431     1.68096   0.0028212
        4899     1.42109     1.68091  0.00282112
        4900     1.41807     1.68086  0.00282106
        4901     1.41527      1.6808    0.002821
        4902     1.41269     1.68075  0.00282096
        4903     1.41034     1.68069  0.00282092
        4904     1.40822     1.68064  0.00282089
        4905     1.40633     1.68058  0.00282087
        4906     1.40467     1.68053  0.00282086
        4907     1.40326     1.68047  0.00282085
        4908     1.40209     1.68041  0.00282084
        4909     1.40116     1.68036  0.00282084
        4910     1.40048      1.6803  0.00282084
        4911     1.40004     1.68024  0.00282085
        4912     1.39984     1.68018  0.00282085
        4913     1.39989     1.68013  0.00282085
        4914     1.40018     1.68007  0.00282085
        4915     1.40072     1.68001  0.00282085
        4916     1.40149     1.67996  0.00282085
        4917     1.40249      1.6799  0.00282084
        4918     1.40373     1.67984  0.00282082
        4919      1.4052     1.67979   0.0028208
        4920     1.40689     1.67973  0.00282077
        4921      1.4088     1.67968  0.00282074
        4922     1.41092     1.67962  0.00282069
        4923     1.41326     1.67957  0.00282064
        4924      1.4158     1.67952  0.00282057
        4925     1.41854     1.67946   0.0028205
        4926     1.42147     1.67941  0.00282041
        4927     1.42459     1.67936  0.00282031
        4928     1.42789     1.67931   0.0028202
        4929     1.43136     1.67926  0.00282008
        4930       1.435     1.67921  0.00281994
        4931      1.4388     1.67916  0.00281979
        4932     1.44275     1.67911  0.00281963
        4933     1.44685     1.67906  0.00281945
        4934     1.45109     1.67902  0.00281926
        4935     1.45545     1.67897  0.00281905
        4936     1.45994     1.67893  0.00281883
        4937     1.46454     1.67888  0.00281859
        4938     1.46925     1.67884  0.00281834
        4939     1.47406      1.6788  0.00281807
        4940     1.47895     1.67876  0.00281779
        4941     1.48393     1.67872   0.0028175
        4942     1.48898     1.67868  0.00281719
        4943      1.4941     1.67865  0.00281687
        4944     1.49928     1.67861  0.00281653
        4945      1.5045     1.67857  0.00281618
        4946     1.50977     1.67854  0.00281582
        4947     1.51507     1.67851  0.00281545
        4948     1.52039     1.67847  0.00281506
        4949     1.52573     1.67844  0.00281466
        4950     1.53107     1.67841  0.00281425
        4951     1.53642     1.67839  0.00281382
        4952     1.54175     1.67836  0.00281339
        4953     1.54707     1.67833  0.00281295
        4954     1.55237     1.67831   0.0028125
        4955     1.55763     1.67828  0.00281203
        4956     1.56286     1.67826  0.00281156
        4957     1.56804     1.67824  0.00281108
        4958     1.57316     1.67821   0.0028106
        4959     1.57822     1.67819   0.0028101
        4960     1.58321     1.67818   0.0028096
        4961     1.58813     1.67816  0.00280909
        4962     1.59297     1.67814  0.00280858
        4963     1.59771     1.67812  0.00280806
        4964     1.60237     1.67811  0.00280754
        4965     1.60692     1.67809  0.00280701
        4966     1.61137     1.67808  0.00280647
        4967     1.61571     1.67807  0.00280594
        4968     1.61993     1.67806   0.0028054
        4969     1.62404     1.67805  0.00280485
        4970     1.62802     1.67804  0.00280431
        4971     1.63187     1.67803  0.00280376
        4972      1.6356     1.67802  0.00280321
        4973     1.63919     1.67801  0.00280265
        4974     1.64264       1.678   0.0028021
        4975     1.64596       1.678  0.00280154
        4976     1.64914     1.67799  0.00280099
        4977     1.65217     1.67799  0.00280043
        4978     1.65506     1.67798  0.00279987
        4979     1.65781     1.67798  0.00279931
        4980     1.66042     1.67797  0.00279875
        4981     1.66288     1.67797  0.00279819
        4982     1.66519     1.67797  0.00279763
        4983     1.66737     1.67797  0.00279707
        4984      1.6694     1.67796  0.00279651
        4985     1.67129     1.67796  0.00279595
        4986     1.67304     1.67796  0.00279539
        4987     1.67465     1.67796  0.00279483
        4988     1.67612     1.67796  0.00279427
        4989     1.67747     1.67796  0.00279371
        4990     1.67868     1.67796  0.00279315
        4991     1.67976     1.67796  0.00279259
        4992     1.68071     1.67796  0.00279203
        4993     1.68155     1.67796  0.00279147
        4994     1.68227     1.67796  0.00279091
        4995     1.68287     1.67796  0.00279035
        4996     1.68336     1.67797  0.00278979
        4997     1.68374     1.67797  0.00278924
        4998     1.68401     1.67797  0.00278868
        4999     1.68419     1.67797  0.00278812
        5000     1.68427     1.67797  0.00278756
        5001     1.68426     1.67797  0.00278701
        5002     1.68416     1.67797  0.00278645
        5003     1.68397     1.67797  0.00278589
        5004     1.68371     1.67797  0.00278534
        5005     1.68337     1.67798  0.00278478
        5006     1.68296     1.67798  0.00278422
        5007     1.68248     1.67798  0.00278367
        5008     1.68194     1.67798  0.00278311
        5009     1.68134     1.67798  0.00278256
        5010     1.68069     1.67798    0.002782
        5011     1.67998     1.67798  0.00278145
        5012     1.67922     1.67798  0.00278089
        5013     1.67843     1.67798  0.00278034
        5014     1.67759     1.67798  0.00277978
        5015     1.67671     1.67798  0.00277923
        5016     1.67581     1.67798  0.00277867
        5017     1.67487     1.67798  0.00277812
        5018      1.6739     1.67798  0.00277757
        5019     1.67291     1.67798  0.00277701
        5020      1.6719     1.67798  0.00277646
        5021     1.67087     1.67797  0.00277591
        5022     1.66983     1.67797  0.00277535
        5023     1.66878     1.67797   0.0027748
        5024     1.66772     1.67797  0.00277425
        5025     1.66665     1.67797   0.0027737
        5026     1.66557     1.67796  0.00277315
        5027     1.66449     1.67796   0.0027726
        5028     1.66342     1.67796  0.00277205
        5029     1.66235     1.67796   0.0027715
        5030     1.66128     1.67795  0.00277095
        5031     1.66021     1.67795   0.0027704
        5032     1.65916     1.67795  0.00276985
        5033     1.65811     1.67794  0.00276931
        5034     1.65708     1.67794  0.00276876
        5035     1.65606     1.67793  0.00276821
        5036     1.65505     1.67793  0.00276767
        5037     1.65406     1.67792  0.00276712
        5038     1.65308     1.67792  0.00276658
        5039     1.65213     1.67791  0.00276603
        5040     1.65119     1.67791  0.00276549
        5041     1.65028      1.6779  0.00276495
        5042     1.64939      1.6779   0.0027644
        5043     1.64852     1.67789  0.00276386
        5044     1.64768     1.67789  0.00276332
        5045     1.64686     1.67788  0.00276278
        5046     1.64607     1.67787  0.00276224
        5047     1.64531     1.67787   0.0027617
        5048     1.64457     1.67786  0.00276116
        5049     1.64386     1.67785  0.00276062
        5050     1.64318     1.67785  0.00276008
        5051     1.64253     1.67784  0.00275954
        5052     1.64192     1.67783  0.00275901
        5053     1.64133     1.67782  0.00275847
        5054     1.64078     1.67782  0.00275793
        5055     1.64025     1.67781   0.0027574
        5056     1.63977      1.6778  0.00275686
        5057     1.63931     1.67779  0.00275633
        5058     1.63889     1.67779   0.0027558
        5059      1.6385     1.67778  0.00275526
        5060     1.63815     1.67777  0.00275473
        5061     1.63783     1.67776   0.0027542
        5062     1.63755     1.67776  0.00275366
        5063     1.63731     1.67775  0.00275313
        5064      1.6371     1.67774   0.0027526
        5065     1.63694     1.67773  0.00275207
        5066     1.63681     1.67772  0.00275154
        5067     1.63672     1.67772    0.002751
        5068     1.63668     1.67771  0.00275047
        5069     1.63667      1.6777  0.00274994
        5070     1.63671     1.67769  0.00274941
        5071     1.63679     1.67768  0.00274888
        5072     1.63692     1.67768  0.00274835
        5073     1.63709     1.67767  0.00274782
        5074      1.6373     1.67766  0.00274729
        5075     1.63756     1.67765  0.00274676
        5076     1.63787     1.67764  0.00274623
        5077     1.63823     1.67764   0.0027457
        5078     1.63863     1.67763  0.00274517
        5079     1.63908     1.67762  0.00274464
        5080     1.63959     1.67761  0.00274411
        5081     1.64014     1.67761  0.00274358
        5082     1.64074      1.6776  0.00274305
        5083      1.6414     1.67759  0.00274252
        5084      1.6421     1.67758  0.00274199
        5085     1.64285     1.67758  0.00274146
        5086     1.64366     1.67757  0.00274093
        5087     1.64452     1.67756   0.0027404
        5088     1.64543     1.67756  0.00273987
        5089     1.64639     1.67755  0.00273933
        5090      1.6474     1.67755   0.0027388
        5091     1.64846     1.67754  0.00273827
        5092     1.64957     1.67753  0.00273774
        5093     1.65073     1.67753  0.00273721
        5094     1.65193     1.67752  0.00273667
        5095     1.65318     1.67752  0.00273614
        5096     1.65448     1.67752  0.00273561
        5097     1.65581     1.67751  0.00273507
        5098     1.65719     1.67751  0.00273454
        5099     1.65861      1.6775  0.00273401
        5100     1.66007      1.6775  0.00273347
        5101     1.66156      1.6775  0.00273294
        5102     1.66309     1.67749   0.0027324
        5103     1.66464     1.67749  0.00273187
        5104     1.66623     1.67749  0.00273134
        5105     1.66783     1.67749   0.0027308
        5106     1.66947     1.67749  0.00273027
        5107     1.67112     1.67748  0.00272973
        5108     1.67279     1.67748   0.0027292
        5109     1.67448     1.67748  0.00272866
        5110     1.67618     1.67748  0.00272813
        5111     1.67789     1.67748   0.0027276
        5112      1.6796     1.67748  0.00272706
        5113     1.68132     1.67748  0.00272653
        5114     1.68305     1.67748    0.002726
        5115     1.68476     1.67749  0.00272546
        5116     1.68648     1.67749  0.00272493
        5117     1.68819     1.67749   0.0027244
        5118     1.68988     1.67749  0.00272387
        5119     1.69157      1.6775  0.00272334
        5120     1.69323      1.6775  0.00272281
        5121     1.69488      1.6775  0.00272228
        5122     1.69651     1.67751  0.00272175
        5123     1.69812     1.67751  0.00272122
        5124      1.6997     1.67751  0.00272069
        5125     1.70126     1.67752  0.00272017
        5126     1.70278     1.67752  0.00271964
        5127     1.70428     1.67753  0.00271911
        5128     1.70574     1.67753  0.00271859
        5129     1.70717     1.67754  0.00271807
        5130     1.70857     1.67755  0.00271754
        5131     1.70993     1.67755  0.00271702
        5132     1.71125     1.67756   0.0027165
        5133     1.71253     1.67757  0.00271598
        5134     1.71378     1.67757  0.00271546
        5135     1.71499     1.67758  0.00271494
        5136     1.71615     1.67759  0.00271442
        5137     1.71728      1.6776   0.0027139
        5138     1.71837      1.6776  0.00271339
        5139     1.71941     1.67761  0.00271287
        5140     1.72042     1.67762  0.00271236
        5141     1.72138     1.67763  0.00271184
        5142     1.72231     1.67764  0.00271133
        5143     1.72319     1.67765  0.00271082
        5144     1.72404     1.67765   0.0027103
        5145     1.72485     1.67766  0.00270979
        5146     1.72562     1.67767  0.00270928
        5147     1.72636     1.67768  0.00270877
        5148     1.72706     1.67769  0.00270826
        5149     1.72772      1.6777  0.00270775
        5150     1.72836     1.67771  0.00270725
        5151     1.72895     1.67772  0.00270674
        5152     1.72952     1.67773  0.00270623
        5153     1.73005     1.67774  0.00270573
        5154     1.73056     1.67775  0.00270522
        5155     1.73103     1.67776  0.00270472
        5156     1.73148     1.67777  0.00270421
        5157      1.7319     1.67778  0.00270371
        5158     1.73229     1.67779   0.0027032
        5159     1.73266      1.6778   0.0027027
        5160       1.733     1.67782   0.0027022
        5161     1.73332     1.67783   0.0027017
        5162     1.73361     1.67784  0.00270119
        5163     1.73389     1.67785  0.00270069
        5164     1.73414     1.67786  0.00270019
        5165     1.73437     1.67787  0.00269969
        5166     1.73459     1.67788  0.00269919
        5167     1.73478     1.67789  0.00269869
        5168     1.73496      1.6779  0.00269819
        5169     1.73512     1.67791  0.00269769
        5170     1.73526     1.67792  0.00269719
        5171     1.73538     1.67794  0.00269669
        5172     1.73548     1.67795   0.0026962
        5173     1.73557     1.67796   0.0026957
