#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         938     -4.9511    -5.18981   0.0127451
         939    -4.95097    -5.18956   0.0127341
         940    -4.95087     -5.1893    0.012723
         941    -4.95021    -5.18905   0.0127121
         942    -4.94959     -5.1888   0.0127011
         943    -4.94916    -5.18854   0.0126902
         944    -4.94907    -5.18829   0.0126793
         945    -4.94903    -5.18804   0.0126684
         946    -4.94858    -5.18778   0.0126575
         947    -4.94832    -5.18753   0.0126467
         948    -4.94826    -5.18728   0.0126359
         949    -4.94824    -5.18702    0.012625
         950    -4.94812    -5.18677   0.0126143
         951    -4.94805    -5.18652   0.0126035
         952    -4.94772    -5.18627   0.0125928
         953    -4.94804    -5.18602    0.012582
         954    -4.94826    -5.18577   0.0125713
         955    -4.94852    -5.18552   0.0125606
         956    -4.94898    -5.18528   0.0125499
         957    -4.94932    -5.18503   0.0125392
         958    -4.94986    -5.18478   0.0125285
         959    -4.94999    -5.18454   0.0125178
         960    -4.95031     -5.1843   0.0125072
         961    -4.95081    -5.18405   0.0124965
         962    -4.95135    -5.18381   0.0124859
         963    -4.95222    -5.18357   0.0124752
         964    -4.95266    -5.18333   0.0124646
         965    -4.95343    -5.18309   0.0124539
         966    -4.95407    -5.18286   0.0124433
         967    -4.95489    -5.18262   0.0124327
         968    -4.95541    -5.18238    0.012422
         969    -4.95625    -5.18215   0.0124114
         970    -4.95694    -5.18192   0.0124008
         971    -4.95779    -5.18169   0.0123902
         972    -4.95803    -5.18146   0.0123796
         973    -4.95903    -5.18123   0.0123689
         974    -4.95972      -5.181   0.0123583
         975    -4.96009    -5.18078   0.0123477
         976     -4.9609    -5.18055   0.0123371
         977    -4.96109    -5.18033   0.0123266
         978    -4.96156     -5.1801    0.012316
         979    -4.96185    -5.17988   0.0123054
         980    -4.96241    -5.17966   0.0122949
         981     -4.9631    -5.17944   0.0122843
         982    -4.96359    -5.17922   0.0122738
         983     -4.9642      -5.179   0.0122632
         984    -4.96446    -5.17878   0.0122527
         985    -4.96483    -5.17856   0.0122422
         986    -4.96531    -5.17835   0.0122317
         987    -4.96589    -5.17813   0.0122212
         988    -4.96611    -5.17792   0.0122107
         989    -4.96628     -5.1777   0.0122002
         990    -4.96625    -5.17749   0.0121898
         991    -4.96615    -5.17728   0.0121793
         992      -4.966    -5.17706   0.0121689
         993    -4.96579    -5.17685   0.0121585
         994    -4.96657    -5.17664   0.0121481
         995    -4.96684    -5.17643   0.0121378
         996     -4.9669    -5.17622   0.0121274
         997    -4.96659    -5.17601   0.0121171
         998    -4.96591     -5.1758   0.0121067
         999    -4.96562    -5.17559   0.0120965
        1000    -4.96556    -5.17538   0.0120862
        1001    -4.96484    -5.17517   0.0120759
        1002    -4.96405    -5.17496   0.0120657
        1003    -4.96334    -5.17474   0.0120555
        1004    -4.96272    -5.17453   0.0120454
        1005    -4.96188    -5.17432   0.0120353
        1006    -4.96083    -5.17411   0.0120252
        1007    -4.96016     -5.1739   0.0120151
        1008    -4.95912    -5.17368   0.0120051
        1009    -4.95772    -5.17347   0.0119951
        1010    -4.95701    -5.17326   0.0119851
        1011    -4.95579    -5.17304   0.0119752
        1012    -4.95451    -5.17282   0.0119653
        1013    -4.95316    -5.17261   0.0119555
        1014    -4.95176    -5.17239   0.0119456
        1015     -4.9506    -5.17217   0.0119359
        1016    -4.94894    -5.17195   0.0119261
        1017    -4.94752    -5.17173   0.0119165
        1018     -4.9459    -5.17151   0.0119068
        1019    -4.94378    -5.17129   0.0118972
        1020    -4.94207    -5.17106   0.0118877
        1021    -4.94047    -5.17083   0.0118782
        1022    -4.93882    -5.17061   0.0118687
        1023    -4.93729    -5.17038   0.0118593
        1024    -4.93526    -5.17015     0.01185
        1025    -4.93336    -5.16992   0.0118407
        1026    -4.93173    -5.16969   0.0118314
        1027    -4.92946    -5.16945   0.0118222
        1028    -4.92748    -5.16922    0.011813
        1029    -4.92563    -5.16898   0.0118039
        1030    -4.92361    -5.16874   0.0117949
        1031    -4.92172     -5.1685   0.0117859
        1032    -4.91953    -5.16826   0.0117769
        1033    -4.91748    -5.16802    0.011768
        1034    -4.91512    -5.16777   0.0117592
        1035    -4.91337    -5.16753   0.0117504
        1036    -4.91147    -5.16728   0.0117416
        1037    -4.90972    -5.16703   0.0117329
        1038    -4.90783    -5.16678   0.0117243
        1039    -4.90596    -5.16653   0.0117157
        1040    -4.90394    -5.16628   0.0117072
        1041    -4.90179    -5.16603   0.0116987
        1042    -4.89981    -5.16577   0.0116902
        1043      -4.898    -5.16551   0.0116818
        1044    -4.89621    -5.16526   0.0116735
        1045     -4.8946      -5.165   0.0116652
        1046    -4.89286    -5.16474   0.0116569
        1047     -4.8907    -5.16447   0.0116487
        1048    -4.88886    -5.16421   0.0116406
        1049     -4.8872    -5.16395   0.0116325
        1050    -4.88512    -5.16368   0.0116245
        1051    -4.88292    -5.16342   0.0116165
        1052    -4.88104    -5.16315   0.0116085
        1053    -4.87935    -5.16288   0.0116006
        1054    -4.87754    -5.16261   0.0115928
        1055    -4.87591    -5.16233    0.011585
        1056    -4.87415    -5.16206   0.0115772
        1057    -4.87257    -5.16179   0.0115695
        1058    -4.87133    -5.16151   0.0115618
        1059    -4.86981    -5.16124   0.0115542
        1060    -4.86816    -5.16096   0.0115466
        1061    -4.86639    -5.16068    0.011539
        1062    -4.86495    -5.16041   0.0115315
        1063    -4.86353    -5.16013   0.0115241
        1064    -4.86199    -5.15985   0.0115166
        1065    -4.86062    -5.15956   0.0115093
        1066    -4.85928    -5.15928   0.0115019
        1067    -4.85796      -5.159   0.0114946
        1068    -4.85636    -5.15872   0.0114873
        1069    -4.85509    -5.15843   0.0114801
        1070     -4.8537    -5.15815   0.0114729
        1071    -4.85263    -5.15786   0.0114657
        1072    -4.85159    -5.15758   0.0114586
        1073    -4.85027    -5.15729   0.0114515
        1074    -4.84913      -5.157   0.0114444
        1075    -4.84787    -5.15672   0.0114374
        1076    -4.84663    -5.15643   0.0114304
        1077    -4.84573    -5.15614   0.0114234
        1078    -4.84502    -5.15585   0.0114165
        1079    -4.84403    -5.15556   0.0114095
        1080    -4.84323    -5.15527   0.0114026
        1081    -4.84232    -5.15498   0.0113958
        1082     -4.8416    -5.15469   0.0113889
        1083    -4.84077     -5.1544   0.0113821
        1084    -4.83998    -5.15411   0.0113753
        1085    -4.83924    -5.15382   0.0113685
        1086    -4.83855    -5.15353   0.0113617
        1087     -4.8379    -5.15324    0.011355
        1088    -4.83731    -5.15295   0.0113483
        1089    -4.83647    -5.15266   0.0113416
        1090    -4.83614    -5.15237   0.0113349
        1091    -4.83571    -5.15208   0.0113282
        1092     -4.8358    -5.15179   0.0113215
        1093    -4.83535     -5.1515   0.0113149
        1094    -4.83465    -5.15121   0.0113082
        1095    -4.83433    -5.15092   0.0113016
        1096    -4.83438    -5.15063    0.011295
        1097    -4.83449    -5.15035   0.0112884
        1098    -4.83453    -5.15006   0.0112818
        1099    -4.83509    -5.14977   0.0112751
        1100    -4.83496    -5.14949   0.0112685
        1101    -4.83521     -5.1492   0.0112619
        1102    -4.83584    -5.14892   0.0112553
        1103    -4.83609    -5.14863   0.0112486
        1104    -4.83641    -5.14835    0.011242
        1105    -4.83681    -5.14807   0.0112354
        1106    -4.83759    -5.14779   0.0112287
        1107    -4.83813    -5.14751   0.0112221
        1108    -4.83891    -5.14723   0.0112154
        1109    -4.83991    -5.14695   0.0112087
        1110    -4.84098    -5.14668    0.011202
        1111    -4.84228     -5.1464   0.0111952
        1112    -4.84366    -5.14613   0.0111885
        1113    -4.84434    -5.14586   0.0111817
        1114    -4.84571    -5.14559   0.0111749
        1115    -4.84745    -5.14532   0.0111681
        1116     -4.8488    -5.14506   0.0111613
        1117    -4.85007    -5.14479   0.0111544
        1118    -4.85186    -5.14453   0.0111475
        1119    -4.85326    -5.14427   0.0111406
        1120    -4.85457    -5.14401   0.0111336
        1121    -4.85579    -5.14375   0.0111267
        1122    -4.85753     -5.1435   0.0111197
        1123    -4.85902    -5.14325   0.0111126
        1124    -4.86056    -5.14299   0.0111056
        1125    -4.86231    -5.14274   0.0110985
        1126    -4.86412     -5.1425   0.0110914
        1127    -4.86658    -5.14225   0.0110843
        1128    -4.86878    -5.14201   0.0110771
        1129    -4.87058    -5.14177   0.0110699
        1130    -4.87288    -5.14153   0.0110627
        1131    -4.87522     -5.1413   0.0110554
        1132    -4.87729    -5.14106   0.0110481
        1133    -4.87956    -5.14083   0.0110408
        1134    -4.88171     -5.1406   0.0110334
        1135    -4.88405    -5.14038    0.011026
        1136    -4.88641    -5.14015   0.0110185
        1137    -4.88881    -5.13993   0.0110111
        1138    -4.89124    -5.13971   0.0110036
        1139      -4.894     -5.1395    0.010996
        1140    -4.89693    -5.13929   0.0109884
        1141    -4.89958    -5.13908   0.0109808
        1142     -4.9018    -5.13887   0.0109732
        1143    -4.90495    -5.13866   0.0109655
        1144    -4.90767    -5.13846   0.0109577
        1145    -4.90995    -5.13826     0.01095
        1146    -4.91254    -5.13806   0.0109422
        1147     -4.9153    -5.13787   0.0109344
        1148    -4.91822    -5.13768   0.0109265
        1149    -4.92086    -5.13749   0.0109187
        1150    -4.92335     -5.1373   0.0109107
        1151    -4.92585    -5.13712   0.0109028
        1152    -4.92836    -5.13694   0.0108949
        1153    -4.93103    -5.13676   0.0108869
        1154     -4.9337    -5.13659   0.0108789
        1155    -4.93653    -5.13641   0.0108708
        1156    -4.93937    -5.13624   0.0108627
        1157    -4.94252    -5.13607   0.0108547
        1158    -4.94552    -5.13591   0.0108465
        1159    -4.94822    -5.13575   0.0108384
        1160    -4.95123    -5.13559   0.0108302
        1161    -4.95425    -5.13543    0.010822
        1162    -4.95696    -5.13528   0.0108138
        1163    -4.95983    -5.13513   0.0108055
        1164    -4.96226    -5.13498   0.0107973
        1165    -4.96499    -5.13483    0.010789
        1166    -4.96818    -5.13469   0.0107807
        1167    -4.97046    -5.13455   0.0107724
        1168    -4.97336    -5.13441    0.010764
        1169    -4.97627    -5.13428   0.0107557
        1170    -4.97903    -5.13414   0.0107473
        1171    -4.98225    -5.13401   0.0107389
        1172    -4.98487    -5.13389   0.0107305
        1173     -4.9878    -5.13376   0.0107221
        1174    -4.99058    -5.13364   0.0107136
        1175    -4.99353    -5.13352   0.0107052
        1176    -4.99648     -5.1334   0.0106967
        1177    -4.99975    -5.13329   0.0106882
        1178    -5.00271    -5.13318   0.0106797
        1179    -5.00539    -5.13307   0.0106712
        1180    -5.00837    -5.13297   0.0106627
        1181    -5.01121    -5.13286   0.0106542
        1182    -5.01405    -5.13276   0.0106456
        1183    -5.01705    -5.13266   0.0106371
        1184    -5.01975    -5.13257   0.0106285
        1185    -5.02276    -5.13248   0.0106199
        1186    -5.02608    -5.13239   0.0106114
        1187    -5.02894     -5.1323   0.0106028
        1188    -5.03195    -5.13222   0.0105942
        1189    -5.03496    -5.13213   0.0105856
        1190    -5.03751    -5.13205    0.010577
        1191    -5.04036    -5.13198   0.0105684
        1192    -5.04306     -5.1319   0.0105598
        1193    -5.04589    -5.13183   0.0105512
        1194    -5.04871    -5.13176   0.0105426
        1195    -5.05137    -5.13169    0.010534
        1196    -5.05401    -5.13163   0.0105254
        1197    -5.05693    -5.13157   0.0105168
        1198    -5.05968    -5.13151   0.0105082
        1199    -5.06225    -5.13145   0.0104996
        1200    -5.06495    -5.13139   0.0104909
        1201    -5.06761    -5.13134   0.0104823
        1202    -5.07054    -5.13129   0.0104737
        1203    -5.07299    -5.13124   0.0104652
        1204    -5.07584    -5.13119   0.0104566
        1205    -5.07866    -5.13115    0.010448
        1206    -5.08129    -5.13111   0.0104394
        1207    -5.08371    -5.13107   0.0104308
        1208    -5.08609    -5.13103   0.0104223
        1209    -5.08811      -5.131   0.0104137
        1210    -5.09054    -5.13096   0.0104051
        1211    -5.09245    -5.13093   0.0103966
        1212    -5.09492     -5.1309   0.0103881
        1213    -5.09717    -5.13087   0.0103795
        1214    -5.09936    -5.13085    0.010371
        1215    -5.10088    -5.13082   0.0103625
        1216    -5.10294     -5.1308    0.010354
        1217    -5.10464    -5.13078   0.0103455
        1218    -5.10672    -5.13076   0.0103371
        1219    -5.10828    -5.13074   0.0103286
        1220    -5.10977    -5.13072   0.0103201
        1221    -5.11135    -5.13071   0.0103117
        1222     -5.1127    -5.13069   0.0103033
        1223    -5.11413    -5.13068   0.0102949
        1224     -5.1155    -5.13067   0.0102865
        1225    -5.11664    -5.13066   0.0102781
        1226    -5.11756    -5.13065   0.0102697
        1227    -5.11871    -5.13064   0.0102613
        1228     -5.1198    -5.13063    0.010253
        1229    -5.12082    -5.13062   0.0102446
        1230    -5.12132    -5.13061   0.0102363
        1231    -5.12205     -5.1306    0.010228
        1232    -5.12302     -5.1306   0.0102197
        1233    -5.12348    -5.13059   0.0102114
        1234    -5.12433    -5.13059   0.0102031
        1235    -5.12527    -5.13058   0.0101949
        1236      -5.126    -5.13058   0.0101866
        1237    -5.12637    -5.13058   0.0101784
        1238    -5.12669    -5.13057   0.0101702
        1239    -5.12756    -5.13057    0.010162
        1240    -5.12763    -5.13057   0.0101538
        1241     -5.1281    -5.13057   0.0101456
        1242    -5.12868    -5.13056   0.0101374
        1243    -5.12861    -5.13056   0.0101293
        1244    -5.12895    -5.13056   0.0101211
        1245    -5.12926    -5.13056    0.010113
        1246    -5.12938    -5.13056   0.0101049
        1247    -5.12947    -5.13056   0.0100968
        1248    -5.12952    -5.13056   0.0100887
        1249     -5.1297    -5.13056   0.0100806
        1250    -5.13015    -5.13056   0.0100725
        1251    -5.13058    -5.13056   0.0100645
        1252    -5.13053    -5.13056   0.0100564
        1253    -5.13016    -5.13056   0.0100484
        1254    -5.12978    -5.13056   0.0100404
        1255    -5.12968    -5.13056   0.0100324
        1256    -5.12956    -5.13055   0.0100244
        1257    -5.12928    -5.13055   0.0100164
        1258    -5.12899    -5.13055   0.0100085
        1259    -5.12914    -5.13055   0.0100005
        1260    -5.12868    -5.13055  0.00999259
        1261    -5.12852    -5.13055  0.00998466
        1262    -5.12865    -5.13055  0.00997675
        1263    -5.12878    -5.13055  0.00996885
        1264     -5.1283    -5.13054  0.00996097
        1265    -5.12782    -5.13054  0.00995309
        1266    -5.12794    -5.13054  0.00994523
        1267    -5.12776    -5.13054  0.00993738
        1268    -5.12772    -5.13054  0.00992955
        1269    -5.12783    -5.13053  0.00992172
        1270    -5.12749    -5.13053  0.00991391
        1271    -5.12715    -5.13053  0.00990611
        1272     -5.1271    -5.13053  0.00989832
        1273     -5.1269    -5.13052  0.00989055
        1274    -5.12686    -5.13052  0.00988278
        1275    -5.12665    -5.13052  0.00987503
        1276    -5.12645    -5.13051  0.00986729
        1277    -5.12639    -5.13051  0.00985957
        1278    -5.12603    -5.13051  0.00985185
        1279    -5.12567     -5.1305  0.00984415
        1280     -5.1256     -5.1305  0.00983646
        1281    -5.12553     -5.1305  0.00982878
        1282    -5.12561    -5.13049  0.00982112
        1283    -5.12553    -5.13049  0.00981346
        1284      -5.125    -5.13048  0.00980582
        1285    -5.12491    -5.13048  0.00979819
        1286    -5.12452    -5.13047  0.00979057
        1287    -5.12412    -5.13047  0.00978297
        1288    -5.12387    -5.13046  0.00977537
        1289    -5.12361    -5.13046  0.00976779
        1290     -5.1232    -5.13045  0.00976022
        1291    -5.12293    -5.13045  0.00975266
        1292    -5.12251    -5.13044  0.00974512
        1293    -5.12239    -5.13043  0.00973758
        1294    -5.12226    -5.13043  0.00973006
        1295    -5.12243    -5.13042  0.00972255
        1296     -5.1217    -5.13042  0.00971505
        1297    -5.12157    -5.13041  0.00970756
        1298    -5.12098     -5.1304  0.00970008
        1299     -5.1207    -5.13039  0.00969262
        1300    -5.12028    -5.13039  0.00968517
        1301    -5.12015    -5.13038  0.00967772
        1302    -5.11973    -5.13037  0.00967029
        1303    -5.11977    -5.13036  0.00966288
        1304    -5.11952    -5.13035  0.00965547
        1305    -5.11927    -5.13035  0.00964807
        1306    -5.11903    -5.13034  0.00964069
        1307    -5.11835    -5.13033  0.00963332
        1308    -5.11813    -5.13032  0.00962596
        1309    -5.11793    -5.13031  0.00961861
        1310    -5.11789     -5.1303  0.00961127
        1311    -5.11756    -5.13029  0.00960395
        1312     -5.1174    -5.13028  0.00959663
        1313    -5.11681    -5.13027  0.00958933
        1314    -5.11668    -5.13026  0.00958204
        1315    -5.11657    -5.13025  0.00957475
        1316    -5.11648    -5.13024  0.00956748
        1317    -5.11596    -5.13023  0.00956023
        1318    -5.11576    -5.13022  0.00955298
        1319    -5.11572    -5.13021  0.00954574
        1320    -5.11601    -5.13019  0.00953852
        1321    -5.11571    -5.13018   0.0095313
        1322    -5.11588    -5.13017   0.0095241
        1323    -5.11607    -5.13016  0.00951691
        1324    -5.11597    -5.13015  0.00950972
        1325    -5.11588    -5.13014  0.00950255
        1326    -5.11596    -5.13013  0.00949539
        1327    -5.11651    -5.13012  0.00948824
        1328    -5.11662    -5.13011   0.0094811
        1329    -5.11659     -5.1301  0.00947397
        1330    -5.11671    -5.13009  0.00946686
        1331      -5.117    -5.13008  0.00945975
        1332    -5.11729    -5.13007  0.00945265
        1333    -5.11713    -5.13006  0.00944557
        1334    -5.11728    -5.13005  0.00943849
        1335    -5.11742    -5.13004  0.00943142
        1336    -5.11726    -5.13003  0.00942437
        1337    -5.11756    -5.13002  0.00941733
        1338    -5.11754    -5.13001  0.00941029
        1339    -5.11767       -5.13  0.00940327
        1340    -5.11779    -5.12999  0.00939626
        1341    -5.11791    -5.12999  0.00938925
        1342    -5.11831    -5.12998  0.00938226
        1343    -5.11825    -5.12997  0.00937528
        1344    -5.11832    -5.12996  0.00936831
        1345    -5.11823    -5.12995  0.00936135
        1346    -5.11858    -5.12994  0.00935439
        1347    -5.11846    -5.12993  0.00934745
        1348    -5.11847    -5.12993  0.00934052
        1349    -5.11831    -5.12992   0.0093336
        1350    -5.11829    -5.12991  0.00932669
        1351    -5.11809     -5.1299  0.00931979
        1352    -5.11818    -5.12989  0.00931291
        1353    -5.11779    -5.12988  0.00930603
        1354    -5.11783    -5.12987  0.00929916
        1355    -5.11756    -5.12986   0.0092923
        1356    -5.11711    -5.12985  0.00928545
        1357     -5.1171    -5.12984  0.00927861
        1358    -5.11693    -5.12984  0.00927179
        1359    -5.11673    -5.12983  0.00926497
        1360    -5.11636    -5.12982  0.00925816
        1361    -5.11629    -5.12981  0.00925136
        1362    -5.11604     -5.1298  0.00924458
        1363    -5.11593    -5.12979   0.0092378
        1364    -5.11566    -5.12978  0.00923103
        1365    -5.11507    -5.12976  0.00922428
        1366    -5.11463    -5.12975  0.00921753
        1367    -5.11448    -5.12974  0.00921079
        1368    -5.11401    -5.12973  0.00920407
        1369     -5.1137    -5.12972  0.00919735
        1370    -5.11368    -5.12971  0.00919065
        1371     -5.1132     -5.1297  0.00918395
        1372    -5.11303    -5.12968  0.00917727
        1373     -5.1124    -5.12967  0.00917059
        1374    -5.11223    -5.12966  0.00916392
        1375    -5.11176    -5.12964  0.00915727
        1376    -5.11145    -5.12963  0.00915062
        1377     -5.1116    -5.12962  0.00914399
        1378    -5.11116    -5.12961  0.00913736
        1379    -5.11148    -5.12959  0.00913074
        1380    -5.11091    -5.12958  0.00912414
        1381     -5.1105    -5.12956  0.00911754
        1382    -5.11057    -5.12955  0.00911096
        1383     -5.1105    -5.12954  0.00910438
        1384    -5.11045    -5.12952  0.00909781
        1385    -5.11043    -5.12951  0.00909125
        1386    -5.11043     -5.1295   0.0090847
        1387    -5.11015    -5.12948  0.00907816
        1388    -5.10974    -5.12947  0.00907163
        1389    -5.10966    -5.12945  0.00906511
        1390    -5.10962    -5.12944   0.0090586
        1391     -5.1093    -5.12942   0.0090521
        1392    -5.10931    -5.12941  0.00904561
        1393     -5.1095     -5.1294  0.00903913
        1394    -5.10942    -5.12938  0.00903266
        1395    -5.10953    -5.12937  0.00902619
        1396    -5.10982    -5.12935  0.00901974
        1397       -5.11    -5.12934  0.00901329
        1398    -5.11006    -5.12933  0.00900685
        1399     -5.1103    -5.12931  0.00900043
        1400    -5.11058     -5.1293  0.00899401
        1401    -5.11074    -5.12929   0.0089876
        1402    -5.11094    -5.12927   0.0089812
        1403    -5.11132    -5.12926   0.0089748
        1404    -5.11158    -5.12925  0.00896842
        1405    -5.11173    -5.12923  0.00896205
        1406    -5.11221    -5.12922  0.00895568
        1407    -5.11272    -5.12921  0.00894932
        1408    -5.11342     -5.1292  0.00894297
        1409    -5.11414    -5.12919  0.00893663
        1410    -5.11474    -5.12918   0.0089303
        1411    -5.11536    -5.12917  0.00892398
        1412    -5.11631    -5.12916  0.00891766
        1413    -5.11668    -5.12915  0.00891136
        1414    -5.11753    -5.12914  0.00890506
        1415    -5.11795    -5.12913  0.00889877
        1416    -5.11868    -5.12913  0.00889249
        1417    -5.11974    -5.12912  0.00888621
        1418    -5.12065    -5.12911  0.00887995
        1419    -5.12158    -5.12911  0.00887369
        1420    -5.12221     -5.1291  0.00886744
        1421    -5.12315     -5.1291  0.00886121
        1422    -5.12394     -5.1291  0.00885497
        1423    -5.12429    -5.12909  0.00884875
        1424    -5.12523    -5.12909  0.00884254
        1425    -5.12602    -5.12909  0.00883633
        1426    -5.12681    -5.12909  0.00883014
        1427    -5.12728    -5.12909  0.00882395
        1428    -5.12805    -5.12908  0.00881777
        1429    -5.12925    -5.12909   0.0088116
        1430    -5.12969    -5.12909  0.00880544
        1431     -5.1304    -5.12909  0.00879928
        1432     -5.1314    -5.12909  0.00879314
        1433    -5.13222    -5.12909    0.008787
        1434    -5.13301    -5.12909  0.00878088
        1435    -5.13332     -5.1291  0.00877476
        1436    -5.13391     -5.1291  0.00876865
        1437    -5.13446     -5.1291  0.00876255
        1438    -5.13497    -5.12911  0.00875645
        1439    -5.13544    -5.12911  0.00875037
        1440    -5.13573    -5.12912  0.00874429
        1441    -5.13612    -5.12912  0.00873823
        1442    -5.13677    -5.12913  0.00873217
        1443    -5.13723    -5.12913  0.00872612
        1444    -5.13764    -5.12914  0.00872008
        1445    -5.13815    -5.12914  0.00871405
        1446    -5.13846    -5.12915  0.00870802
        1447    -5.13842    -5.12916  0.00870201
        1448    -5.13848    -5.12916    0.008696
        1449    -5.13863    -5.12917     0.00869
        1450    -5.13844    -5.12918  0.00868401
        1451    -5.13834    -5.12918  0.00867803
        1452    -5.13819    -5.12919  0.00867205
        1453    -5.13783    -5.12919  0.00866609
        1454    -5.13772     -5.1292  0.00866013
        1455    -5.13741    -5.12921  0.00865418
        1456    -5.13659    -5.12921  0.00864824
        1457    -5.13632    -5.12922   0.0086423
        1458     -5.1357    -5.12922  0.00863638
        1459    -5.13517    -5.12922  0.00863046
        1460     -5.1346    -5.12923  0.00862455
        1461    -5.13442    -5.12923  0.00861864
        1462     -5.1339    -5.12923  0.00861275
        1463    -5.13318    -5.12924  0.00860686
        1464     -5.1324    -5.12924  0.00860098
        1465    -5.13159    -5.12924  0.00859511
        1466    -5.13057    -5.12924  0.00858925
        1467    -5.12982    -5.12924   0.0085834
        1468    -5.12902    -5.12924  0.00857755
        1469    -5.12788    -5.12924  0.00857171
        1470    -5.12686    -5.12924  0.00856588
        1471    -5.12625    -5.12924  0.00856006
        1472    -5.12546    -5.12924  0.00855424
        1473    -5.12419    -5.12923  0.00854843
        1474    -5.12288    -5.12923  0.00854264
        1475     -5.1217    -5.12922  0.00853685
        1476     -5.1208    -5.12922  0.00853106
        1477    -5.11957    -5.12921  0.00852529
        1478    -5.11833     -5.1292  0.00851953
        1479    -5.11676    -5.12919  0.00851377
        1480    -5.11518    -5.12919  0.00850802
        1481    -5.11389    -5.12917  0.00850228
        1482    -5.11259    -5.12916  0.00849655
        1483    -5.11129    -5.12915  0.00849083
        1484    -5.10998    -5.12914  0.00848512
        1485    -5.10898    -5.12913  0.00847942
        1486    -5.10798    -5.12911  0.00847372
        1487    -5.10668     -5.1291  0.00846804
        1488    -5.10524    -5.12908  0.00846236
        1489    -5.10427    -5.12906   0.0084567
        1490    -5.10285    -5.12905  0.00845104
        1491    -5.10131    -5.12903  0.00844539
        1492    -5.10024    -5.12901  0.00843975
        1493    -5.09904    -5.12899  0.00843412
        1494    -5.09772    -5.12897   0.0084285
        1495    -5.09643    -5.12894  0.00842289
        1496    -5.09532    -5.12892  0.00841729
        1497     -5.0941     -5.1289   0.0084117
        1498    -5.09322    -5.12888  0.00840612
        1499    -5.09223    -5.12885  0.00840055
        1500    -5.09158    -5.12883  0.00839499
        1501    -5.09068     -5.1288  0.00838943
        1502    -5.08998    -5.12877  0.00838389
        1503    -5.08918    -5.12875  0.00837835
        1504    -5.08858    -5.12872  0.00837282
        1505    -5.08773    -5.12869   0.0083673
        1506    -5.08709    -5.12867  0.00836179
        1507    -5.08651    -5.12864  0.00835629
        1508    -5.08614    -5.12861   0.0083508
        1509    -5.08583    -5.12858  0.00834531
        1510    -5.08559    -5.12855  0.00833983
        1511     -5.0854    -5.12853  0.00833436
        1512    -5.08527     -5.1285   0.0083289
        1513    -5.08521    -5.12847  0.00832344
        1514    -5.08506    -5.12844  0.00831799
        1515    -5.08497    -5.12841  0.00831255
        1516    -5.08448    -5.12838  0.00830712
        1517    -5.08482    -5.12835  0.00830169
        1518    -5.08506    -5.12832  0.00829628
        1519    -5.08551     -5.1283  0.00829086
        1520    -5.08586    -5.12827  0.00828545
        1521    -5.08597    -5.12824  0.00828005
        1522    -5.08628    -5.12821  0.00827466
        1523    -5.08679    -5.12819  0.00826927
        1524    -5.08705    -5.12816  0.00826389
        1525    -5.08705    -5.12813  0.00825851
        1526     -5.0877    -5.12811  0.00825314
        1527    -5.08838    -5.12808  0.00824778
        1528    -5.08895    -5.12805  0.00824242
        1529    -5.08925    -5.12803  0.00823707
        1530    -5.09018      -5.128  0.00823172
        1531    -5.09083    -5.12798  0.00822638
        1532    -5.09181    -5.12796  0.00822105
        1533    -5.09235    -5.12793  0.00821572
        1534    -5.09322    -5.12791  0.00821039
        1535    -5.09379    -5.12789  0.00820507
        1536    -5.09452    -5.12787  0.00819976
        1537     -5.0951    -5.12784  0.00819445
        1538    -5.09553    -5.12782  0.00818915
        1539    -5.09612     -5.1278  0.00818386
        1540    -5.09715    -5.12778  0.00817857
        1541    -5.09817    -5.12776  0.00817328
        1542    -5.09843    -5.12774    0.008168
        1543    -5.09897    -5.12773  0.00816273
        1544     -5.0995    -5.12771  0.00815747
        1545    -5.10016    -5.12769  0.00815221
        1546    -5.10065    -5.12767  0.00814695
        1547    -5.10111    -5.12766   0.0081417
        1548    -5.10185    -5.12764  0.00813646
        1549    -5.10257    -5.12762  0.00813122
        1550     -5.1031    -5.12761  0.00812599
        1551    -5.10391    -5.12759  0.00812077
        1552    -5.10439    -5.12758  0.00811555
        1553    -5.10483    -5.12756  0.00811034
        1554     -5.1054    -5.12755  0.00810513
        1555    -5.10547    -5.12753  0.00809993
        1556    -5.10567    -5.12752  0.00809474
        1557    -5.10583    -5.12751  0.00808955
        1558    -5.10626    -5.12749  0.00808437
        1559    -5.10635    -5.12748   0.0080792
        1560    -5.10671    -5.12746  0.00807403
        1561    -5.10674    -5.12745  0.00806887
        1562    -5.10688    -5.12744  0.00806371
        1563    -5.10684    -5.12743  0.00805856
        1564    -5.10692    -5.12741  0.00805342
        1565    -5.10697     -5.1274  0.00804829
        1566    -5.10729    -5.12739  0.00804316
        1567    -5.10728    -5.12737  0.00803803
        1568     -5.1071    -5.12736  0.00803292
        1569    -5.10718    -5.12735  0.00802781
        1570    -5.10679    -5.12733  0.00802271
        1571    -5.10653    -5.12732  0.00801761
        1572    -5.10624    -5.12731  0.00801252
        1573    -5.10638    -5.12729  0.00800744
        1574    -5.10605    -5.12728  0.00800236
        1575     -5.1057    -5.12727  0.00799729
        1576    -5.10533    -5.12725  0.00799223
