#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1409     1.84334     1.60279   0.0439334
        1410     1.84223     1.60296   0.0439026
        1411     1.84101     1.60313   0.0438718
        1412     1.83922     1.60329    0.043841
        1413     1.83829     1.60346   0.0438103
        1414     1.83656     1.60363   0.0437796
        1415     1.83547     1.60379    0.043749
        1416     1.83382     1.60395   0.0437184
        1417     1.83162     1.60411   0.0436878
        1418      1.8296     1.60427   0.0436573
        1419     1.82753     1.60443   0.0436268
        1420      1.8259     1.60458   0.0435964
        1421     1.82374     1.60474    0.043566
        1422      1.8218     1.60489   0.0435356
        1423     1.82055     1.60504   0.0435053
        1424     1.81832     1.60519    0.043475
        1425     1.81633     1.60534   0.0434447
        1426     1.81434     1.60549   0.0434145
        1427     1.81284     1.60563   0.0433843
        1428     1.81087     1.60578   0.0433542
        1429     1.80821     1.60592   0.0433241
        1430     1.80678     1.60606    0.043294
        1431     1.80492      1.6062    0.043264
        1432     1.80262     1.60633    0.043234
        1433     1.80062     1.60647    0.043204
        1434     1.79869      1.6066   0.0431741
        1435     1.79755     1.60674   0.0431442
        1436     1.79601     1.60687   0.0431144
        1437     1.79455       1.607   0.0430846
        1438     1.79319     1.60713   0.0430548
        1439     1.79193     1.60726   0.0430251
        1440     1.79101     1.60739   0.0429954
        1441     1.78997     1.60751   0.0429658
        1442     1.78856     1.60764   0.0429361
        1443     1.78751     1.60776   0.0429066
        1444     1.78659     1.60789    0.042877
        1445     1.78556     1.60801   0.0428475
        1446      1.7849     1.60813   0.0428181
        1447     1.78487     1.60825   0.0427887
        1448     1.78473     1.60838   0.0427593
        1449     1.78449      1.6085     0.04273
        1450     1.78489     1.60862   0.0427007
        1451     1.78518     1.60874   0.0426714
        1452     1.78563     1.60886   0.0426422
        1453     1.78646     1.60898    0.042613
        1454     1.78696     1.60911   0.0425839
        1455     1.78785     1.60923   0.0425548
        1456     1.78961     1.60935   0.0425257
        1457     1.79055     1.60948   0.0424967
        1458     1.79212      1.6096   0.0424678
        1459     1.79359     1.60973   0.0424389
        1460      1.7952     1.60986     0.04241
        1461     1.79623     1.60998   0.0423811
        1462     1.79787     1.61011   0.0423523
        1463     1.79989     1.61024   0.0423236
        1464     1.80203     1.61037   0.0422949
        1465      1.8043     1.61051   0.0422662
        1466     1.80693     1.61064   0.0422376
        1467     1.80919     1.61077    0.042209
        1468     1.81156     1.61091   0.0421805
        1469     1.81451     1.61105    0.042152
        1470     1.81732     1.61119   0.0421236
        1471      1.8195     1.61133   0.0420952
        1472     1.82201     1.61148   0.0420668
        1473     1.82531     1.61162   0.0420385
        1474     1.82869     1.61177   0.0420103
        1475     1.83189     1.61192    0.041982
        1476     1.83466     1.61207   0.0419539
        1477     1.83796     1.61222   0.0419257
        1478     1.84131     1.61238   0.0418977
        1479     1.84517     1.61253   0.0418696
        1480     1.84905     1.61269   0.0418416
        1481     1.85246     1.61286   0.0418137
        1482     1.85589     1.61302   0.0417858
        1483     1.85931     1.61319    0.041758
        1484     1.86272     1.61335   0.0417302
        1485     1.86563     1.61352   0.0417024
        1486     1.86851     1.61369   0.0416747
        1487     1.87183     1.61387    0.041647
        1488     1.87535     1.61404   0.0416194
        1489     1.87808     1.61422   0.0415918
        1490     1.88148      1.6144   0.0415643
        1491     1.88503     1.61458   0.0415368
        1492     1.88778     1.61477   0.0415094
        1493     1.89068     1.61495    0.041482
        1494     1.89372     1.61514   0.0414547
        1495     1.89664     1.61533   0.0414274
        1496     1.89921     1.61551   0.0414001
        1497     1.90188     1.61571   0.0413729
        1498     1.90394      1.6159   0.0413457
        1499     1.90609     1.61609   0.0413186
        1500     1.90761     1.61629   0.0412915
        1501     1.90945     1.61648   0.0412645
        1502     1.91089     1.61668   0.0412374
        1503     1.91239     1.61687   0.0412105
        1504     1.91348     1.61707   0.0411835
        1505     1.91486     1.61727   0.0411567
        1506     1.91581     1.61747   0.0411298
        1507     1.91657     1.61767    0.041103
        1508     1.91689     1.61786   0.0410762
        1509     1.91701     1.61806   0.0410495
        1510     1.91693     1.61826   0.0410228
        1511     1.91665     1.61846   0.0409961
        1512     1.91617     1.61866   0.0409695
        1513     1.91548     1.61885   0.0409428
        1514     1.91483     1.61905   0.0409163
        1515     1.91398     1.61924   0.0408897
        1516     1.91366     1.61944   0.0408632
        1517     1.91193     1.61963   0.0408367
        1518     1.91025     1.61982   0.0408103
        1519     1.90814     1.62001   0.0407839
        1520      1.9061      1.6202   0.0407575
        1521     1.90436     1.62038   0.0407311
        1522     1.90221     1.62057   0.0407047
        1523     1.89966     1.62075   0.0406784
        1524     1.89743     1.62093   0.0406521
        1525     1.89554     1.62111   0.0406259
        1526     1.89256     1.62129   0.0405997
        1527     1.88945     1.62147   0.0405734
        1528     1.88646     1.62164   0.0405473
        1529     1.88385     1.62181   0.0405211
        1530     1.88018     1.62198    0.040495
        1531      1.8769     1.62215   0.0404689
        1532     1.87308     1.62231   0.0404428
        1533     1.86991     1.62247   0.0404167
        1534      1.8662     1.62263   0.0403907
        1535     1.86294     1.62279   0.0403647
        1536      1.8594     1.62294   0.0403387
        1537     1.85609      1.6231   0.0403127
        1538       1.853     1.62324   0.0402868
        1539     1.84968     1.62339   0.0402609
        1540     1.84565     1.62354    0.040235
        1541     1.84163     1.62368   0.0402091
        1542     1.83885     1.62382   0.0401833
        1543     1.83563     1.62395   0.0401575
        1544     1.83245     1.62409   0.0401317
        1545     1.82908     1.62422    0.040106
        1546     1.82601     1.62435   0.0400802
        1547     1.82302     1.62448   0.0400545
        1548     1.81961     1.62461   0.0400289
        1549     1.81628     1.62473   0.0400032
        1550     1.81327     1.62485   0.0399776
        1551     1.80988     1.62497    0.039952
        1552     1.80705     1.62509   0.0399264
        1553     1.80432      1.6252   0.0399009
        1554     1.80144     1.62532   0.0398754
        1555     1.79939     1.62543   0.0398499
        1556      1.7972     1.62554   0.0398244
        1557     1.79511     1.62565    0.039799
        1558     1.79264     1.62576   0.0397736
        1559     1.79075     1.62586   0.0397482
        1560     1.78848     1.62597   0.0397229
        1561      1.7868     1.62607   0.0396976
        1562     1.78498     1.62617   0.0396723
        1563     1.78349     1.62627    0.039647
        1564     1.78187     1.62637   0.0396218
        1565     1.78033     1.62647   0.0395966
        1566     1.77841     1.62657   0.0395714
        1567     1.77706     1.62666   0.0395463
        1568     1.77604     1.62676   0.0395212
        1569     1.77463     1.62685   0.0394961
        1570     1.77401     1.62695   0.0394711
        1571     1.77323     1.62704   0.0394461
        1572     1.77252     1.62713   0.0394211
        1573     1.77116     1.62722   0.0393961
        1574     1.77059     1.62731   0.0393712
        1575     1.77008     1.62741   0.0393463
        1576     1.76963      1.6275   0.0393214
        1577     1.76875     1.62758   0.0392966
        1578     1.76816     1.62767   0.0392718
        1579     1.76761     1.62776    0.039247
        1580      1.7671     1.62785   0.0392223
        1581     1.76663     1.62794   0.0391976
        1582     1.76642     1.62803   0.0391729
        1583     1.76625     1.62811   0.0391482
        1584     1.76537      1.6282   0.0391236
        1585     1.76547     1.62829    0.039099
        1586     1.76485     1.62837   0.0390745
        1587     1.76449     1.62846     0.03905
        1588     1.76389     1.62854   0.0390255
        1589     1.76352     1.62863    0.039001
        1590     1.76266     1.62871   0.0389766
        1591     1.76227      1.6288   0.0389521
        1592     1.76234     1.62888   0.0389278
        1593     1.76191     1.62896   0.0389034
        1594     1.76145     1.62905   0.0388791
        1595     1.76096     1.62913   0.0388548
        1596     1.76019     1.62921   0.0388306
        1597     1.75986     1.62929   0.0388063
        1598     1.76021     1.62938   0.0387821
        1599     1.75931     1.62946    0.038758
        1600     1.75835     1.62954   0.0387338
        1601     1.75758     1.62962   0.0387097
        1602      1.7565      1.6297   0.0386856
        1603      1.7556     1.62978   0.0386616
        1604      1.7539     1.62985   0.0386376
        1605     1.75262     1.62993   0.0386136
        1606     1.75199     1.63001   0.0385896
        1607     1.75031     1.63008   0.0385656
        1608      1.7488     1.63015   0.0385417
        1609     1.74744     1.63023   0.0385178
        1610     1.74648      1.6303    0.038494
        1611     1.74544     1.63037   0.0384702
        1612     1.74383     1.63044   0.0384464
        1613     1.74262     1.63051   0.0384226
        1614     1.74083     1.63058   0.0383988
        1615     1.73824     1.63065   0.0383751
        1616     1.73652     1.63071   0.0383514
        1617     1.73472     1.63078   0.0383278
        1618     1.73259     1.63084   0.0383041
        1619     1.73062      1.6309   0.0382805
        1620     1.72833     1.63096   0.0382569
        1621     1.72596     1.63102   0.0382334
        1622     1.72327     1.63108   0.0382099
        1623     1.72123     1.63113   0.0381864
        1624      1.7184     1.63119   0.0381629
        1625     1.71574     1.63124   0.0381394
        1626     1.71301     1.63129    0.038116
        1627     1.71047     1.63134   0.0380926
        1628     1.70763     1.63138   0.0380692
        1629      1.7045     1.63143   0.0380459
        1630     1.70084     1.63147   0.0380226
        1631     1.69811     1.63151   0.0379993
        1632     1.69533     1.63155    0.037976
        1633     1.69228     1.63159   0.0379528
        1634     1.68945     1.63162   0.0379296
        1635     1.68635     1.63166   0.0379064
        1636     1.68324     1.63169   0.0378832
        1637     1.68035     1.63172   0.0378601
        1638     1.67722     1.63175    0.037837
        1639     1.67432     1.63177   0.0378139
        1640     1.67143      1.6318   0.0377909
        1641     1.66854     1.63182   0.0377679
        1642     1.66493     1.63184   0.0377449
        1643     1.66183     1.63186   0.0377219
        1644     1.65874     1.63187   0.0376989
        1645     1.65591     1.63189    0.037676
        1646     1.65287      1.6319   0.0376531
        1647      1.6501     1.63191   0.0376303
        1648     1.64664     1.63192   0.0376075
        1649     1.64369     1.63193   0.0375846
        1650      1.6403     1.63193   0.0375619
        1651     1.63791     1.63194   0.0375391
        1652     1.63507     1.63194   0.0375164
        1653     1.63228     1.63194   0.0374937
        1654     1.63001     1.63194    0.037471
        1655     1.62731     1.63193   0.0374484
        1656     1.62465     1.63193   0.0374258
        1657     1.62203     1.63192   0.0374032
        1658     1.61946     1.63192   0.0373806
        1659     1.61693     1.63191   0.0373581
        1660     1.61445      1.6319   0.0373356
        1661     1.61249     1.63188   0.0373131
        1662     1.61009     1.63187   0.0372907
        1663     1.60774     1.63186   0.0372683
        1664     1.60518     1.63184   0.0372459
        1665      1.6029     1.63182   0.0372235
        1666      1.6009     1.63181   0.0372012
        1667     1.59845     1.63179   0.0371788
        1668     1.59628     1.63176   0.0371566
        1669     1.59413     1.63174   0.0371343
        1670     1.59202     1.63172   0.0371121
        1671     1.59041     1.63169   0.0370899
        1672     1.58762     1.63167   0.0370677
        1673     1.58557     1.63164   0.0370456
        1674     1.58331     1.63161   0.0370234
        1675     1.58081     1.63158   0.0370013
        1676     1.57786     1.63155   0.0369793
        1677     1.57563     1.63151   0.0369572
        1678      1.5739     1.63148   0.0369352
        1679     1.57193     1.63144   0.0369133
        1680     1.57021     1.63141   0.0368913
        1681     1.56826     1.63137   0.0368694
        1682     1.56606     1.63133   0.0368475
        1683     1.56411     1.63129   0.0368256
        1684     1.56168     1.63125   0.0368038
        1685     1.55997     1.63121   0.0367819
        1686     1.55825     1.63117   0.0367602
        1687     1.55677     1.63112   0.0367384
        1688     1.55456     1.63108   0.0367167
        1689     1.55259     1.63103   0.0366949
        1690     1.55085     1.63098   0.0366733
        1691     1.54885     1.63093   0.0366516
        1692     1.54685     1.63088     0.03663
        1693     1.54509     1.63083   0.0366084
        1694     1.54283     1.63078   0.0365868
        1695     1.54128     1.63073   0.0365653
        1696     1.53924     1.63067   0.0365437
        1697     1.53744     1.63062   0.0365222
        1698     1.53562     1.63056   0.0365008
        1699     1.53332     1.63051   0.0364793
        1700     1.53125     1.63045   0.0364579
        1701     1.52893     1.63039   0.0364365
        1702     1.52685     1.63033   0.0364152
        1703       1.525     1.63027   0.0363939
        1704     1.52339      1.6302   0.0363725
        1705      1.5213     1.63014   0.0363513
        1706     1.51921     1.63007     0.03633
        1707     1.51735     1.63001   0.0363088
        1708     1.51502     1.62994   0.0362876
        1709     1.51269     1.62987   0.0362664
        1710     1.51084      1.6298   0.0362453
        1711     1.50804     1.62973   0.0362242
        1712     1.50549     1.62966   0.0362031
        1713     1.50391     1.62958    0.036182
        1714     1.50162     1.62951    0.036161
        1715     1.49911     1.62943     0.03614
        1716     1.49733     1.62936    0.036119
        1717     1.49606     1.62928   0.0360981
        1718      1.4936      1.6292   0.0360771
        1719     1.49212     1.62912   0.0360562
        1720     1.48971     1.62904   0.0360354
        1721     1.48781     1.62896   0.0360145
        1722     1.48546     1.62887   0.0359937
        1723     1.48362     1.62879   0.0359729
        1724     1.48181      1.6287   0.0359521
        1725     1.48005     1.62862   0.0359314
        1726     1.47856     1.62853   0.0359107
        1727     1.47688     1.62844     0.03589
        1728     1.47572     1.62836   0.0358693
        1729     1.47389     1.62827   0.0358487
        1730     1.47236     1.62818   0.0358281
        1731     1.47135     1.62809   0.0358075
        1732     1.46993     1.62799    0.035787
        1733     1.46928      1.6279   0.0357664
        1734     1.46822     1.62781   0.0357459
        1735     1.46722     1.62772   0.0357254
        1736     1.46581     1.62762    0.035705
        1737     1.46496     1.62753   0.0356846
        1738     1.46394     1.62744   0.0356641
        1739     1.46228     1.62734   0.0356438
        1740     1.46142     1.62725   0.0356234
        1741      1.4604     1.62715   0.0356031
        1742     1.45972     1.62705   0.0355828
        1743     1.45937     1.62696   0.0355625
        1744     1.45911     1.62686   0.0355422
        1745     1.45848     1.62677    0.035522
        1746     1.45866     1.62667   0.0355018
        1747     1.45847     1.62657   0.0354816
        1748     1.45839     1.62648   0.0354614
        1749     1.45867     1.62638   0.0354413
        1750     1.45881     1.62629   0.0354211
        1751     1.45908     1.62619    0.035401
        1752     1.45947     1.62609    0.035381
        1753     1.45999       1.626   0.0353609
        1754     1.46063     1.62591   0.0353409
        1755     1.46164     1.62581   0.0353209
        1756     1.46255     1.62572   0.0353009
        1757     1.46287     1.62563   0.0352809
        1758     1.46429     1.62553   0.0352609
        1759     1.46538     1.62544    0.035241
        1760     1.46708     1.62535   0.0352211
        1761     1.46894     1.62526   0.0352012
        1762     1.47094     1.62518   0.0351814
        1763     1.47285     1.62509   0.0351615
        1764     1.47491     1.62501   0.0351417
        1765     1.47736     1.62492   0.0351219
        1766     1.47949     1.62484   0.0351021
        1767     1.48178     1.62476   0.0350823
        1768      1.4847     1.62468   0.0350625
        1769     1.48803      1.6246   0.0350428
        1770     1.49127     1.62453   0.0350231
        1771     1.49492     1.62445   0.0350034
        1772     1.49849     1.62438   0.0349837
        1773     1.50149     1.62431    0.034964
        1774     1.50587     1.62425   0.0349444
        1775     1.50968     1.62418   0.0349248
        1776     1.51318     1.62412   0.0349052
        1777     1.51757     1.62406   0.0348856
        1778     1.52163       1.624    0.034866
        1779      1.5261     1.62395   0.0348464
        1780     1.53097     1.62389   0.0348269
        1781     1.53577     1.62384   0.0348074
        1782     1.54146      1.6238   0.0347879
        1783     1.54682     1.62376   0.0347684
        1784     1.55235     1.62372   0.0347489
        1785     1.55756     1.62368   0.0347295
        1786     1.56341     1.62364   0.0347101
        1787     1.56918     1.62361   0.0346907
        1788     1.57463     1.62359   0.0346713
        1789     1.58049     1.62356   0.0346519
        1790     1.58602     1.62354   0.0346325
        1791     1.59195     1.62352   0.0346132
        1792     1.59804     1.62351   0.0345939
        1793     1.60501      1.6235   0.0345746
        1794     1.61214     1.62349   0.0345553
        1795     1.61944     1.62349   0.0345361
        1796     1.62689     1.62349   0.0345168
        1797     1.63426      1.6235   0.0344976
        1798     1.64179     1.62351   0.0344785
        1799     1.64876     1.62352   0.0344593
        1800     1.65661     1.62354   0.0344402
        1801     1.66414     1.62356    0.034421
        1802     1.67183     1.62359   0.0344019
        1803     1.68041     1.62362   0.0343829
        1804     1.68915     1.62366   0.0343638
        1805     1.69781      1.6237   0.0343448
        1806      1.7064     1.62375   0.0343258
        1807     1.71515      1.6238   0.0343069
        1808     1.72431     1.62385    0.034288
        1809     1.73412     1.62391   0.0342691
        1810     1.74362     1.62398   0.0342502
        1811     1.75354     1.62405   0.0342313
        1812      1.7629     1.62413   0.0342125
        1813     1.77269     1.62421   0.0341938
        1814     1.78289      1.6243    0.034175
        1815     1.79375     1.62439   0.0341563
        1816     1.80431     1.62449   0.0341377
        1817     1.81506     1.62459    0.034119
        1818     1.82696     1.62471   0.0341004
        1819      1.8376     1.62482   0.0340819
        1820     1.84867     1.62495   0.0340634
        1821     1.86018     1.62507   0.0340449
        1822     1.87213     1.62521   0.0340265
        1823     1.88331     1.62535   0.0340082
        1824      1.8959      1.6255   0.0339898
        1825     1.90797     1.62565   0.0339716
        1826     1.92073     1.62582   0.0339533
        1827     1.93345     1.62598   0.0339352
        1828     1.94663     1.62616   0.0339171
        1829     1.95955     1.62634    0.033899
        1830     1.97292     1.62653    0.033881
        1831      1.9865     1.62673   0.0338631
        1832     2.00031     1.62693   0.0338452
        1833      2.0141     1.62714   0.0338274
        1834     2.02835     1.62736   0.0338097
        1835     2.04282     1.62759    0.033792
        1836     2.05751     1.62782   0.0337744
        1837     2.07195     1.62806   0.0337569
        1838     2.08709     1.62831   0.0337394
        1839      2.1027     1.62857   0.0337221
        1840      2.1178     1.62884   0.0337048
        1841     2.13409     1.62911   0.0336876
        1842     2.15011      1.6294   0.0336705
        1843     2.16611     1.62969   0.0336535
        1844     2.18232     1.62999   0.0336366
        1845     2.19922     1.63029   0.0336198
        1846     2.21559     1.63061   0.0336031
        1847     2.23289     1.63094   0.0335864
        1848     2.25037     1.63127   0.0335699
        1849     2.26803     1.63162   0.0335535
        1850      2.2861     1.63197   0.0335373
        1851      2.3041     1.63233   0.0335211
        1852     2.32225     1.63271   0.0335051
        1853     2.34029     1.63309   0.0334892
        1854     2.35871     1.63348   0.0334734
        1855     2.37724     1.63388   0.0334578
        1856     2.39562     1.63429   0.0334423
        1857     2.41457     1.63471   0.0334269
        1858     2.43286     1.63514   0.0334117
        1859     2.45192     1.63558   0.0333966
        1860       2.471     1.63603   0.0333816
        1861     2.48985     1.63649   0.0333669
        1862     2.50867     1.63696   0.0333522
        1863     2.52745     1.63743   0.0333377
        1864     2.54593     1.63792   0.0333234
        1865     2.56455     1.63842   0.0333093
        1866     2.58306     1.63893   0.0332953
        1867     2.60117     1.63944   0.0332814
        1868     2.61912     1.63997   0.0332677
        1869      2.6371      1.6405   0.0332542
        1870     2.65485     1.64104   0.0332408
        1871      2.6721     1.64159   0.0332276
        1872     2.68905     1.64215   0.0332146
        1873     2.70544     1.64272   0.0332017
        1874     2.72124      1.6433    0.033189
        1875     2.73715     1.64388   0.0331764
        1876     2.75288     1.64447    0.033164
        1877     2.76817     1.64507   0.0331517
        1878     2.78299     1.64567   0.0331396
        1879      2.7966     1.64629   0.0331276
        1880     2.81041     1.64691   0.0331158
        1881     2.82295     1.64753   0.0331041
        1882     2.83541     1.64816   0.0330925
        1883     2.84727      1.6488   0.0330811
        1884     2.85804     1.64944   0.0330698
        1885     2.86867     1.65009   0.0330585
        1886      2.8784     1.65074   0.0330474
        1887     2.88796     1.65139   0.0330364
        1888     2.89636     1.65205   0.0330255
        1889     2.90431     1.65272   0.0330147
        1890     2.91205     1.65338   0.0330039
        1891     2.91909     1.65405   0.0329932
        1892     2.92517     1.65472   0.0329827
        1893      2.9303      1.6554   0.0329721
        1894     2.93448     1.65607   0.0329616
        1895     2.93793     1.65675   0.0329512
        1896     2.93995     1.65743   0.0329407
        1897     2.94222      1.6581   0.0329303
        1898     2.94402     1.65878   0.0329199
        1899     2.94487     1.65946   0.0329096
        1900     2.94502     1.66014   0.0328992
        1901     2.94448     1.66081   0.0328888
        1902     2.94349     1.66149   0.0328785
        1903     2.94159     1.66216   0.0328681
        1904     2.93877     1.66283   0.0328576
        1905     2.93555      1.6635   0.0328472
        1906     2.93143     1.66416   0.0328367
        1907     2.92693     1.66482   0.0328261
        1908     2.92156     1.66548   0.0328155
        1909     2.91582     1.66614   0.0328049
        1910     2.90973     1.66679   0.0327942
        1911     2.90305     1.66744   0.0327834
        1912     2.89629     1.66808   0.0327726
        1913     2.88801     1.66872   0.0327616
        1914      2.8792     1.66935   0.0327506
        1915     2.87035     1.66998   0.0327395
        1916       2.861      1.6706   0.0327283
        1917     2.85068     1.67121    0.032717
        1918     2.84013     1.67182   0.0327057
        1919     2.82962     1.67243   0.0326942
        1920     2.81819     1.67302   0.0326826
        1921      2.8066     1.67361   0.0326709
        1922     2.79413      1.6742   0.0326591
        1923     2.78129     1.67477   0.0326472
        1924     2.76811     1.67534   0.0326352
        1925     2.75532      1.6759   0.0326231
        1926     2.74198     1.67645   0.0326108
        1927     2.72835       1.677   0.0325985
        1928     2.71446     1.67754    0.032586
        1929     2.70009     1.67807   0.0325734
        1930     2.68574     1.67859   0.0325607
        1931     2.67047      1.6791   0.0325479
        1932     2.65549     1.67961    0.032535
        1933     2.64036     1.68011   0.0325219
        1934     2.62533      1.6806   0.0325088
        1935     2.60994     1.68108   0.0324955
        1936     2.59468     1.68155   0.0324822
        1937     2.57935     1.68201   0.0324687
        1938      2.5637     1.68247   0.0324552
        1939     2.54849     1.68291   0.0324415
        1940     2.53252     1.68335   0.0324277
        1941     2.51701     1.68378   0.0324139
        1942     2.50125      1.6842   0.0323999
        1943      2.4855     1.68461   0.0323859
        1944     2.46952     1.68502   0.0323717
        1945     2.45406     1.68541   0.0323575
        1946     2.43888      1.6858   0.0323432
        1947     2.42303     1.68618   0.0323288
        1948     2.40771     1.68655   0.0323143
        1949     2.39198     1.68691   0.0322998
        1950     2.37633     1.68726   0.0322851
        1951     2.36076     1.68761   0.0322704
        1952     2.34528     1.68795   0.0322556
        1953     2.32965     1.68827   0.0322408
        1954     2.31437      1.6886   0.0322259
        1955     2.29943     1.68891   0.0322109
        1956     2.28461     1.68921   0.0321959
        1957     2.26966     1.68951   0.0321808
        1958     2.25507      1.6898   0.0321657
        1959      2.2411     1.69008   0.0321505
        1960     2.22653     1.69035   0.0321352
        1961     2.21234     1.69062     0.03212
        1962     2.19804     1.69088   0.0321046
        1963     2.18414     1.69113   0.0320893
        1964     2.17038     1.69137   0.0320739
        1965      2.1563     1.69161   0.0320584
        1966     2.14262     1.69184   0.0320429
        1967     2.12959     1.69206   0.0320274
        1968     2.11625     1.69228   0.0320118
        1969     2.10284     1.69249   0.0319963
        1970     2.08986     1.69269   0.0319807
        1971     2.07755     1.69288    0.031965
        1972     2.06519     1.69307   0.0319494
        1973     2.05279     1.69325   0.0319337
        1974     2.04108     1.69343    0.031918
        1975     2.02958      1.6936   0.0319023
        1976     2.01806     1.69376   0.0318866
        1977     2.00701     1.69392   0.0318709
        1978     1.99643     1.69408   0.0318551
        1979     1.98537     1.69422   0.0318394
        1980     1.97455     1.69436   0.0318236
        1981     1.96374      1.6945   0.0318078
        1982     1.95391     1.69463    0.031792
        1983     1.94459     1.69476   0.0317763
        1984     1.93482     1.69488   0.0317605
        1985     1.92532     1.69499   0.0317447
        1986     1.91659     1.69511   0.0317289
        1987     1.90814     1.69521   0.0317131
        1988     1.89878     1.69532   0.0316973
        1989     1.89069     1.69541   0.0316815
        1990      1.8829     1.69551   0.0316658
        1991     1.87589      1.6956     0.03165
        1992     1.86848     1.69569   0.0316342
        1993     1.86162     1.69577   0.0316184
        1994     1.85532     1.69585   0.0316027
        1995     1.84886     1.69593   0.0315869
        1996     1.84273       1.696   0.0315712
        1997     1.83716     1.69607   0.0315555
        1998     1.83144     1.69614   0.0315397
        1999     1.82652      1.6962    0.031524
        2000     1.82194     1.69627   0.0315083
        2001     1.81792     1.69633   0.0314927
        2002       1.814     1.69639    0.031477
        2003     1.80992     1.69644   0.0314613
        2004      1.8076      1.6965   0.0314457
        2005     1.80417     1.69655     0.03143
        2006     1.80154      1.6966   0.0314144
        2007     1.79924     1.69665   0.0313988
        2008     1.79749      1.6967   0.0313832
        2009     1.79557     1.69675   0.0313676
        2010     1.79396      1.6968    0.031352
        2011     1.79242     1.69685   0.0313365
        2012     1.79166      1.6969   0.0313209
        2013     1.79168     1.69694   0.0313054
        2014     1.79199     1.69699   0.0312899
        2015     1.79211     1.69704   0.0312744
        2016     1.79324     1.69709   0.0312589
        2017     1.79416     1.69713   0.0312435
        2018     1.79512     1.69718    0.031228
        2019     1.79587     1.69723   0.0312126
        2020     1.79904     1.69728   0.0311972
        2021     1.80079     1.69733   0.0311818
        2022     1.80256     1.69739   0.0311664
        2023     1.80506     1.69744   0.0311511
        2024     1.80708     1.69749   0.0311357
        2025     1.81032     1.69755   0.0311204
        2026     1.81355     1.69761   0.0311051
        2027     1.81654     1.69766   0.0310898
        2028        1.82     1.69772   0.0310745
        2029     1.82393     1.69779   0.0310593
        2030     1.82786     1.69785    0.031044
        2031     1.83273     1.69792   0.0310288
        2032     1.83638     1.69799   0.0310136
        2033     1.84073     1.69806   0.0309985
        2034     1.84578     1.69813   0.0309833
        2035     1.85081      1.6982   0.0309682
        2036     1.85582     1.69828   0.0309531
        2037     1.86152     1.69836    0.030938
        2038     1.86695     1.69844   0.0309229
        2039     1.87236     1.69853   0.0309078
        2040     1.87822     1.69862   0.0308928
        2041     1.88453     1.69871   0.0308778
        2042     1.89129      1.6988   0.0308628
        2043     1.89778      1.6989   0.0308479
        2044     1.90495       1.699    0.030833
        2045     1.91209      1.6991   0.0308181
        2046     1.91943     1.69921   0.0308032
        2047     1.92698     1.69932   0.0307883
        2048     1.93472     1.69944   0.0307735
        2049     1.94385     1.69956   0.0307587
        2050      1.9527     1.69968    0.030744
        2051     1.96101     1.69981   0.0307292
        2052     1.96999     1.69994   0.0307146
        2053     1.97818     1.70008   0.0306999
        2054     1.98702     1.70022   0.0306853
        2055     1.99627     1.70036   0.0306707
        2056      2.0052     1.70051   0.0306561
        2057     2.01477     1.70066   0.0306416
        2058       2.024     1.70082   0.0306271
        2059     2.03336     1.70098   0.0306127
        2060     2.04309     1.70115   0.0305982
        2061     2.05318     1.70132   0.0305839
        2062     2.06362     1.70149   0.0305695
        2063     2.07343     1.70167   0.0305553
        2064     2.08333     1.70186    0.030541
        2065     2.09354     1.70205   0.0305268
        2066      2.1038     1.70224   0.0305127
        2067     2.11411     1.70244   0.0304985
        2068     2.12421     1.70264   0.0304845
        2069     2.13529     1.70285   0.0304705
        2070     2.14613     1.70307   0.0304565
        2071     2.15647     1.70329   0.0304426
        2072     2.16655     1.70351   0.0304287
        2073     2.17705     1.70374   0.0304149
        2074     2.18677     1.70397   0.0304011
        2075     2.19786     1.70421   0.0303874
        2076      2.2074     1.70445   0.0303737
        2077     2.21706      1.7047   0.0303601
        2078     2.22708     1.70495   0.0303465
        2079     2.23622     1.70521    0.030333
        2080     2.24496     1.70547   0.0303195
        2081     2.25447     1.70573   0.0303061
        2082     2.26402       1.706   0.0302927
        2083     2.27239     1.70627   0.0302794
        2084     2.28077     1.70654   0.0302661
        2085     2.28913     1.70682   0.0302529
        2086      2.2965     1.70711   0.0302397
        2087     2.30431     1.70739   0.0302266
        2088     2.31206     1.70768   0.0302135
        2089     2.31926     1.70798   0.0302005
        2090     2.32613     1.70827   0.0301875
        2091     2.33266     1.70857   0.0301745
        2092     2.33811     1.70887   0.0301616
        2093     2.34465     1.70917   0.0301487
        2094     2.34984     1.70948   0.0301359
        2095     2.35513     1.70979    0.030123
        2096     2.35955      1.7101   0.0301103
        2097     2.36404     1.71041   0.0300975
        2098     2.36788     1.71072   0.0300848
        2099     2.37059     1.71104   0.0300721
        2100     2.37384     1.71135   0.0300595
        2101     2.37594     1.71167   0.0300468
        2102      2.3781     1.71199   0.0300342
        2103     2.37958      1.7123   0.0300216
        2104     2.38015     1.71262    0.030009
        2105     2.38102     1.71294   0.0299964
        2106     2.38145     1.71326   0.0299839
        2107     2.38121     1.71357   0.0299713
        2108     2.38031     1.71389   0.0299588
        2109     2.37971     1.71421   0.0299462
        2110     2.37845     1.71452   0.0299337
        2111     2.37606     1.71483   0.0299211
