#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        5743     2.60034     1.98364   0.0118897
        5744     2.59395     1.98375   0.0118881
        5745     2.58742     1.98385   0.0118865
        5746     2.58074     1.98396   0.0118849
        5747     2.57441     1.98406   0.0118833
        5748      2.5682     1.98416   0.0118816
        5749     2.56234     1.98426     0.01188
        5750     2.55636     1.98436   0.0118784
        5751     2.55004     1.98446   0.0118767
        5752     2.54457     1.98456    0.011875
        5753     2.53949     1.98465   0.0118734
        5754     2.53406     1.98475   0.0118717
        5755     2.52854     1.98484     0.01187
        5756     2.52342     1.98494   0.0118683
        5757     2.51844     1.98503   0.0118666
        5758     2.51314     1.98512   0.0118649
        5759     2.50823     1.98521   0.0118632
        5760     2.50325      1.9853   0.0118615
        5761     2.49842     1.98539   0.0118597
        5762     2.49471     1.98548    0.011858
        5763     2.49093     1.98557   0.0118563
        5764      2.4873     1.98566   0.0118545
        5765     2.48287     1.98574   0.0118528
        5766     2.48005     1.98583   0.0118511
        5767     2.47618     1.98591   0.0118493
        5768     2.47343       1.986   0.0118475
        5769     2.47037     1.98608   0.0118458
        5770     2.46769     1.98616    0.011844
        5771     2.46566     1.98625   0.0118423
        5772      2.4633     1.98633   0.0118405
        5773     2.46085     1.98641   0.0118387
        5774     2.45807     1.98649    0.011837
        5775     2.45616     1.98658   0.0118352
        5776     2.45391     1.98666   0.0118334
        5777     2.45253     1.98674   0.0118317
        5778     2.45009     1.98682   0.0118299
        5779     2.44827      1.9869   0.0118281
        5780     2.44682     1.98698   0.0118263
        5781     2.44551     1.98706   0.0118245
        5782     2.44458     1.98713   0.0118228
        5783     2.44377     1.98721    0.011821
        5784      2.4426     1.98729   0.0118192
        5785      2.4418     1.98737   0.0118174
        5786     2.44112     1.98745   0.0118156
        5787     2.44055     1.98753   0.0118139
        5788      2.4401     1.98761   0.0118121
        5789     2.43951     1.98768   0.0118103
        5790     2.43926     1.98776   0.0118085
        5791     2.43888     1.98784   0.0118067
        5792     2.43859     1.98792   0.0118049
        5793     2.43864       1.988   0.0118032
        5794     2.43901     1.98807   0.0118014
        5795     2.43898     1.98815   0.0117996
        5796     2.43975     1.98823   0.0117978
        5797     2.44011     1.98831    0.011796
        5798     2.44053     1.98839   0.0117943
        5799      2.4415     1.98846   0.0117925
        5800     2.44251     1.98854   0.0117907
        5801     2.44309     1.98862    0.011789
        5802     2.44348      1.9887   0.0117872
        5803     2.44389     1.98878   0.0117854
        5804     2.44458     1.98886   0.0117836
        5805     2.44504     1.98893   0.0117819
        5806       2.446     1.98901   0.0117801
        5807     2.44672     1.98909   0.0117783
        5808     2.44744     1.98917   0.0117766
        5809     2.44767     1.98925   0.0117748
        5810     2.44812     1.98933   0.0117731
        5811     2.44855     1.98941   0.0117713
        5812     2.44967     1.98949   0.0117695
        5813     2.44954     1.98957   0.0117678
        5814     2.45008     1.98964    0.011766
        5815     2.45032     1.98972   0.0117643
        5816     2.45051      1.9898   0.0117625
        5817      2.4511     1.98988   0.0117608
        5818      2.4521     1.98996    0.011759
        5819     2.45277     1.99004   0.0117572
        5820     2.45312     1.99012   0.0117555
        5821     2.45337      1.9902   0.0117537
        5822     2.45351     1.99028    0.011752
        5823     2.45332     1.99036   0.0117502
        5824     2.45302     1.99044   0.0117485
        5825     2.45237     1.99052   0.0117467
        5826      2.4516      1.9906    0.011745
        5827     2.45096     1.99068   0.0117432
        5828     2.44997     1.99076   0.0117415
        5829     2.44863     1.99083   0.0117397
        5830     2.44693     1.99091    0.011738
        5831     2.44608     1.99099   0.0117362
        5832     2.44488     1.99107   0.0117345
        5833     2.44357     1.99115   0.0117327
        5834     2.44241     1.99122    0.011731
        5835     2.44067      1.9913   0.0117292
        5836     2.43908     1.99138   0.0117275
        5837      2.4374     1.99145   0.0117257
        5838     2.43541     1.99153   0.0117239
        5839     2.43335     1.99161   0.0117222
        5840     2.43148     1.99168   0.0117204
        5841     2.42931     1.99176   0.0117186
        5842     2.42733     1.99183   0.0117169
        5843     2.42557      1.9919   0.0117151
        5844      2.4233     1.99198   0.0117133
        5845     2.42174     1.99205   0.0117116
        5846     2.41994     1.99212   0.0117098
        5847     2.41815      1.9922    0.011708
        5848     2.41613     1.99227   0.0117062
        5849     2.41415     1.99234   0.0117044
        5850     2.41172     1.99241   0.0117027
        5851     2.41006     1.99249   0.0117009
        5852     2.40846     1.99256   0.0116991
        5853     2.40692     1.99263   0.0116973
        5854     2.40523      1.9927   0.0116955
        5855     2.40337     1.99277   0.0116937
        5856     2.40186     1.99284    0.011692
        5857     2.39972     1.99291   0.0116902
        5858      2.3984     1.99298   0.0116884
        5859     2.39697     1.99305   0.0116866
        5860      2.3954     1.99311   0.0116848
        5861     2.39469     1.99318    0.011683
        5862     2.39361     1.99325   0.0116812
        5863     2.39267     1.99332   0.0116794
        5864      2.3909     1.99339   0.0116776
        5865     2.39047     1.99345   0.0116758
        5866     2.39041     1.99352    0.011674
        5867     2.39025     1.99359   0.0116722
        5868     2.38975     1.99366   0.0116704
        5869      2.3901     1.99372   0.0116686
        5870     2.39058     1.99379   0.0116669
        5871     2.39071     1.99386   0.0116651
        5872     2.39146     1.99393   0.0116633
        5873     2.39232       1.994   0.0116615
        5874     2.39307     1.99406   0.0116597
        5875     2.39369     1.99413   0.0116579
        5876     2.39465      1.9942   0.0116561
        5877     2.39597     1.99427   0.0116543
        5878     2.39785     1.99434   0.0116526
        5879     2.39959     1.99441   0.0116508
        5880     2.40093     1.99447    0.011649
        5881      2.4021     1.99454   0.0116472
        5882     2.40333     1.99461   0.0116455
        5883     2.40486     1.99468   0.0116437
        5884     2.40715     1.99475   0.0116419
        5885     2.40852     1.99482   0.0116402
        5886     2.41039     1.99489   0.0116384
        5887      2.4118     1.99496   0.0116366
        5888     2.41345     1.99504   0.0116349
        5889     2.41461     1.99511   0.0116331
        5890     2.41575     1.99518   0.0116314
        5891     2.41782     1.99525   0.0116296
        5892     2.41937     1.99532   0.0116279
        5893     2.42086     1.99539   0.0116261
        5894      2.4218     1.99547   0.0116244
        5895     2.42338     1.99554   0.0116226
        5896     2.42511     1.99561   0.0116209
        5897     2.42626     1.99569   0.0116191
        5898     2.42752     1.99576   0.0116174
        5899     2.42842     1.99583   0.0116156
        5900     2.42941     1.99591   0.0116139
        5901     2.42953     1.99598   0.0116122
        5902     2.42996     1.99605   0.0116104
        5903     2.43021     1.99613   0.0116087
        5904     2.43028      1.9962    0.011607
        5905     2.43014     1.99627   0.0116052
        5906     2.43004     1.99635   0.0116035
        5907     2.42995     1.99642   0.0116018
        5908     2.42891     1.99649      0.0116
        5909     2.42788     1.99657   0.0115983
        5910     2.42612     1.99664   0.0115966
        5911     2.42459     1.99671   0.0115948
        5912     2.42232     1.99678   0.0115931
        5913     2.42075     1.99685   0.0115914
        5914     2.41843     1.99693   0.0115896
        5915     2.41584       1.997   0.0115879
        5916     2.41394     1.99707   0.0115861
        5917     2.41056     1.99714   0.0115844
        5918     2.40739     1.99721   0.0115826
        5919     2.40347     1.99728   0.0115809
        5920     2.39928     1.99734   0.0115791
        5921     2.39531     1.99741   0.0115774
        5922     2.39061     1.99748   0.0115756
        5923     2.38564     1.99754   0.0115738
        5924     2.38164     1.99761   0.0115721
        5925      2.3762     1.99767   0.0115703
        5926     2.37078     1.99773   0.0115685
        5927     2.36539      1.9978   0.0115667
        5928     2.35955     1.99786   0.0115649
        5929     2.35378     1.99792   0.0115631
        5930     2.34735     1.99798   0.0115613
        5931     2.34148     1.99803   0.0115595
        5932     2.33524     1.99809   0.0115577
        5933     2.32815     1.99815   0.0115559
        5934      2.3212      1.9982   0.0115541
        5935     2.31464     1.99825   0.0115523
        5936     2.30753     1.99831   0.0115504
        5937     2.30062     1.99836   0.0115486
        5938     2.29344     1.99841   0.0115468
        5939     2.28576     1.99846   0.0115449
        5940     2.27905      1.9985   0.0115431
        5941     2.27164     1.99855   0.0115412
        5942     2.26476     1.99859   0.0115394
        5943     2.25891     1.99864   0.0115375
        5944     2.25242     1.99868   0.0115356
        5945     2.24554     1.99872   0.0115338
        5946     2.23902     1.99876   0.0115319
        5947     2.23262      1.9988     0.01153
        5948     2.22686     1.99884   0.0115282
        5949     2.22125     1.99888   0.0115263
        5950     2.21605     1.99891   0.0115244
        5951     2.21007     1.99895   0.0115225
        5952     2.20452     1.99898   0.0115206
        5953     2.19894     1.99902   0.0115188
        5954     2.19381     1.99905   0.0115169
        5955     2.18914     1.99908    0.011515
        5956     2.18421     1.99911   0.0115131
        5957     2.17999     1.99914   0.0115112
        5958     2.17601     1.99917   0.0115093
        5959     2.17155      1.9992   0.0115074
        5960     2.16756     1.99923   0.0115055
        5961     2.16406     1.99926   0.0115036
        5962      2.1608     1.99928   0.0115017
        5963     2.15778     1.99931   0.0114998
        5964     2.15476     1.99934   0.0114979
        5965     2.15221     1.99936    0.011496
        5966     2.14989     1.99939   0.0114941
        5967     2.14781     1.99941   0.0114922
        5968     2.14594     1.99944   0.0114903
        5969     2.14406     1.99946   0.0114884
        5970     2.14215     1.99949   0.0114865
        5971     2.14068     1.99951   0.0114846
        5972      2.1399     1.99953   0.0114827
        5973     2.13955     1.99956   0.0114808
        5974      2.1389     1.99958   0.0114789
        5975     2.13868      1.9996    0.011477
        5976     2.13815     1.99963   0.0114751
        5977     2.13802     1.99965   0.0114732
        5978     2.13806     1.99967   0.0114713
        5979     2.13848      1.9997   0.0114694
        5980     2.13881     1.99972   0.0114676
        5981     2.13928     1.99974   0.0114657
        5982      2.1406     1.99977   0.0114638
        5983     2.14156     1.99979   0.0114619
        5984     2.14264     1.99981     0.01146
        5985     2.14359     1.99984   0.0114581
        5986     2.14489     1.99986   0.0114562
        5987     2.14629     1.99989   0.0114543
        5988     2.14705     1.99991   0.0114524
        5989     2.14911     1.99994   0.0114505
        5990     2.15054     1.99996   0.0114487
        5991     2.15203     1.99999   0.0114468
        5992     2.15361     2.00001   0.0114449
        5993     2.15573     2.00004    0.011443
        5994     2.15743     2.00006   0.0114411
        5995     2.15968     2.00009   0.0114393
        5996     2.16102     2.00012   0.0114374
        5997     2.16313     2.00014   0.0114355
        5998     2.16504     2.00017   0.0114336
        5999     2.16651      2.0002   0.0114318
        6000     2.16874     2.00023   0.0114299
        6001     2.17028     2.00026    0.011428
        6002     2.17161     2.00028   0.0114262
        6003      2.1732     2.00031   0.0114243
        6004     2.17554     2.00034   0.0114224
        6005     2.17764     2.00037   0.0114206
        6006     2.17952      2.0004   0.0114187
        6007      2.1814     2.00043   0.0114168
        6008     2.18377     2.00046    0.011415
        6009     2.18564     2.00049   0.0114131
        6010     2.18799     2.00052   0.0114113
        6011     2.18985     2.00056   0.0114094
        6012     2.19192     2.00059   0.0114076
        6013     2.19372     2.00062   0.0114057
        6014     2.19573     2.00065   0.0114039
        6015     2.19771     2.00069    0.011402
        6016     2.19916     2.00072   0.0114002
        6017     2.20128     2.00075   0.0113983
        6018     2.20359     2.00079   0.0113965
        6019     2.20438     2.00082   0.0113946
        6020     2.20608     2.00085   0.0113928
        6021     2.20793     2.00089   0.0113909
        6022     2.20971     2.00092   0.0113891
        6023     2.21115     2.00096   0.0113873
        6024     2.21226     2.00099   0.0113854
        6025     2.21327     2.00103   0.0113836
        6026     2.21416     2.00106   0.0113818
        6027     2.21566      2.0011   0.0113799
        6028     2.21656     2.00113   0.0113781
        6029     2.21781     2.00117   0.0113763
        6030     2.21844     2.00121   0.0113744
        6031     2.21869     2.00124   0.0113726
        6032     2.21951     2.00128   0.0113708
        6033     2.21946     2.00131   0.0113689
        6034     2.21972     2.00135   0.0113671
        6035     2.21981     2.00139   0.0113653
        6036     2.22022     2.00142   0.0113635
        6037     2.21947     2.00146   0.0113616
        6038     2.21879      2.0015   0.0113598
        6039     2.21791     2.00153    0.011358
        6040     2.21683     2.00157   0.0113562
        6041     2.21555      2.0016   0.0113543
        6042     2.21406     2.00164   0.0113525
        6043      2.2126     2.00167   0.0113507
        6044      2.2114     2.00171   0.0113489
        6045     2.20901     2.00174    0.011347
        6046      2.2064     2.00178   0.0113452
        6047     2.20355     2.00181   0.0113434
        6048     2.20047     2.00184   0.0113416
        6049     2.19739     2.00187   0.0113397
        6050     2.19407     2.00191   0.0113379
        6051     2.19075     2.00194   0.0113361
        6052     2.18742     2.00197   0.0113342
        6053     2.18336       2.002   0.0113324
        6054     2.17881     2.00203   0.0113306
        6055     2.17449     2.00206   0.0113287
        6056     2.17016     2.00208   0.0113269
        6057      2.1651     2.00211   0.0113251
        6058     2.15954     2.00214   0.0113232
        6059     2.15397     2.00216   0.0113214
        6060     2.14839     2.00219   0.0113195
        6061     2.14256     2.00221   0.0113177
        6062     2.13623     2.00223   0.0113159
        6063     2.13015     2.00225    0.011314
        6064     2.12333     2.00227   0.0113122
        6065     2.11652     2.00229   0.0113103
        6066     2.10899     2.00231   0.0113085
        6067     2.10146     2.00232   0.0113066
        6068     2.09371     2.00234   0.0113048
        6069     2.08549     2.00235   0.0113029
        6070     2.07706     2.00237    0.011301
        6071     2.06841     2.00238   0.0112992
        6072      2.0598     2.00239   0.0112973
        6073     2.05099     2.00239   0.0112955
        6074     2.04248      2.0024   0.0112936
        6075      2.0333     2.00241   0.0112918
        6076     2.02394     2.00241   0.0112899
        6077     2.01443     2.00241    0.011288
        6078       2.005     2.00241   0.0112862
        6079     1.99495     2.00241   0.0112843
        6080       1.985     2.00241   0.0112825
        6081     1.97469      2.0024   0.0112806
        6082     1.96427      2.0024   0.0112788
        6083     1.95423     2.00239   0.0112769
        6084     1.94386     2.00238   0.0112751
        6085     1.93342     2.00237   0.0112732
        6086     1.92244     2.00235   0.0112714
        6087     1.91165     2.00234   0.0112695
        6088     1.90082     2.00232   0.0112677
        6089     1.89021      2.0023   0.0112659
        6090      1.8796     2.00228    0.011264
        6091     1.86899     2.00226   0.0112622
        6092     1.85839     2.00224   0.0112604
        6093     1.84808     2.00221   0.0112586
        6094     1.83732     2.00219   0.0112567
        6095     1.82663     2.00216   0.0112549
        6096     1.81625     2.00213   0.0112531
        6097     1.80572     2.00209   0.0112513
        6098     1.79553     2.00206   0.0112495
        6099     1.78569     2.00203   0.0112477
        6100      1.7755     2.00199    0.011246
        6101      1.7657     2.00195   0.0112442
        6102     1.75605     2.00191   0.0112424
        6103     1.74656     2.00187   0.0112406
        6104     1.73725     2.00182   0.0112389
        6105     1.72789     2.00178   0.0112371
        6106     1.71897     2.00173   0.0112354
        6107     1.71002     2.00169   0.0112337
        6108     1.70129     2.00164   0.0112319
        6109     1.69255     2.00159   0.0112302
        6110      1.6838     2.00153   0.0112285
        6111     1.67603     2.00148   0.0112268
        6112     1.66828     2.00143   0.0112251
        6113     1.66078     2.00137   0.0112234
        6114      1.6538     2.00131   0.0112217
        6115     1.64734     2.00126     0.01122
        6116      1.6414      2.0012   0.0112183
        6117     1.63526     2.00114   0.0112166
        6118     1.62942     2.00108    0.011215
        6119     1.62363     2.00101   0.0112133
        6120     1.61815     2.00095   0.0112116
        6121     1.61248     2.00089     0.01121
        6122     1.60784     2.00082   0.0112083
        6123     1.60398     2.00076   0.0112067
        6124     1.60018     2.00069   0.0112051
        6125     1.59621     2.00063   0.0112034
        6126     1.59278     2.00056   0.0112018
        6127     1.58989     2.00049   0.0112002
        6128     1.58755     2.00043   0.0111985
        6129     1.58453     2.00036   0.0111969
        6130     1.58133     2.00029   0.0111953
        6131     1.57961     2.00022   0.0111937
        6132     1.57818     2.00015   0.0111921
        6133     1.57703     2.00008   0.0111905
        6134     1.57639     2.00001   0.0111889
        6135     1.57554     1.99995   0.0111872
        6136     1.57494     1.99988   0.0111856
        6137     1.57459     1.99981    0.011184
        6138     1.57401     1.99974   0.0111824
        6139     1.57413     1.99967   0.0111808
        6140     1.57424      1.9996   0.0111792
        6141     1.57505     1.99953   0.0111776
        6142     1.57581     1.99946    0.011176
        6143     1.57749     1.99939   0.0111744
        6144     1.57863     1.99932   0.0111728
        6145     1.58066     1.99926   0.0111712
        6146     1.58212     1.99919   0.0111696
        6147     1.58373     1.99912   0.0111679
        6148     1.58619     1.99905   0.0111663
        6149     1.58781     1.99899   0.0111647
        6150     1.59001     1.99892   0.0111631
        6151     1.59207     1.99885   0.0111615
        6152     1.59373     1.99879   0.0111599
        6153     1.59617     1.99872   0.0111582
        6154     1.59818     1.99866   0.0111566
        6155     1.60048     1.99859    0.011155
        6156     1.60279     1.99853   0.0111534
        6157     1.60512     1.99846   0.0111517
        6158     1.60721      1.9984   0.0111501
        6159     1.60952     1.99834   0.0111485
        6160      1.6118     1.99827   0.0111468
        6161     1.61404     1.99821   0.0111452
        6162     1.61695     1.99815   0.0111436
        6163     1.61906     1.99809   0.0111419
        6164     1.62109     1.99803   0.0111403
        6165     1.62304     1.99797   0.0111386
        6166     1.62487     1.99791    0.011137
        6167     1.62684     1.99785   0.0111354
        6168     1.62843     1.99779   0.0111337
        6169     1.62941     1.99773   0.0111321
        6170     1.63048     1.99767   0.0111304
        6171      1.6314     1.99761   0.0111288
        6172     1.63215     1.99755   0.0111271
        6173     1.63249     1.99749   0.0111255
        6174     1.63313     1.99743   0.0111238
        6175     1.63335     1.99737   0.0111222
        6176     1.63337     1.99731   0.0111206
        6177     1.63344     1.99725   0.0111189
        6178      1.6333     1.99719   0.0111173
        6179     1.63247     1.99714   0.0111156
        6180     1.63167     1.99708    0.011114
        6181     1.63114     1.99702   0.0111123
        6182     1.62992     1.99696   0.0111107
        6183     1.62896      1.9969   0.0111091
        6184     1.62778     1.99684   0.0111074
        6185      1.6259     1.99678   0.0111058
        6186     1.62428     1.99672   0.0111042
        6187     1.62221     1.99666   0.0111025
        6188     1.62016      1.9966   0.0111009
        6189     1.61814     1.99654   0.0110993
        6190     1.61543     1.99647   0.0110977
        6191     1.61251     1.99641    0.011096
        6192     1.60986     1.99635   0.0110944
        6193      1.6063     1.99629   0.0110928
        6194      1.6023     1.99622   0.0110912
        6195     1.59836     1.99616   0.0110896
        6196     1.59446     1.99609    0.011088
        6197      1.5904     1.99603   0.0110864
        6198     1.58615     1.99596   0.0110848
        6199     1.58175      1.9959   0.0110832
        6200     1.57742     1.99583   0.0110816
        6201      1.5727     1.99576   0.0110801
        6202     1.56807     1.99569   0.0110785
        6203     1.56355     1.99562   0.0110769
        6204     1.55866     1.99555   0.0110754
        6205      1.5534     1.99548   0.0110738
        6206     1.54779     1.99541   0.0110723
        6207     1.54231     1.99533   0.0110707
        6208     1.53697     1.99526   0.0110692
        6209     1.53105     1.99519   0.0110676
        6210     1.52554     1.99511   0.0110661
        6211     1.51994     1.99503   0.0110646
        6212      1.5138     1.99496   0.0110631
        6213     1.50735     1.99488   0.0110616
        6214     1.50133      1.9948   0.0110601
        6215     1.49551     1.99472   0.0110586
        6216     1.48989     1.99464   0.0110571
        6217     1.48376     1.99456   0.0110557
        6218     1.47784     1.99447   0.0110542
        6219     1.47119     1.99439   0.0110527
        6220     1.46501      1.9943   0.0110513
        6221     1.45835     1.99422   0.0110498
        6222     1.45193     1.99413   0.0110484
        6223     1.44529     1.99404    0.011047
        6224     1.43986     1.99395   0.0110456
        6225     1.43399     1.99386   0.0110442
        6226     1.42766     1.99377   0.0110428
        6227     1.42137     1.99368   0.0110414
        6228     1.41537     1.99359     0.01104
        6229     1.40918     1.99349   0.0110386
        6230     1.40328      1.9934   0.0110373
        6231     1.39697      1.9933   0.0110359
        6232     1.39168     1.99321   0.0110345
        6233     1.38599     1.99311   0.0110332
        6234     1.38086     1.99301   0.0110319
        6235     1.37533     1.99291   0.0110305
        6236     1.36965     1.99281   0.0110292
        6237      1.3643     1.99271   0.0110279
        6238     1.35906     1.99261   0.0110266
        6239     1.35439     1.99251   0.0110253
        6240     1.34935      1.9924    0.011024
        6241     1.34345      1.9923   0.0110228
        6242     1.33864     1.99219   0.0110215
        6243     1.33394     1.99209   0.0110202
        6244     1.32984     1.99198    0.011019
        6245     1.32563     1.99188   0.0110177
        6246     1.32155     1.99177   0.0110165
        6247     1.31713     1.99166   0.0110153
        6248     1.31308     1.99155    0.011014
        6249     1.30893     1.99144   0.0110128
        6250     1.30492     1.99133   0.0110116
        6251     1.30106     1.99122   0.0110104
        6252     1.29784     1.99111   0.0110092
        6253     1.29429       1.991    0.011008
        6254      1.2909     1.99089   0.0110068
        6255     1.28718     1.99078   0.0110056
        6256      1.2846     1.99066   0.0110044
        6257     1.28218     1.99055   0.0110033
        6258     1.28018     1.99044   0.0110021
        6259     1.27787     1.99032   0.0110009
        6260     1.27549     1.99021   0.0109998
        6261     1.27402     1.99009   0.0109986
        6262     1.27226     1.98998   0.0109974
        6263     1.27068     1.98986   0.0109963
        6264     1.26929     1.98975   0.0109951
        6265     1.26811     1.98963    0.010994
        6266     1.26711     1.98952   0.0109928
        6267     1.26657      1.9894   0.0109917
        6268     1.26598     1.98929   0.0109905
        6269     1.26609     1.98917   0.0109894
        6270     1.26664     1.98906   0.0109882
        6271     1.26669     1.98894   0.0109871
        6272      1.2672     1.98883   0.0109859
        6273     1.26745     1.98871   0.0109848
        6274     1.26815      1.9886   0.0109836
        6275     1.26908     1.98848   0.0109825
        6276     1.27024     1.98837   0.0109813
        6277     1.27163     1.98825   0.0109802
        6278     1.27301     1.98814    0.010979
        6279     1.27511     1.98803   0.0109779
        6280     1.27671     1.98791   0.0109767
        6281     1.27904      1.9878   0.0109755
        6282     1.28136     1.98769   0.0109743
        6283     1.28368     1.98758   0.0109732
        6284     1.28672     1.98746    0.010972
        6285     1.29096     1.98735   0.0109708
        6286     1.29424     1.98724   0.0109696
        6287     1.29823     1.98713   0.0109684
        6288     1.30199     1.98703   0.0109672
        6289     1.30623     1.98692    0.010966
        6290     1.31119     1.98681   0.0109648
        6291     1.31614      1.9867   0.0109636
        6292      1.3211      1.9866   0.0109623
        6293     1.32652     1.98649   0.0109611
        6294     1.33195     1.98639   0.0109598
        6295     1.33784     1.98629   0.0109586
        6296     1.34348     1.98618   0.0109573
        6297     1.34983     1.98608    0.010956
        6298     1.35569     1.98598   0.0109548
        6299     1.36224     1.98588   0.0109535
        6300     1.36853     1.98578   0.0109522
        6301     1.37624     1.98569   0.0109509
        6302     1.38391     1.98559   0.0109495
        6303     1.39107      1.9855   0.0109482
        6304     1.39867     1.98541   0.0109469
        6305     1.40647     1.98531   0.0109455
        6306     1.41397     1.98522   0.0109442
        6307     1.42215     1.98513   0.0109428
        6308     1.43026     1.98505   0.0109414
        6309     1.43878     1.98496     0.01094
        6310     1.44724     1.98487   0.0109386
        6311     1.45537     1.98479   0.0109372
        6312     1.46438     1.98471   0.0109358
        6313      1.4733     1.98463   0.0109343
        6314     1.48212     1.98455   0.0109329
        6315     1.49203     1.98447   0.0109315
        6316     1.50135     1.98439     0.01093
        6317     1.51103     1.98432   0.0109285
        6318     1.52059     1.98424    0.010927
        6319     1.53049     1.98417   0.0109255
        6320     1.54072      1.9841    0.010924
        6321     1.55104     1.98403   0.0109225
        6322     1.56096     1.98397    0.010921
        6323     1.57095      1.9839   0.0109195
        6324     1.58076     1.98384   0.0109179
        6325     1.59111     1.98378   0.0109164
        6326     1.60151     1.98371   0.0109148
        6327     1.61218     1.98366   0.0109133
        6328      1.6224      1.9836   0.0109117
        6329     1.63265     1.98354   0.0109101
        6330     1.64218     1.98349   0.0109085
        6331     1.65243     1.98344   0.0109069
        6332     1.66292     1.98339   0.0109053
        6333      1.6734     1.98334   0.0109037
        6334     1.68361     1.98329   0.0109021
        6335     1.69427     1.98324   0.0109004
        6336     1.70441      1.9832   0.0108988
        6337     1.71403     1.98316   0.0108972
        6338     1.72479     1.98312   0.0108955
        6339     1.73477     1.98308   0.0108939
        6340     1.74492     1.98304   0.0108922
        6341     1.75523     1.98301   0.0108906
        6342     1.76523     1.98297   0.0108889
        6343     1.77489     1.98294   0.0108872
        6344     1.78422     1.98291   0.0108856
        6345     1.79418     1.98288   0.0108839
        6346     1.80354     1.98285   0.0108822
        6347     1.81376     1.98282   0.0108805
        6348     1.82339      1.9828   0.0108789
        6349     1.83289     1.98277   0.0108772
        6350      1.8418     1.98275   0.0108755
        6351     1.85033     1.98273   0.0108738
        6352     1.85947     1.98271   0.0108721
        6353     1.86847     1.98269   0.0108704
        6354     1.87735     1.98268   0.0108687
        6355     1.88561     1.98266    0.010867
        6356     1.89398     1.98265   0.0108653
        6357     1.90221     1.98263   0.0108636
        6358     1.91055     1.98262   0.0108619
        6359     1.91828     1.98261   0.0108602
        6360      1.9266      1.9826   0.0108585
        6361      1.9343      1.9826   0.0108568
        6362     1.94187     1.98259   0.0108551
        6363     1.94859     1.98258   0.0108534
        6364     1.95542     1.98258   0.0108517
        6365     1.96285     1.98258     0.01085
        6366     1.96992     1.98258   0.0108483
        6367     1.97638     1.98257   0.0108465
        6368     1.98321     1.98257   0.0108448
        6369     1.99016     1.98258   0.0108431
        6370     1.99676     1.98258   0.0108414
        6371       2.003     1.98258   0.0108397
        6372     2.00939     1.98259    0.010838
        6373     2.01519     1.98259   0.0108363
        6374     2.02089      1.9826   0.0108346
        6375     2.02745      1.9826   0.0108329
        6376     2.03296     1.98261   0.0108312
        6377      2.0391     1.98262   0.0108296
        6378     2.04491     1.98263   0.0108279
        6379     2.05064     1.98264   0.0108262
        6380     2.05508     1.98265   0.0108245
        6381     2.06088     1.98266   0.0108228
        6382     2.06637     1.98268   0.0108211
        6383      2.0713     1.98269   0.0108194
        6384      2.0764     1.98271   0.0108177
        6385     2.08191     1.98272    0.010816
        6386     2.08687     1.98274   0.0108144
        6387     2.09249     1.98275   0.0108127
        6388      2.0978     1.98277    0.010811
        6389     2.10305     1.98279   0.0108093
        6390     2.10776     1.98281   0.0108077
        6391     2.11314     1.98283    0.010806
        6392     2.11822     1.98285   0.0108043
        6393     2.12276     1.98287   0.0108026
        6394     2.12749      1.9829    0.010801
        6395      2.1324     1.98292   0.0107993
        6396     2.13702     1.98294   0.0107977
        6397     2.14135     1.98297    0.010796
        6398     2.14587       1.983   0.0107943
        6399     2.15058     1.98302   0.0107927
        6400     2.15523     1.98305    0.010791
        6401     2.15912     1.98308   0.0107894
        6402     2.16343      1.9831   0.0107877
        6403     2.16721     1.98313   0.0107861
        6404     2.17093     1.98316   0.0107844
        6405     2.17508     1.98319   0.0107828
        6406     2.17894     1.98322   0.0107812
        6407     2.18321     1.98325   0.0107795
        6408     2.18766     1.98329   0.0107779
        6409     2.19133     1.98332   0.0107763
        6410     2.19541     1.98335   0.0107746
        6411      2.1987     1.98338    0.010773
        6412      2.2024     1.98342   0.0107714
        6413     2.20625     1.98345   0.0107697
        6414     2.20979     1.98349   0.0107681
        6415     2.21323     1.98352   0.0107665
        6416     2.21634     1.98356   0.0107649
        6417     2.21983      1.9836   0.0107633
        6418     2.22274     1.98364   0.0107617
        6419     2.22601     1.98367     0.01076
        6420     2.22893     1.98371   0.0107584
        6421     2.23197     1.98375   0.0107568
        6422     2.23463     1.98379   0.0107552
        6423     2.23667     1.98383   0.0107536
        6424     2.23928     1.98387    0.010752
        6425     2.24102     1.98391   0.0107504
        6426     2.24283     1.98395   0.0107488
        6427     2.24543     1.98399   0.0107472
        6428     2.24738     1.98403   0.0107456
        6429     2.24914     1.98407   0.0107441
        6430     2.25046     1.98411   0.0107425
        6431     2.25135     1.98415   0.0107409
        6432      2.2525      1.9842   0.0107393
        6433      2.2532     1.98424   0.0107377
        6434     2.25415     1.98428   0.0107361
        6435     2.25439     1.98432   0.0107345
        6436     2.25439     1.98436   0.0107329
        6437     2.25416     1.98441   0.0107313
        6438     2.25367     1.98445   0.0107298
        6439     2.25317     1.98449   0.0107282
        6440     2.25145     1.98453   0.0107266
        6441     2.25043     1.98457    0.010725
        6442     2.24866     1.98461   0.0107234
        6443     2.24639     1.98465   0.0107218
        6444     2.24408     1.98469   0.0107202
