#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         660    -6.78265    -6.69475  0.00455228
         661    -6.73822    -6.69482  0.00454587
         662    -6.71703    -6.69485  0.00453912
         663      -6.655    -6.69479  0.00453268
         664    -6.70605    -6.69481  0.00452588
         665    -6.61526    -6.69469  0.00452066
         666    -6.74296    -6.69476  0.00451445
         667    -6.73595    -6.69482   0.0045081
         668    -6.70233    -6.69483  0.00450137
         669    -6.74758    -6.69491  0.00449533
         670    -6.74114    -6.69498  0.00448915
         671    -6.76124    -6.69508  0.00448355
         672    -6.70662     -6.6951  0.00447691
         673    -6.73653    -6.69516  0.00447068
         674    -6.58553    -6.69499    0.004467
         675    -6.60022    -6.69485  0.00446259
         676    -6.56853    -6.69467   0.0044599
         677    -6.47965    -6.69435  0.00446461
         678    -6.53758    -6.69412  0.00446401
         679    -6.46552    -6.69378  0.00447011
         680    -6.45621    -6.69343  0.00447717
         681    -6.46612     -6.6931  0.00448302
         682    -6.56176    -6.69291  0.00448058
         683    -6.58621    -6.69275  0.00447674
         684    -6.57257    -6.69257  0.00447364
         685    -6.58784    -6.69242  0.00446973
         686    -6.60976     -6.6923  0.00446483
         687    -6.64612    -6.69223  0.00445884
         688    -6.74582    -6.69231  0.00445304
         689    -6.74432    -6.69239  0.00444722
         690    -6.78162    -6.69252  0.00444265
         691    -6.75652    -6.69261  0.00443719
         692    -6.76125    -6.69271  0.00443188
         693    -6.73194    -6.69277  0.00442585
         694    -6.71574     -6.6928   0.0044196
         695    -6.69689     -6.6928  0.00441324
         696    -6.74916    -6.69288  0.00440764
         697    -6.79957    -6.69304  0.00440398
         698    -6.88408    -6.69331  0.00440616
         699    -6.84714    -6.69353  0.00440535
         700    -6.83919    -6.69374  0.00440397
         701    -6.76751    -6.69385  0.00439895
         702    -6.70113    -6.69386  0.00439269
         703    -6.68462    -6.69384  0.00438646
         704    -6.72653    -6.69389  0.00438048
         705    -6.74547    -6.69396  0.00437488
         706    -6.74028    -6.69403  0.00436917
         707    -6.62381    -6.69393  0.00436412
         708    -6.58958    -6.69378  0.00436044
         709    -6.68385    -6.69377  0.00435432
         710    -6.59898    -6.69363  0.00435023
         711    -6.64021    -6.69356  0.00434476
         712    -6.69851    -6.69357  0.00433866
         713    -6.68319    -6.69355   0.0043326
         714    -6.70639    -6.69357  0.00432657
         715     -6.7054    -6.69359  0.00432055
         716    -6.68673    -6.69358  0.00431453
         717    -6.74117    -6.69364  0.00430902
         718    -6.73863     -6.6937  0.00430348
         719    -6.73468    -6.69376  0.00429787
         720      -6.695    -6.69376   0.0042919
         721    -6.61697    -6.69366  0.00428727
         722    -6.62436    -6.69356   0.0042824
         723    -6.62547    -6.69347  0.00427752
         724    -6.73557    -6.69352    0.004272
         725    -6.68086    -6.69351  0.00426615
         726    -6.68035    -6.69349  0.00426031
         727    -6.71645    -6.69352  0.00425457
         728    -6.67388    -6.69349  0.00424881
         729    -6.62431     -6.6934  0.00424404
         730    -6.67467    -6.69337   0.0042383
         731    -6.70267    -6.69339  0.00423252
         732     -6.6811    -6.69337  0.00422677
         733     -6.6732    -6.69334   0.0042211
         734    -6.61881    -6.69324  0.00421657
         735    -6.63855    -6.69317  0.00421149
         736    -6.67691    -6.69314  0.00420582
         737     -6.5566    -6.69296   0.0042042
         738     -6.6213    -6.69286  0.00419962
         739    -6.68728    -6.69285  0.00419394
         740    -6.68893    -6.69285  0.00418828
         741    -6.69359    -6.69285  0.00418263
         742     -6.6626    -6.69281  0.00417719
         743    -6.67326    -6.69278  0.00417165
         744    -6.61476    -6.69268  0.00416736
         745    -6.63226     -6.6926  0.00416256
         746    -6.62991    -6.69251  0.00415782
         747    -6.65588    -6.69246  0.00415255
         748    -6.66073    -6.69242  0.00414721
         749    -6.61352    -6.69232  0.00414301
         750    -6.65287    -6.69226  0.00413782
         751    -6.70055    -6.69227  0.00413233
         752     -6.5965    -6.69215   0.0041288
         753    -6.68114    -6.69213  0.00412334
         754    -6.72567    -6.69218  0.00411811
         755    -6.74982    -6.69225  0.00411336
         756     -6.7457    -6.69232  0.00410853
         757    -6.75303     -6.6924  0.00410388
         758    -6.70798    -6.69242  0.00409852
         759    -6.55583    -6.69224  0.00409707
         760    -6.59324    -6.69211  0.00409375
         761    -6.60758      -6.692  0.00408988
         762    -6.60929    -6.69189  0.00408595
         763    -6.66554    -6.69186  0.00408074
         764    -6.64255     -6.6918  0.00407591
         765    -6.63062    -6.69172  0.00407137
         766    -6.66001    -6.69167  0.00406626
         767    -6.65749    -6.69163  0.00406121
         768    -6.73897    -6.69169  0.00405639
         769    -6.77717     -6.6918  0.00405263
         770    -6.67863    -6.69179  0.00404741
         771    -6.64061    -6.69172   0.0040427
         772    -6.63546    -6.69165  0.00403812
         773    -6.59829    -6.69153   0.0040347
         774    -6.61053    -6.69142  0.00403085
         775    -6.62036    -6.69133  0.00402669
         776    -6.59142     -6.6912  0.00402356
         777    -6.56761    -6.69104  0.00402152
         778    -6.62248    -6.69095  0.00401732
         779     -6.6828    -6.69094  0.00401217
         780    -6.68874    -6.69094  0.00400703
         781    -6.62372    -6.69085  0.00400283
         782     -6.6715    -6.69083  0.00399778
         783    -6.69795    -6.69084  0.00399269
         784    -6.61703    -6.69074   0.0039887
         785    -6.69144    -6.69074  0.00398362
         786    -6.71948    -6.69078  0.00397872
         787    -6.71125    -6.69081  0.00397375
         788    -6.66424    -6.69077  0.00396885
         789    -6.67837    -6.69076  0.00396385
         790    -6.62227    -6.69067  0.00395978
         791    -6.75767    -6.69076  0.00395568
         792    -6.72761     -6.6908  0.00395096
         793    -6.72523    -6.69085  0.00394622
         794    -6.60459    -6.69074  0.00394274
         795    -6.61911    -6.69065  0.00393881
         796    -6.64955     -6.6906   0.0039342
         797    -6.60831    -6.69049  0.00393062
         798    -6.59114    -6.69037  0.00392767
         799    -6.59871    -6.69025  0.00392443
         800    -6.72987     -6.6903  0.00391983
         801    -6.65261    -6.69026  0.00391522
         802    -6.62486    -6.69017  0.00391119
         803    -6.58138    -6.69004  0.00390867
         804    -6.55251    -6.68987  0.00390754
         805    -6.59987    -6.68976  0.00390429
         806    -6.69858    -6.68977  0.00389946
         807    -6.71602     -6.6898  0.00389476
         808    -6.65917    -6.68976  0.00389013
         809    -6.68876    -6.68976  0.00388532
         810    -6.65071    -6.68971  0.00388082
         811     -6.6635    -6.68968  0.00387617
         812    -6.67312    -6.68966  0.00387145
         813    -6.62358    -6.68958  0.00386754
         814     -6.6911    -6.68958  0.00386279
         815    -6.77045    -6.68968  0.00385933
         816    -6.68316    -6.68967  0.00385461
         817    -6.64679    -6.68962  0.00385024
         818    -6.66964    -6.68959  0.00384562
         819    -6.66649    -6.68957  0.00384102
         820    -6.73596    -6.68962  0.00383676
         821    -6.65875    -6.68958  0.00383227
         822    -6.74345    -6.68965  0.00382816
         823    -6.67328    -6.68963  0.00382357
         824    -6.65303    -6.68959  0.00381918
         825    -6.55725    -6.68943  0.00381792
         826    -6.69708    -6.68943  0.00381331
         827    -6.70508    -6.68945  0.00380875
         828    -6.72948     -6.6895  0.00380445
         829     -6.7024    -6.68952  0.00379989
         830    -6.68866    -6.68952  0.00379532
         831    -6.68151    -6.68951  0.00379076
         832    -6.65287    -6.68946  0.00378646
         833    -6.71962     -6.6895  0.00378209
         834     -6.7549    -6.68958  0.00377837
         835    -6.71552    -6.68961  0.00377397
         836    -6.60317    -6.68951  0.00377087
         837    -6.65332    -6.68946  0.00376661
         838    -6.63482     -6.6894  0.00376268
         839     -6.6047     -6.6893  0.00375955
         840    -6.57005    -6.68915  0.00375776
         841    -6.63419    -6.68909  0.00375386
         842    -6.64009    -6.68903  0.00374985
         843    -6.71666    -6.68906  0.00374554
         844    -6.66296    -6.68903  0.00374123
         845    -6.73876    -6.68909  0.00373727
         846    -6.77997     -6.6892   0.0037344
         847    -6.79153    -6.68932  0.00373194
         848    -6.85766    -6.68952  0.00373282
         849    -6.76473    -6.68961  0.00372947
         850    -6.71482    -6.68964   0.0037252
         851    -6.75452    -6.68971   0.0037216
         852    -6.69286    -6.68972  0.00371724
         853    -6.64805    -6.68967   0.0037132
         854    -6.58613    -6.68955  0.00371083
         855    -6.57157    -6.68941  0.00370905
         856    -6.47115    -6.68915  0.00371348
         857    -6.51966    -6.68895   0.0037144
         858    -6.54899    -6.68879  0.00371366
         859    -6.63938    -6.68873  0.00370978
         860    -6.73223    -6.68878  0.00370581
         861    -6.76104    -6.68887  0.00370246
         862    -6.75971    -6.68895  0.00369907
         863    -6.70722    -6.68897  0.00369485
         864    -6.71907    -6.68901  0.00369073
         865    -6.73241    -6.68906  0.00368681
         866     -6.8054    -6.68919    0.003685
         867    -6.76763    -6.68928  0.00368186
         868    -6.82132    -6.68943  0.00368076
         869    -6.91129    -6.68969  0.00368536
         870    -6.85959    -6.68988   0.0036863
         871    -6.88108     -6.6901   0.0036886
         872    -6.89119    -6.69033  0.00369157
         873    -6.84019    -6.69051  0.00369133
         874    -6.94162    -6.69079  0.00369827
         875    -6.92636    -6.69106  0.00370383
         876    -6.89215    -6.69129  0.00370671
         877    -6.87642     -6.6915  0.00370849
         878    -6.89631    -6.69174  0.00371159
         879    -6.90622    -6.69198  0.00371538
         880    -6.77697    -6.69208  0.00371241
         881    -6.74974    -6.69214  0.00370878
         882      -6.692    -6.69214  0.00370457
         883    -6.67769    -6.69213  0.00370041
         884    -6.74759    -6.69219  0.00369676
         885    -6.74007    -6.69224  0.00369298
         886    -6.67881    -6.69223  0.00368884
         887     -6.5523    -6.69207  0.00368805
         888    -6.65975    -6.69203  0.00368408
         889     -6.6572    -6.69199  0.00368014
         890    -6.69275      -6.692  0.00367601
         891    -6.67041    -6.69197  0.00367196
         892    -6.66663    -6.69194  0.00366796
         893    -6.59045    -6.69183  0.00366561
         894    -6.68664    -6.69182  0.00366151
         895    -6.68106    -6.69181  0.00365744
         896    -6.60926    -6.69172  0.00365452
         897    -6.63108    -6.69165  0.00365107
         898    -6.67379    -6.69163  0.00364706
         899    -6.64022    -6.69157  0.00364345
         900    -6.64665    -6.69152  0.00363975
         901    -6.68614    -6.69152  0.00363571
         902     -6.7412    -6.69157   0.0036321
         903     -6.6915    -6.69157  0.00362808
         904    -6.73424    -6.69162  0.00362437
         905    -6.74659    -6.69168  0.00362087
         906    -6.75575    -6.69175  0.00361757
         907    -6.76575    -6.69183   0.0036145
         908    -6.79053    -6.69194  0.00361215
         909    -6.70672    -6.69196  0.00360821
         910    -6.65762    -6.69192  0.00360445
         911    -6.70807    -6.69194  0.00360053
         912    -6.72161    -6.69197  0.00359673
         913    -6.77471    -6.69206  0.00359393
         914    -6.78602    -6.69216  0.00359147
         915    -6.67936    -6.69215  0.00358757
         916    -6.75865    -6.69222  0.00358439
         917    -6.78947    -6.69233  0.00358205
         918    -6.75655     -6.6924  0.00357883
         919     -6.8634    -6.69259  0.00357977
         920    -6.80858    -6.69271   0.0035781
         921    -6.84102    -6.69287  0.00357784
         922    -6.78415    -6.69297  0.00357533
         923    -6.84949    -6.69314  0.00357547
         924    -6.82318    -6.69328  0.00357437
         925    -6.75079    -6.69334  0.00357105
         926    -6.67255    -6.69332  0.00356726
         927    -6.71431    -6.69334  0.00356349
         928    -6.67717    -6.69333  0.00355969
         929    -6.75205    -6.69339  0.00355642
         930    -6.74235    -6.69344  0.00355298
         931    -6.79193    -6.69355  0.00355074
         932    -6.76647    -6.69363  0.00354779
         933    -6.74685    -6.69368  0.00354445
         934    -6.74366    -6.69374  0.00354106
         935    -6.67527    -6.69372  0.00353733
         936    -6.70199    -6.69373  0.00353356
         937    -6.63492    -6.69366  0.00353035
         938    -6.60999    -6.69357  0.00352771
         939    -6.62074     -6.6935   0.0035248
         940    -6.68403    -6.69349  0.00352107
         941    -6.65554    -6.69345  0.00351756
         942    -6.64426    -6.69339  0.00351421
         943    -6.66998    -6.69337  0.00351057
         944    -6.55791    -6.69323  0.00350979
         945    -6.58284    -6.69311  0.00350801
         946    -6.57318    -6.69298   0.0035066
         947    -6.57405    -6.69286  0.00350514
         948    -6.65418    -6.69282  0.00350168
         949    -6.71946    -6.69284   0.0034981
         950    -6.65958    -6.69281   0.0034946
         951    -6.71439    -6.69283    0.003491
         952     -6.6587     -6.6928  0.00348751
         953    -6.72784    -6.69283  0.00348405
         954     -6.6744    -6.69281  0.00348045
         955    -6.71234    -6.69283  0.00347686
         956    -6.66533    -6.69281  0.00347335
         957    -6.68861     -6.6928  0.00346972
         958    -6.68467    -6.69279  0.00346611
         959    -6.68314    -6.69278  0.00346251
         960    -6.73497    -6.69283  0.00345918
         961    -6.69251    -6.69283  0.00345558
         962    -6.76732     -6.6929  0.00345286
         963    -6.80691    -6.69302   0.0034513
         964    -6.74044    -6.69307  0.00344807
         965    -6.76885    -6.69315  0.00344539
         966    -6.79862    -6.69326  0.00344355
         967    -6.82221    -6.69339  0.00344257
         968    -6.75708    -6.69346  0.00343965
         969    -6.79473    -6.69356  0.00343768
         970    -6.87645    -6.69375  0.00343931
         971    -6.85321    -6.69391  0.00343968
         972    -6.75057    -6.69397  0.00343664
         973    -6.73318    -6.69401  0.00343334
         974    -6.75186    -6.69407  0.00343033
         975    -6.74757    -6.69413  0.00342725
         976    -6.78391    -6.69422  0.00342497
         977    -6.66747    -6.69419  0.00342158
         978    -6.64248    -6.69414  0.00341849
         979    -6.61504    -6.69406  0.00341595
         980    -6.57104    -6.69393  0.00341477
         981    -6.59336    -6.69383  0.00341283
         982    -6.65175    -6.69379  0.00340962
         983    -6.72597    -6.69382  0.00340631
         984    -6.69666    -6.69382  0.00340285
         985    -6.59599    -6.69372  0.00340085
         986    -6.53521    -6.69356  0.00340119
         987    -6.60367    -6.69347  0.00339897
         988    -6.63068    -6.69341  0.00339612
         989    -6.63055    -6.69335  0.00339328
         990    -6.64751     -6.6933  0.00339017
         991    -6.70053    -6.69331  0.00338676
         992    -6.70264    -6.69332  0.00338336
         993    -6.68734    -6.69331  0.00337995
         994    -6.74519    -6.69336  0.00337696
         995    -6.75743    -6.69343  0.00337418
         996    -6.75228    -6.69349  0.00337131
         997    -6.68464    -6.69348  0.00336794
         998    -6.79875    -6.69358  0.00336621
         999    -6.70329    -6.69359  0.00336286
        1000    -6.67062    -6.69357  0.00335957
        1001    -6.62368     -6.6935  0.00335694
        1002    -6.66797    -6.69347  0.00335369
        1003    -6.70401    -6.69348  0.00335036
        1004    -6.69755    -6.69349  0.00334703
        1005    -6.66396    -6.69346  0.00334383
        1006    -6.75027    -6.69351  0.00334098
        1007    -6.74895    -6.69357  0.00333812
        1008    -6.73177    -6.69361  0.00333502
        1009    -6.70085    -6.69361  0.00333172
        1010    -6.68485    -6.69361  0.00332843
        1011    -6.69179     -6.6936  0.00332514
        1012    -6.60839    -6.69352  0.00332292
        1013    -6.65785    -6.69349  0.00331983
        1014    -6.74412    -6.69354  0.00331693
        1015    -6.74599    -6.69359  0.00331406
        1016     -6.6063     -6.6935  0.00331192
        1017    -6.64959    -6.69346  0.00330894
        1018    -6.59923    -6.69337  0.00330699
        1019    -6.53508    -6.69321  0.00330739
        1020    -6.58622     -6.6931  0.00330581
        1021    -6.66717    -6.69308  0.00330267
        1022    -6.59989    -6.69299  0.00330069
        1023    -6.67845    -6.69297   0.0032975
        1024    -6.69604    -6.69298  0.00329428
        1025    -6.56196    -6.69285  0.00329354
        1026    -6.61627    -6.69277  0.00329118
        1027    -6.55072    -6.69264  0.00329088
        1028    -6.61413    -6.69256  0.00328856
        1029    -6.63646    -6.69251  0.00328582
        1030    -6.69636    -6.69251  0.00328263
        1031    -6.61668    -6.69244  0.00328027
        1032    -6.62408    -6.69237  0.00327776
        1033    -6.64241    -6.69232  0.00327495
        1034    -6.60503    -6.69224  0.00327287
        1035    -6.60191    -6.69215  0.00327087
        1036    -6.63198    -6.69209  0.00326823
        1037    -6.61634    -6.69202  0.00326589
        1038    -6.60792    -6.69194  0.00326375
        1039    -6.61679    -6.69186  0.00326141
        1040    -6.55838    -6.69174   0.0032608
        1041    -6.56746    -6.69162  0.00325985
        1042    -6.55909    -6.69149   0.0032592
        1043    -6.63249    -6.69143  0.00325657
        1044    -6.76879    -6.69151  0.00325429
        1045    -6.71107    -6.69153  0.00325123
        1046    -6.68581    -6.69152  0.00324813
        1047    -6.73661    -6.69156  0.00324531
        1048    -6.73152     -6.6916  0.00324244
        1049    -6.73828    -6.69165  0.00323965
        1050    -6.76247    -6.69171  0.00323727
        1051    -6.79799    -6.69181  0.00323577
        1052    -6.76771    -6.69189   0.0032335
        1053    -6.76823    -6.69196  0.00323124
        1054    -6.81935    -6.69208  0.00323043
        1055    -6.83968    -6.69222   0.0032304
        1056    -6.87728     -6.6924  0.00323209
        1057    -6.77427    -6.69247  0.00322996
        1058    -6.74453    -6.69252  0.00322728
        1059    -6.75284    -6.69258  0.00322474
        1060    -6.72955    -6.69261  0.00322188
        1061    -6.74424    -6.69266  0.00321921
        1062    -6.73503     -6.6927  0.00321643
        1063    -6.75563    -6.69276  0.00321395
        1064    -6.67203    -6.69274  0.00321099
        1065    -6.70553    -6.69275  0.00320799
        1066     -6.6475    -6.69271  0.00320527
        1067    -6.68623    -6.69271  0.00320227
        1068    -6.69752    -6.69271  0.00319927
        1069    -6.62193    -6.69264  0.00319696
        1070    -6.61514    -6.69257   0.0031948
        1071    -6.65477    -6.69254  0.00319201
        1072    -6.63235    -6.69248  0.00318953
        1073    -6.64417    -6.69244  0.00318687
        1074    -6.67232    -6.69242  0.00318396
        1075    -6.68188    -6.69241  0.00318101
        1076    -6.65851    -6.69238  0.00317821
        1077    -6.59621    -6.69229  0.00317651
        1078    -6.61147    -6.69221  0.00317445
        1079    -6.67435    -6.69219  0.00317155
        1080    -6.68945    -6.69219  0.00316862
        1081    -6.69833     -6.6922  0.00316569
        1082    -6.77498    -6.69227  0.00316369
        1083     -6.8372    -6.69241   0.0031636
        1084    -6.79354     -6.6925  0.00316205
        1085    -6.80377     -6.6926   0.0031608
        1086    -6.76747    -6.69267  0.00315864
        1087     -6.7977    -6.69277  0.00315722
        1088    -6.78835    -6.69286  0.00315554
        1089    -6.77549    -6.69293  0.00315355
        1090    -6.71583    -6.69295  0.00315073
        1091    -6.68631    -6.69295  0.00314784
        1092    -6.73375    -6.69299  0.00314518
        1093    -6.70608      -6.693  0.00314233
        1094    -6.73508    -6.69304  0.00313969
        1095    -6.76214     -6.6931  0.00313746
        1096    -6.67475    -6.69308  0.00313464
        1097    -6.71953    -6.69311  0.00313188
        1098    -6.71186    -6.69312  0.00312907
        1099    -6.73957    -6.69317  0.00312651
        1100    -6.67781    -6.69315   0.0031237
        1101    -6.70541    -6.69316  0.00312088
        1102    -6.72379    -6.69319  0.00311817
        1103    -6.70231     -6.6932  0.00311536
        1104    -6.71003    -6.69321  0.00311257
        1105    -6.58252    -6.69311  0.00311137
        1106    -6.54876    -6.69298  0.00311129
        1107    -6.60784    -6.69291  0.00310943
        1108    -6.59038    -6.69281    0.003108
        1109    -6.62635    -6.69275  0.00310577
        1110    -6.71829    -6.69278  0.00310306
        1111    -6.67004    -6.69276  0.00310034
        1112    -6.67897    -6.69274  0.00309757
        1113    -6.73565    -6.69278  0.00309503
        1114    -6.77201    -6.69285  0.00309307
        1115    -6.75334    -6.69291  0.00309077
        1116    -6.70136    -6.69292  0.00308801
        1117    -6.69808    -6.69292  0.00308525
        1118     -6.7449    -6.69297  0.00308284
        1119    -6.70252    -6.69298   0.0030801
        1120    -6.73399    -6.69301  0.00307756
        1121    -6.75609    -6.69307  0.00307533
        1122     -6.7237     -6.6931  0.00307271
        1123    -6.76421    -6.69316  0.00307063
        1124    -6.82684    -6.69328   0.0030702
        1125    -6.80265    -6.69337  0.00306901
        1126     -6.7549    -6.69343  0.00306677
        1127    -6.71793    -6.69345  0.00306413
        1128    -6.74889     -6.6935   0.0030618
        1129     -6.7225    -6.69353   0.0030592
        1130    -6.66711     -6.6935  0.00305658
        1131    -6.67561    -6.69349  0.00305392
        1132    -6.73515    -6.69352  0.00305144
        1133    -6.68393    -6.69352  0.00304876
        1134    -6.53689    -6.69338   0.0030492
        1135    -6.48825     -6.6932  0.00305187
        1136    -6.52198    -6.69305   0.0030529
        1137     -6.6041    -6.69297  0.00305122
        1138    -6.66605    -6.69294  0.00304863
        1139    -6.63567    -6.69289  0.00304636
        1140    -6.62628    -6.69284  0.00304425
        1141    -6.67527    -6.69282  0.00304162
        1142    -6.67331     -6.6928  0.00303901
        1143    -6.70606    -6.69281  0.00303637
        1144    -6.73789    -6.69285  0.00303397
        1145    -6.71354    -6.69287  0.00303138
        1146    -6.66377    -6.69285  0.00302884
        1147    -6.69937    -6.69285   0.0030262
        1148    -6.70164    -6.69286  0.00302358
        1149    -6.72683    -6.69289  0.00302109
        1150    -6.74641    -6.69294  0.00301882
        1151    -6.65615     -6.6929  0.00301637
        1152    -6.68556     -6.6929  0.00301376
        1153    -6.63869    -6.69285  0.00301151
        1154    -6.66424    -6.69283    0.003009
        1155    -6.68453    -6.69282   0.0030064
        1156    -6.68792    -6.69281  0.00300381
        1157    -6.77531    -6.69289  0.00300206
        1158     -6.7935    -6.69297  0.00300072
        1159    -6.82564    -6.69309  0.00300031
        1160    -6.80379    -6.69318  0.00299925
        1161      -6.762    -6.69324  0.00299725
        1162    -6.69406    -6.69324  0.00299467
        1163    -6.68595    -6.69324   0.0029921
        1164    -6.63021    -6.69318  0.00299002
        1165    -6.67253    -6.69316  0.00298751
        1166    -6.71149    -6.69318  0.00298498
        1167    -6.71778     -6.6932   0.0029825
        1168      -6.703    -6.69321  0.00297996
        1169    -6.68478     -6.6932  0.00297742
        1170    -6.70876    -6.69322   0.0029749
        1171    -6.73328    -6.69325  0.00297256
        1172    -6.65377    -6.69322  0.00297021
        1173    -6.73069    -6.69325  0.00296785
        1174     -6.8177    -6.69335  0.00296722
        1175    -6.76921    -6.69342   0.0029654
        1176    -6.76707    -6.69348  0.00296354
        1177    -6.74234    -6.69352  0.00296131
        1178    -6.79372    -6.69361  0.00296002
        1179    -6.75233    -6.69366  0.00295792
        1180    -6.71106    -6.69367  0.00295545
        1181    -6.66584    -6.69365  0.00295305
        1182    -6.65861    -6.69362   0.0029507
        1183    -6.63823    -6.69357  0.00294857
        1184    -6.70211    -6.69358  0.00294609
        1185    -6.74615    -6.69362  0.00294394
        1186     -6.6768    -6.69361  0.00294149
        1187    -6.68666     -6.6936  0.00293902
        1188     -6.6892     -6.6936  0.00293655
        1189    -6.66944    -6.69358  0.00293415
        1190    -6.66092    -6.69355  0.00293181
        1191    -6.64191    -6.69351  0.00292967
        1192    -6.61463    -6.69344  0.00292796
        1193    -6.59822    -6.69336  0.00292659
        1194     -6.6324    -6.69331  0.00292459
        1195     -6.6097    -6.69324  0.00292298
        1196    -6.59916    -6.69316  0.00292159
        1197    -6.61736     -6.6931  0.00291984
        1198    -6.59754    -6.69302  0.00291849
        1199    -6.60241    -6.69294  0.00291703
        1200    -6.67118    -6.69293  0.00291466
        1201    -6.56393    -6.69282  0.00291421
        1202    -6.59843    -6.69274  0.00291284
        1203    -6.64727     -6.6927  0.00291067
        1204    -6.54028    -6.69258    0.002911
        1205    -6.57585    -6.69248   0.0029102
        1206    -6.62857    -6.69243  0.00290827
        1207    -6.66852    -6.69241  0.00290592
        1208    -6.62856    -6.69235    0.002904
        1209    -6.64236    -6.69231  0.00290189
        1210    -6.60677    -6.69224  0.00290035
        1211     -6.6425     -6.6922  0.00289825
        1212    -6.64582    -6.69216  0.00289611
        1213     -6.6821    -6.69215  0.00289374
        1214    -6.68043    -6.69214  0.00289137
        1215     -6.6525    -6.69211  0.00288917
        1216    -6.61824    -6.69205  0.00288744
        1217    -6.78208    -6.69212  0.00288601
        1218    -6.82951    -6.69224  0.00288584
        1219     -6.8134    -6.69234  0.00288519
        1220    -6.77698    -6.69241  0.00288366
        1221    -6.68929     -6.6924   0.0028813
        1222      -6.665    -6.69238  0.00287903
        1223    -6.63884    -6.69234    0.002877
        1224    -6.61573    -6.69228  0.00287533
        1225    -6.68364    -6.69227    0.002873
        1226     -6.7166    -6.69229  0.00287072
        1227    -6.73872    -6.69233  0.00286863
        1228     -6.6852    -6.69232   0.0028663
        1229    -6.63582    -6.69227  0.00286434
        1230    -6.67867    -6.69226  0.00286203
        1231    -6.77275    -6.69233  0.00286045
        1232    -6.78415     -6.6924   0.0028591
        1233    -6.68815     -6.6924  0.00285678
        1234    -6.73942    -6.69244  0.00285472
        1235    -6.62359    -6.69238  0.00285296
        1236    -6.69935    -6.69239  0.00285065
        1237     -6.7349    -6.69242  0.00284856
        1238    -6.74173    -6.69246  0.00284653
        1239    -6.69921    -6.69247  0.00284424
        1240    -6.71477    -6.69248    0.002842
        1241    -6.64898    -6.69245  0.00283993
        1242    -6.62334    -6.69239  0.00283819
        1243    -6.57803     -6.6923   0.0028374
        1244    -6.59799    -6.69223  0.00283613
        1245    -6.69037    -6.69222  0.00283385
        1246     -6.6965    -6.69223  0.00283158
        1247    -6.70514    -6.69224  0.00282933
        1248    -6.78553    -6.69231  0.00282805
        1249    -6.73669    -6.69235  0.00282601
        1250     -6.7585     -6.6924  0.00282424
        1251    -6.70111    -6.69241  0.00282199
        1252    -6.69292    -6.69241  0.00281974
        1253    -6.64599    -6.69237  0.00281773
        1254    -6.60467     -6.6923  0.00281635
        1255    -6.67648    -6.69229  0.00281414
        1256    -6.64079    -6.69225  0.00281219
        1257    -6.61441    -6.69219  0.00281064
        1258    -6.62666    -6.69213  0.00280889
        1259    -6.53526    -6.69201  0.00280942
        1260    -6.60458    -6.69194  0.00280804
        1261    -6.62104    -6.69188  0.00280638
        1262    -6.56038    -6.69178  0.00280609
        1263    -6.61712    -6.69172  0.00280449
        1264    -6.54516    -6.69161  0.00280467
        1265    -6.61953    -6.69155  0.00280303
        1266    -6.65654    -6.69152  0.00280095
        1267    -6.72128    -6.69154  0.00279884
        1268    -6.75817     -6.6916  0.00279713
        1269    -6.76311    -6.69165  0.00279549
        1270    -6.72625    -6.69168  0.00279342
        1271    -6.75978    -6.69173  0.00279174
        1272    -6.77824     -6.6918  0.00279037
        1273    -6.75929    -6.69185  0.00278868
        1274    -6.72129    -6.69188  0.00278659
        1275    -6.73307    -6.69191  0.00278459
        1276    -6.72644    -6.69194  0.00278254
        1277    -6.70095    -6.69194  0.00278037
        1278    -6.62443    -6.69189   0.0027787
        1279      -6.671    -6.69188  0.00277657
        1280    -6.76301    -6.69193  0.00277496
        1281    -6.71854    -6.69195  0.00277287
        1282     -6.6998    -6.69196  0.00277071
        1283    -6.69192    -6.69196  0.00276855
        1284    -6.71357    -6.69197  0.00276645
        1285    -6.69973    -6.69198   0.0027643
        1286    -6.82096    -6.69208  0.00276397
        1287    -6.82304    -6.69218   0.0027637
        1288    -6.83858     -6.6923  0.00276389
        1289      -6.838    -6.69241  0.00276405
        1290    -6.83134    -6.69252  0.00276401
        1291    -6.79328    -6.69259  0.00276297
        1292    -6.73061    -6.69262  0.00276099
        1293    -6.74641    -6.69267  0.00275917
        1294    -6.78573    -6.69274  0.00275797
        1295    -6.74594    -6.69278  0.00275615
        1296    -6.77252    -6.69284  0.00275471
        1297    -6.80752    -6.69293    0.002754
        1298    -6.80906    -6.69302  0.00275333
        1299    -6.89521    -6.69317  0.00275561
        1300    -6.82044    -6.69327  0.00275523
        1301    -6.80228    -6.69336  0.00275438
        1302    -6.77025    -6.69341   0.0027529
        1303    -6.75027    -6.69346  0.00275114
        1304    -6.82567    -6.69356  0.00275089
        1305    -6.71536    -6.69358  0.00274884
        1306    -6.73766    -6.69361  0.00274694
        1307    -6.77266    -6.69367   0.0027455
        1308    -6.76374    -6.69372  0.00274393
        1309    -6.73545    -6.69376  0.00274202
        1310    -6.74594     -6.6938  0.00274021
