0 31 18 4 30 14 15 21 5 8 27 25 16 7 23 22 17 32 28 6 3 10 11 26 9 13 20 1 2 33 29 19 24 12 
0 10 14 29 19 3 26 7 12 15 1 2 21 20 11 6 9 27 25 28 5 13 16 17 8 31 18 4 30 23 22 32 33 24 
0 31 18 10 14 29 19 3 26 7 12 15 1 2 21 20 11 6 9 27 25 28 5 13 16 17 8 4 30 23 22 32 33 24 
0 31 18 10 14 29 19 3 26 7 12 15 1 2 21 4 30 20 11 6 9 27 25 28 5 13 16 17 8 24 23 32 33 22 
0 31 18 10 14 29 19 3 26 8 12 15 1 2 21 4 30 20 11 6 9 27 25 28 5 13 16 17 33 32 22 23 7 24 
0 31 18 10 14 29 19 3 26 8 12 15 1 2 21 4 30 20 11 6 9 27 25 28 5 13 16 17 33 32 7 23 22 24 
0 31 24 10 14 29 19 3 26 8 12 15 1 2 21 4 30 7 20 11 6 9 27 25 28 5 13 16 17 33 32 22 23 18 
0 31 18 10 14 3 29 19 24 26 8 12 15 1 2 21 4 30 7 20 11 6 9 27 25 28 5 13 16 17 33 32 22 23 
0 31 18 10 14 29 19 3 26 8 12 15 1 2 21 4 30 7 20 24 11 6 9 27 25 28 5 13 16 17 33 32 22 23 
0 31 18 24 26 8 12 15 1 2 21 4 30 7 20 11 6 9 10 14 3 29 19 27 25 28 5 13 16 17 33 32 22 23 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 6 9 10 14 27 29 19 3 25 28 5 13 16 17 33 32 22 23 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 6 9 10 14 3 29 19 27 25 28 5 13 16 17 33 32 23 22 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 10 6 9 14 3 29 19 27 25 28 5 13 16 17 33 32 22 23 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 10 6 9 14 3 29 19 27 25 5 28 13 16 17 33 32 22 23 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 10 6 9 14 3 29 19 27 25 5 28 13 16 17 33 22 32 23 
0 31 18 20 7 30 4 21 2 1 15 12 8 26 24 11 10 6 9 14 3 29 19 27 5 25 28 13 16 17 33 22 32 23 
0 31 20 7 30 4 21 2 1 18 15 12 8 26 24 11 10 6 9 14 3 29 19 27 5 25 28 13 16 17 33 22 32 23 
0 31 20 7 30 4 21 2 1 18 15 12 8 26 24 11 10 6 9 14 3 29 19 27 5 25 28 13 16 17 33 22 32 23 
0 31 20 7 30 4 21 2 1 18 15 12 8 26 24 11 10 6 28 9 14 3 29 19 27 5 25 13 16 17 33 22 32 23 
0 31 20 7 30 4 21 2 1 18 15 12 8 26 24 11 10 6 28 9 14 3 29 19 27 5 25 13 16 17 33 22 32 23 
0 31 20 7 30 4 21 2 1 18 15 12 8 26 24 11 10 6 28 9 14 3 29 19 27 5 25 13 16 17 33 22 32 23 
