1 0
1.992 0.0114996
3.0046 0.0189015
4.0226 0.0306002
5.0218 0.0361719
5.987 0.0454043
6.975 0.0544591
7.934 0.0643139
8.9706 0.0744384
9.9688 0.0829647
10.986 0.0920902
11.9696 0.0959006
12.8776 0.107936
13.9278 0.11215
14.9044 0.125768
15.8828 0.131647
16.8152 0.136336
17.7658 0.142891
18.7646 0.144508
19.7766 0.149143
20.828 0.155787
21.8372 0.165299
22.8686 0.178294
23.8678 0.178067
24.8768 0.193896
25.9462 0.203609
26.9064 0.221521
27.9276 0.232754
28.9166 0.241209
29.8968 0.250649
31.0684 0.261287
32.054 0.276467
33.042 0.289461
34.0652 0.29454
35.1778 0.292211
36.3444 0.294594
37.3232 0.318844
38.1846 0.316353
39.2518 0.32794
40.3014 0.332493
41.2354 0.337918
42.326 0.341364
43.3468 0.360011
44.4136 0.379177
45.477 0.380143
46.5796 0.396405
47.5604 0.40633
48.6618 0.400261
49.6952 0.410072
50.5632 0.409105
51.4184 0.407567
52.471 0.412336
53.593 0.415507
54.5994 0.418493
55.5828 0.436785
56.4498 0.438523
57.4856 0.46073
58.5192 0.457977
59.5056 0.470568
60.6716 0.480583
61.6754 0.477122
62.5832 0.493377
63.6866 0.493178
64.7242 0.504165
65.6682 0.507951
66.78 0.513613
67.7232 0.5237
68.5696 0.522509
69.5964 0.52655
70.4268 0.546391
71.5172 0.551545
72.5552 0.554415
73.529 0.555174
74.5862 0.56223
75.517 0.552512
76.518 0.553519
77.6124 0.565746
78.6574 0.580774
79.54 0.592423
80.454 0.596305
81.3532 0.594597
82.481 0.606907
83.664 0.622477
84.4304 0.639928
85.5602 0.643605
86.5948 0.676216
87.521 0.694181
88.4578 0.710524
89.3752 0.723622
90.475 0.737154
91.583 0.757039
92.5268 0.787507
93.7304 0.774458
94.7532 0.793239
95.6652 0.823559
96.6374 0.839045
97.5936 0.874647
98.4142 0.867568
99.4226 0.853277
100.347 0.860384
