#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.44       -0.44           0
           2        -0.6       -0.52   0.0565685
           3        -0.6   -0.546667   0.0435465
           4        -0.6       -0.56    0.034641
           5       -0.68      -0.584   0.0350542
           6       -0.84   -0.626667   0.0486864
           7       -0.84   -0.657143   0.0503747
           8       -0.76       -0.67   0.0456892
           9       -0.76       -0.68   0.0416926
          10       -0.76      -0.688   0.0382832
          11       -0.68   -0.687273   0.0348098
          12       -0.76   -0.693333   0.0324323
          13       -0.76   -0.698462   0.0303402
          14       -0.76   -0.702857   0.0284897
          15       -0.84      -0.712    0.028019
          16       -0.84       -0.72   0.0273861
          17       -0.76   -0.722353   0.0258761
          18        -0.6   -0.715556   0.0253156
          19        -0.6   -0.709474   0.0247029
          20       -0.68      -0.708   0.0235117
          21        -0.6   -0.702857   0.0229477
          22       -0.68   -0.701818   0.0219281
          23       -0.68    -0.70087   0.0209952
          24        -0.6   -0.696667   0.0205368
          25       -0.68      -0.696   0.0197261
          26       -0.76   -0.698462   0.0191204
          27       -0.68   -0.697778   0.0184245
          28       -0.52   -0.691429   0.0188287
          29       -0.68   -0.691034   0.0181835
          30       -0.68   -0.690667   0.0175811
          31       -0.76   -0.692903   0.0171557
          32       -0.68     -0.6925   0.0166243
          33       -0.68   -0.692121   0.0161248
          34       -0.76   -0.694118   0.0157737
          35       -0.76      -0.696   0.0154349
          36       -0.76   -0.697778   0.0151082
          37       -0.84   -0.701622    0.015181
          38       -0.76   -0.703158    0.014859
          39       -0.68   -0.702564   0.0144899
          40       -0.76      -0.704   0.0141986
          41       -0.76   -0.705366   0.0139178
          42       -0.84   -0.708571   0.0139507
          43       -0.76   -0.709767   0.0136775
          44       -0.76   -0.710909   0.0134142
          45       -0.68   -0.710222   0.0131336
          46       -0.68   -0.709565   0.0128646
          47        -0.6   -0.707234   0.0128003
          48        -0.6      -0.705   0.0127271
          49       -0.68    -0.70449   0.0124776
          50       -0.68      -0.704   0.0122376
          51       -0.68   -0.703529   0.0120067
          52       -0.76   -0.704615   0.0118248
          53       -0.84    -0.70717   0.0118744
          54       -0.84    -0.70963   0.0119066
          55       -0.84      -0.712   0.0119237
          56       -0.76   -0.712857   0.0117416
          57       -0.92   -0.716491   0.0120849
          58       -0.84   -0.718621   0.0120627
          59       -0.84   -0.720678   0.0120324
          60       -0.76   -0.721333   0.0118497
          61       -0.76   -0.721967   0.0116724
          62       -0.84   -0.723871   0.0116383
          63       -0.84   -0.725714   0.0115986
          64       -0.84     -0.7275   0.0115541
          65       -0.84   -0.729231   0.0115052
          66       -0.76   -0.729697   0.0113403
          67       -0.76   -0.730149   0.0111801
          68       -0.68   -0.729412     0.01104
          69       -0.68   -0.728696   0.0109032
          70       -0.68      -0.728   0.0107696
          71       -0.76   -0.728451   0.0106273
          72       -0.76   -0.728889   0.0104887
          73       -0.76   -0.729315   0.0103537
          74       -0.76    -0.72973   0.0102221
          75       -0.76   -0.730133   0.0100938
          76       -0.68   -0.729474  0.00998249
          77       -0.68   -0.728831   0.0098735
          78       -0.76   -0.729231    0.009755
          79       -0.68   -0.728608  0.00965141
          80       -0.68      -0.728  0.00954987
          81       -0.68   -0.727407  0.00945034
          82       -0.52   -0.724878  0.00966765
          83       -0.52    -0.72241  0.00986127
          84       -0.76   -0.722857  0.00975402
          85       -0.76   -0.723294  0.00964905
          86       -0.84   -0.724651  0.00963181
          87       -0.76   -0.725057  0.00952966
          88       -0.84   -0.726364  0.00951046
          89       -0.68   -0.725843  0.00941786
          90       -0.76   -0.726222  0.00932086
          91       -0.76   -0.726593  0.00922582
          92       -0.84   -0.727826  0.00920752
          93       -0.76   -0.728172  0.00911502
          94       -0.76   -0.728511  0.00902433
          95       -0.76   -0.728842  0.00893543
          96       -0.84       -0.73  0.00891706
          97       -0.84   -0.731134  0.00889694
          98       -0.92   -0.733061  0.00901247
          99       -0.84   -0.734141  0.00898594
         100       -0.84     -0.7352  0.00895821
         101       -0.84   -0.736238  0.00892941
         102       -0.84   -0.737255  0.00889962
         103       -0.92   -0.739029  0.00898834
         104       -0.92   -0.740769  0.00906878
         105       -0.92   -0.742476  0.00914165
         106       -0.92   -0.744151  0.00920754
         107       -0.92   -0.745794  0.00926699
         108       -0.92   -0.747407  0.00932051
         109       -0.92   -0.748991  0.00936854
         110       -0.92   -0.750545  0.00941147
         111       -0.84   -0.751351  0.00936112
         112       -0.84   -0.752143  0.00931094
         113       -0.84    -0.75292  0.00926095
         114       -0.76   -0.752982  0.00917992
         115       -0.68   -0.752348  0.00912201
         116       -0.68   -0.751724  0.00906467
         117       -0.76   -0.751795  0.00898747
         118       -0.84   -0.752542  0.00894233
         119       -0.84   -0.753277  0.00889734
         120       -0.76   -0.753333  0.00882337
         121       -0.76   -0.753388  0.00875062
         122       -0.76   -0.753443  0.00867906
         123       -0.84   -0.754146  0.00863698
         124       -0.76   -0.754194  0.00856746
         125       -0.76    -0.75424  0.00849905
         126       -0.76   -0.754286  0.00843172
         127       -0.76   -0.754331  0.00836544
         128       -0.76   -0.754375  0.00830021
         129        -0.6   -0.753178  0.00832169
         130       -0.76   -0.753231  0.00825784
         131        -0.6   -0.752061  0.00827723
         132       -0.68   -0.751515  0.00823251
         133       -0.76   -0.751579  0.00817085
         134       -0.76   -0.751642  0.00811012
         135       -0.76   -0.751704  0.00805028
         136       -0.68   -0.751176  0.00800833
         137       -0.68   -0.750657  0.00796671
         138        -0.6   -0.749565  0.00798344
         139       -0.68   -0.749065  0.00794167
         140       -0.68   -0.748571  0.00790025
         141       -0.68   -0.748085  0.00785918
         142       -0.76   -0.748169  0.00780428
         143       -0.84   -0.748811  0.00777608
         144       -0.84   -0.749444  0.00774782
         145       -0.84   -0.750069  0.00771952
         146       -0.76   -0.750137  0.00766694
         147       -0.76   -0.750204  0.00761508
         148       -0.84   -0.750811  0.00758776
         149       -0.84   -0.751409  0.00756041
         150       -0.92   -0.752533  0.00759309
         151       -0.92   -0.753642  0.00762337
         152       -0.84   -0.754211  0.00759435
         153       -0.84   -0.754771  0.00756539
         154       -0.68   -0.754286  0.00753183
         155       -0.68   -0.753806  0.00749847
         156       -0.84   -0.754359  0.00747073
         157       -0.76   -0.754395  0.00742323
         158       -0.76    -0.75443  0.00737633
         159        -0.6   -0.753459  0.00739361
         160       -0.68      -0.753  0.00736164
         161       -0.84    -0.75354  0.00733572
         162       -0.84   -0.754074  0.00730983
         163       -0.92   -0.755092  0.00733552
         164       -0.92   -0.756098  0.00735939
         165       -0.92   -0.757091  0.00738152
         166       -0.76   -0.757108  0.00733707
         167       -0.84   -0.757605  0.00730991
         168       -0.92   -0.758571  0.00733003
         169       -0.92   -0.759527  0.00734863
         170       -0.92   -0.760471  0.00736578
         171       -0.92   -0.761404  0.00738155
         172       -0.92   -0.762326    0.007396
         173       -0.76   -0.762312  0.00735326
         174       -0.76   -0.762299  0.00731101
         175       -0.84   -0.762743  0.00728271
         176       -0.92   -0.763636  0.00729593
         177       -0.92    -0.76452    0.007308
         178       -0.84   -0.764944  0.00727924
         179       -0.76   -0.764916  0.00723862
         180       -0.76   -0.764889  0.00719846
         181       -0.76   -0.764862  0.00715874
         182       -0.76   -0.764835  0.00711946
         183        -0.6   -0.763934   0.0071373
         184       -0.68   -0.763478  0.00711308
         185       -0.76   -0.763459  0.00707465
         186       -0.76   -0.763441  0.00703664
         187       -0.84    -0.76385  0.00701091
         188       -0.84   -0.764255  0.00698531
         189       -0.68    -0.76381  0.00696256
         190       -0.84   -0.764211  0.00693746
         191       -0.76   -0.764188  0.00690117
         192       -0.68    -0.76375  0.00687914
         193       -0.76   -0.763731  0.00684353
         194       -0.76   -0.763711  0.00680828
         195       -0.76   -0.763692  0.00677339
         196       -0.76   -0.763673  0.00673886
         197       -0.76   -0.763655  0.00670468
         198       -0.84    -0.76404  0.00668189
         199       -0.76    -0.76402  0.00664835
         200       -0.84     -0.7644  0.00662595
         201       -0.76   -0.764378  0.00659302
         202       -0.68    -0.76396   0.0065736
         203       -0.84   -0.764335  0.00655188
         204       -0.84   -0.764706  0.00653026
         205       -0.68   -0.764293  0.00651146
         206       -0.68   -0.763883  0.00649269
         207       -0.68   -0.763478  0.00647396
         208       -0.76   -0.763462  0.00644286
         209       -0.76   -0.763445  0.00641205
