#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.44       -0.44           0
           2        -0.6       -0.52   0.0565685
           3        -0.6   -0.546667   0.0435465
           4       -0.68       -0.58    0.043589
           5       -0.76      -0.616   0.0474637
           6       -0.84   -0.653333   0.0522104
           7       -0.84       -0.68   0.0511101
           8       -0.84        -0.7   0.0484768
           9       -0.84   -0.715556   0.0455179
          10       -0.84      -0.728   0.0426333
          11       -0.84   -0.738182   0.0399549
          12       -0.84   -0.746667   0.0375154
          13       -0.84   -0.753846   0.0353099
          14       -0.92   -0.765714   0.0347251
          15       -0.92      -0.776   0.0338992
          16       -0.92      -0.785   0.0329536
          17       -0.92   -0.792941   0.0319576
          18       -0.92        -0.8    0.030952
          19       -0.92   -0.806316   0.0299604
          20       -0.92      -0.812   0.0289966
          21       -0.92   -0.817143   0.0280681
          22          -1   -0.825455   0.0279959
          23          -1   -0.833043   0.0277883
          24          -1       -0.84   0.0274874
          25          -1     -0.8464   0.0271227
          26          -1   -0.852308   0.0267152
          27          -1   -0.857778   0.0262798
          28          -1   -0.862857   0.0258274
          29          -1   -0.867586   0.0253661
          30          -1      -0.872   0.0249016
          31          -1   -0.876129   0.0244382
          32          -1       -0.88   0.0239792
          33          -1   -0.883636   0.0235266
          34          -1   -0.887059   0.0230823
          35          -1   -0.890286   0.0226472
          36          -1   -0.893333   0.0222222
          37          -1   -0.896216   0.0218078
          38          -1   -0.898947   0.0214043
          39       -0.92   -0.899487   0.0208622
          40       -0.92        -0.9    0.020347
          41       -0.92   -0.900488   0.0198566
          42       -0.92   -0.900952   0.0193892
          43       -0.92   -0.901395   0.0189434
          44          -1   -0.903636   0.0186449
          45          -1   -0.905778   0.0183532
          46          -1   -0.907826   0.0180681
          47          -1   -0.909787   0.0177898
          48          -1   -0.911667   0.0175182
          49          -1   -0.913469   0.0172532
          50          -1     -0.9152   0.0169947
          51          -1   -0.916863   0.0167426
          52          -1   -0.918462   0.0164968
          53          -1       -0.92   0.0162571
          54          -1   -0.921481   0.0160234
          55          -1   -0.922909   0.0157955
          56          -1   -0.924286   0.0155733
          57          -1   -0.925614   0.0153567
          58       -0.92   -0.925517   0.0150922
          59       -0.92   -0.925424   0.0148367
          60       -0.92   -0.925333   0.0145897
          61       -0.92   -0.925246   0.0143508
          62       -0.92   -0.925161   0.0141196
          63       -0.92   -0.925079   0.0138957
          64       -0.92      -0.925   0.0136788
          65          -1   -0.926154   0.0135169
          66          -1   -0.927273   0.0133584
          67          -1   -0.928358    0.013203
          68          -1   -0.929412   0.0130508
          69          -1   -0.930435   0.0129017
          70          -1   -0.931429   0.0127556
          71          -1   -0.932394   0.0126125
          72          -1   -0.933333   0.0124722
          73          -1   -0.934247   0.0123347
          74          -1   -0.935135      0.0122
          75          -1      -0.936    0.012068
          76          -1   -0.936842   0.0119385
          77          -1   -0.937662   0.0118116
          78          -1   -0.938462   0.0116872
          79          -1   -0.939241   0.0115652
          80          -1       -0.94   0.0114455
          81          -1   -0.940741   0.0113282
          82          -1   -0.941463    0.011213
          83          -1   -0.942169   0.0111001
          84          -1   -0.942857   0.0109893
          85          -1   -0.943529   0.0108805
          86          -1   -0.944186   0.0107738
          87          -1   -0.944828   0.0106691
          88          -1   -0.945455   0.0105662
          89          -1   -0.946067   0.0104653
          90          -1   -0.946667   0.0103661
          91          -1   -0.947253   0.0102688
          92          -1   -0.947826   0.0101732
          93          -1   -0.948387   0.0100792
          94          -1   -0.948936  0.00998694
          95          -1   -0.949474  0.00989627
          96          -1       -0.95  0.00980717
          97          -1   -0.950515   0.0097196
          98          -1    -0.95102  0.00963353
          99          -1   -0.951515  0.00954892
         100          -1      -0.952  0.00946573
         101          -1   -0.952475  0.00938393
         102          -1   -0.952941  0.00930349
         103          -1   -0.953398  0.00922438
         104          -1   -0.953846  0.00914656
         105          -1   -0.954286     0.00907
         106          -1   -0.954717  0.00899469
         107          -1    -0.95514  0.00892057
         108          -1   -0.955556  0.00884764
         109          -1   -0.955963  0.00877586
         110          -1   -0.956364  0.00870521
         111          -1   -0.956757  0.00863565
         112          -1   -0.957143  0.00856718
         113          -1   -0.957522  0.00849975
         114          -1   -0.957895  0.00843336
         115          -1   -0.958261  0.00836797
         116          -1   -0.958621  0.00830356
         117          -1   -0.958974  0.00824012
         118          -1   -0.959322  0.00817762
         119          -1   -0.959664  0.00811604
         120          -1       -0.96  0.00805536
         121          -1   -0.960331  0.00799557
         122          -1   -0.960656  0.00793664
         123          -1   -0.960976  0.00787856
         124          -1    -0.96129  0.00782131
         125          -1     -0.9616  0.00776486
         126          -1   -0.961905  0.00770922
         127          -1   -0.962205  0.00765435
         128          -1     -0.9625  0.00760024
         129          -1   -0.962791  0.00754688
         130          -1   -0.963077  0.00749426
         131          -1   -0.963359  0.00744235
         132          -1   -0.963636  0.00739114
         133          -1    -0.96391  0.00734062
         134          -1   -0.964179  0.00729078
         135          -1   -0.964444   0.0072416
         136          -1   -0.964706  0.00719307
         137          -1   -0.964964  0.00714518
         138          -1   -0.965217  0.00709791
         139          -1   -0.965468  0.00705126
         140          -1   -0.965714   0.0070052
         141          -1   -0.965957  0.00695974
         142          -1   -0.966197  0.00691486
         143          -1   -0.966434  0.00687054
         144          -1   -0.966667  0.00682678
         145          -1   -0.966897  0.00678357
         146          -1   -0.967123  0.00674089
         147          -1   -0.967347  0.00669875
         148          -1   -0.967568  0.00665712
         149          -1   -0.967785    0.006616
         150          -1      -0.968  0.00657537
         151          -1   -0.968212  0.00653524
         152          -1   -0.968421  0.00649559
         153          -1   -0.968627  0.00645642
         154          -1   -0.968831  0.00641771
         155          -1   -0.969032  0.00637945
         156          -1   -0.969231  0.00634164
         157          -1   -0.969427  0.00630428
         158          -1    -0.96962  0.00626735
         159          -1   -0.969811  0.00623084
         160          -1       -0.97  0.00619476
         161          -1   -0.970186  0.00615908
         162          -1    -0.97037  0.00612381
         163          -1   -0.970552  0.00608894
         164          -1   -0.970732  0.00605446
         165          -1   -0.970909  0.00602036
         166       -0.92   -0.970602   0.0059919
         167       -0.92   -0.970299  0.00596368
         168          -1   -0.970476   0.0059308
         169          -1   -0.970651  0.00589828
         170          -1   -0.970824  0.00586611
         171          -1   -0.970994  0.00583429
         172          -1   -0.971163   0.0058028
         173          -1   -0.971329  0.00577165
         174          -1   -0.971494  0.00574083
         175          -1   -0.971657  0.00571034
         176          -1   -0.971818  0.00568017
         177          -1   -0.971977   0.0056503
         178          -1   -0.972135  0.00562075
         179          -1   -0.972291  0.00559151
         180          -1   -0.972444  0.00556256
         181          -1   -0.972597  0.00553391
         182          -1   -0.972747  0.00550556
         183          -1   -0.972896  0.00547748
         184          -1   -0.973043   0.0054497
         185          -1   -0.973189  0.00542219
         186          -1   -0.973333  0.00539495
         187          -1   -0.973476  0.00536798
         188          -1   -0.973617  0.00534128
         189          -1   -0.973757  0.00531485
         190          -1   -0.973895  0.00528867
         191          -1   -0.974031  0.00526275
         192          -1   -0.974167  0.00523707
         193          -1   -0.974301  0.00521165
         194          -1   -0.974433  0.00518647
         195          -1   -0.974564  0.00516153
         196          -1   -0.974694  0.00513682
         197          -1   -0.974822  0.00511236
         198          -1   -0.974949  0.00508812
         199          -1   -0.975075   0.0050641
         200          -1     -0.9752  0.00504032
         201          -1   -0.975323  0.00501675
         202          -1   -0.975446   0.0049934
         203          -1   -0.975567  0.00497027
         204          -1   -0.975686  0.00494735
         205          -1   -0.975805  0.00492464
         206          -1   -0.975922  0.00490213
         207          -1   -0.976039  0.00487983
         208          -1   -0.976154  0.00485773
         209          -1   -0.976268  0.00483582
         210          -1   -0.976381  0.00481412
         211          -1   -0.976493   0.0047926
         212          -1   -0.976604  0.00477128
         213          -1   -0.976714  0.00475014
         214          -1   -0.976822  0.00472919
         215          -1    -0.97693  0.00470842
         216          -1   -0.977037  0.00468784
         217          -1   -0.977143  0.00466743
         218          -1   -0.977248   0.0046472
         219          -1   -0.977352  0.00462714
         220          -1   -0.977455  0.00460725
         221          -1   -0.977557  0.00458753
         222          -1   -0.977658  0.00456798
         223          -1   -0.977758   0.0045486
         224          -1   -0.977857  0.00452937
         225          -1   -0.977956  0.00451031
         226          -1   -0.978053  0.00449141
         227          -1    -0.97815  0.00447266
         228          -1   -0.978246  0.00445407
