#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.28       -0.28           0
           2       -0.36       -0.32   0.0282843
           3       -0.28   -0.306667   0.0217732
           4       -0.44       -0.34   0.0331662
           5        -0.6      -0.392   0.0535462
           6        -0.6   -0.426667   0.0547046
           7       -0.36   -0.417143   0.0477115
           8        -0.6       -0.44   0.0469042
           9       -0.52   -0.448889   0.0425265
          10       -0.68      -0.472    0.044109
          11       -0.68   -0.490909   0.0439657
          12       -0.68   -0.506667   0.0430331
          13       -0.52   -0.507692   0.0397351
          14       -0.44   -0.502857   0.0371899
          15       -0.52      -0.504   0.0347282
          16       -0.52      -0.505    0.032572
          17       -0.44   -0.501176   0.0308796
          18       -0.52   -0.502222   0.0291818
          19       -0.52   -0.503158   0.0276609
          20       -0.52      -0.504   0.0262907
          21       -0.36   -0.497143   0.0259176
          22        -0.6   -0.501818   0.0251577
          23       -0.52   -0.502609   0.0240763
          24       -0.52   -0.503333    0.023084
          25       -0.44     -0.5008   0.0222992
          26        -0.6   -0.504615   0.0217655
          27       -0.36   -0.499259   0.0216083
          28       -0.36   -0.494286   0.0214013
          29        -0.2   -0.484138   0.0229434
          30       -0.36       -0.48   0.0225487
          31       -0.12   -0.468387   0.0246309
          32       -0.36      -0.465   0.0240929
          33       -0.44   -0.464242   0.0233747
          34        -0.6   -0.468235   0.0230258
          35       -0.44   -0.467429    0.022382
          36        -0.6   -0.471111   0.0220611
          37       -0.36   -0.468108   0.0216683
          38       -0.44   -0.467368   0.0211107
          39       -0.52   -0.468718   0.0206125
          40        -0.6      -0.472   0.0203568
          41       -0.52   -0.473171   0.0198939
          42       -0.36   -0.470476   0.0196019
          43        -0.6   -0.473488   0.0193761
          44        -0.6   -0.476364   0.0191479
          45       -0.52   -0.477333   0.0187469
          46       -0.36   -0.474783   0.0185121
          47       -0.44   -0.474043    0.018133
          48        -0.6   -0.476667   0.0179441
          49       -0.52   -0.477551   0.0175997
          50       -0.36     -0.4752    0.017404
          51       -0.28   -0.471373   0.0174785
          52       -0.36   -0.469231   0.0172731
          53       -0.36    -0.46717   0.0170697
          54       -0.36   -0.465185   0.0168686
          55       -0.44   -0.464727   0.0165681
          56       -0.36   -0.462857   0.0163775
          57       -0.52    -0.46386   0.0161208
          58       -0.36   -0.462069    0.015942
          59       -0.36   -0.460339   0.0157654
          60       -0.44       -0.46   0.0155063
          61       -0.36   -0.458361   0.0153385
          62       -0.52   -0.459355   0.0151233
          63        -0.2   -0.455238   0.0154334
          64       -0.44      -0.455   0.0151941
          65       -0.28   -0.452308    0.015197
          66       -0.28   -0.449697   0.0151893
          67       -0.52   -0.450746   0.0149988
          68       -0.52   -0.451765   0.0148128
          69       -0.36   -0.450435   0.0146577
          70        -0.6   -0.452571   0.0146032
          71       -0.52   -0.453521   0.0144283
          72        -0.6   -0.455556   0.0143707
          73       -0.52   -0.456438   0.0142009
          74       -0.44   -0.456216   0.0140107
          75        -0.6   -0.458133   0.0139545
          76       -0.52   -0.458947   0.0137946
          77       -0.52    -0.45974   0.0136382
          78        -0.6   -0.461538   0.0135814
          79       -0.52   -0.462278   0.0134296
          80        -0.6      -0.464   0.0133716
          81       -0.52   -0.464691   0.0132244
          82       -0.28   -0.462439   0.0132535
          83       -0.68    -0.46506   0.0133505
          84       -0.68   -0.467619   0.0134346
          85       -0.44   -0.467294   0.0132805
          86       -0.52   -0.467907   0.0131402
          87       -0.28   -0.465747   0.0131654
          88       -0.52   -0.466364   0.0130303
          89       -0.52   -0.466966   0.0128978
          90       -0.44   -0.466667    0.012758
          91       -0.36   -0.465495   0.0126715
          92        -0.6   -0.466957   0.0126178
          93       -0.52   -0.467527    0.012495
          94       -0.52   -0.468085   0.0123746
          95       -0.52   -0.468632   0.0122564
          96       -0.44   -0.468333   0.0121323
          97        -0.6   -0.469691   0.0120829
          98        -0.6    -0.47102   0.0120326
          99        -0.6   -0.472323   0.0119814
         100       -0.44      -0.472   0.0118659
         101       -0.28   -0.470099   0.0118997
         102       -0.52   -0.470588   0.0117931
         103       -0.52   -0.471068   0.0116884
         104        -0.6   -0.472308   0.0116416
         105       -0.52   -0.472762   0.0115395
         106       -0.52   -0.473208   0.0114393
         107       -0.52   -0.473645   0.0113407
         108       -0.52   -0.474074   0.0112438
         109       -0.52   -0.474495   0.0111486
         110       -0.52   -0.474909   0.0110549
         111       -0.36   -0.473874   0.0110037
         112       -0.28   -0.472143   0.0110407
         113        -0.2   -0.469735   0.0112026
         114       -0.36   -0.468772   0.0111456
         115       -0.44   -0.468522   0.0110515
         116       -0.36   -0.467586   0.0109958
         117       -0.44    -0.46735   0.0109043
         118       -0.44   -0.467119   0.0108144
         119        -0.2   -0.464874    0.010954
         120       -0.68   -0.466667   0.0110084
         121       -0.52   -0.467107   0.0109263
         122       -0.44   -0.466885    0.010839
         123       -0.28   -0.465366   0.0108568
         124       -0.44   -0.465161   0.0107712
         125       -0.28    -0.46368   0.0107864
         126        -0.2   -0.461587   0.0109019
         127       -0.36   -0.460787   0.0108454
         128        -0.2    -0.45875   0.0109503
         129       -0.28   -0.457364   0.0109528
         130       -0.44   -0.457231   0.0108693
         131        -0.2   -0.455267   0.0109623
         132        -0.6   -0.456364   0.0109339
         133       -0.44   -0.456241   0.0108524
         134       -0.36   -0.455522   0.0107952
         135       -0.44   -0.455407   0.0107158
         136       -0.52   -0.455882   0.0106475
         137       -0.36   -0.455182   0.0105928
         138       -0.52   -0.455652   0.0105264
         139       -0.52   -0.456115   0.0104609
         140       -0.28   -0.454857   0.0104615
         141       -0.36   -0.454184   0.0104089
         142        -0.6   -0.455211   0.0103862
         143        -0.6   -0.456224   0.0103628
         144        -0.6   -0.457222   0.0103388
         145       -0.68   -0.458759    0.010381
         146       -0.36   -0.458082   0.0103319
         147       -0.52   -0.458503   0.0102702
         148       -0.44   -0.458378   0.0102016
         149        -0.6   -0.459329   0.0101773
         150       -0.52   -0.459733   0.0101175
         151       -0.28   -0.458543   0.0101203
         152       -0.28   -0.457368   0.0101216
         153       -0.52   -0.457778   0.0100638
         154       -0.44   -0.457662  0.00999907
         155       -0.52   -0.458065  0.00994264
         156       -0.52   -0.458462  0.00988683
         157       -0.36   -0.457834  0.00984373
         158       -0.52   -0.458228  0.00978929
         159       -0.36    -0.45761  0.00974719
         160       -0.28     -0.4565  0.00974928
         161        -0.6   -0.457391  0.00972938
         162        -0.6   -0.458272  0.00970907
         163       -0.36   -0.457669   0.0096682
         164       -0.44   -0.457561  0.00960985
         165       -0.44   -0.457455   0.0095522
         166       -0.44   -0.457349  0.00949523
         167       -0.44   -0.457246  0.00943894
