#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.28       -0.28           0
           2       -0.44       -0.36   0.0565685
           3       -0.36       -0.36   0.0377124
           4       -0.52        -0.4   0.0447214
           5        -0.6       -0.44   0.0505964
           6       -0.68       -0.48   0.0557773
           7       -0.52   -0.485714    0.048101
           8       -0.68       -0.51   0.0478278
           9        -0.6       -0.52   0.0435465
          10       -0.68      -0.536   0.0420286
          11       -0.68   -0.549091   0.0401949
          12       -0.76   -0.566667   0.0405061
          13       -0.68   -0.575385   0.0383169
          14       -0.44   -0.565714     0.03678
          15       -0.52   -0.562667    0.034454
          16       -0.52       -0.56   0.0324037
          17       -0.52   -0.557647   0.0305829
          18       -0.52   -0.555556   0.0289553
          19       -0.52   -0.553684   0.0274917
          20       -0.52      -0.552   0.0261687
          21       -0.44   -0.546667   0.0254602
          22       -0.52   -0.545455   0.0243318
          23       -0.52   -0.544348    0.023299
          24        -0.6   -0.546667   0.0224433
          25        -0.6     -0.5488   0.0216468
          26       -0.76   -0.556923   0.0222863
          27        -0.6   -0.558519   0.0215179
          28       -0.44   -0.554286   0.0211616
          29       -0.36   -0.547586   0.0214662
          30       -0.52   -0.546667   0.0207703
          31       -0.52   -0.545806   0.0201181
          32        -0.6     -0.5475   0.0195606
          33       -0.68   -0.551515   0.0193756
          34       -0.76   -0.557647   0.0197522
          35       -0.68   -0.561143   0.0194947
          36        -0.6   -0.562222   0.0189831
          37        -0.6   -0.563243   0.0184974
          38        -0.6   -0.564211   0.0180359
          39       -0.68   -0.567179   0.0178162
          40       -0.76      -0.572   0.0180111
          41       -0.68   -0.574634   0.0177634
          42       -0.44   -0.571429   0.0176273
          43       -0.52   -0.570233   0.0172579
          44       -0.52   -0.569091   0.0169034
          45       -0.52      -0.568   0.0165629
          46       -0.52   -0.566957   0.0162357
          47       -0.68   -0.569362   0.0160674
          48       -0.76   -0.573333   0.0162161
          49       -0.76   -0.577143   0.0163265
          50       -0.68     -0.5792   0.0161291
          51        -0.6   -0.579608    0.015818
          52        -0.6       -0.58   0.0155186
          53        -0.6   -0.580377   0.0152304
          54        -0.6   -0.580741   0.0149527
          55       -0.68   -0.582545   0.0147894
          56       -0.68   -0.584286   0.0146273
          57       -0.52   -0.583158   0.0144141
          58       -0.28   -0.577931   0.0150835
          59       -0.52   -0.576949   0.0148598
          60       -0.68   -0.578667    0.014711
          61       -0.52   -0.577705   0.0145013
          62        -0.6   -0.578065   0.0142718
          63        -0.6   -0.578413   0.0140496
          64        -0.6    -0.57875   0.0138341
          65       -0.44   -0.576615    0.013785
          66       -0.44   -0.574545   0.0137306
          67       -0.52   -0.573731   0.0135498
          68        -0.6   -0.574118    0.013356
          69       -0.68   -0.575652   0.0132503
          70       -0.68   -0.577143   0.0131446
          71       -0.68   -0.578592   0.0130391
          72       -0.68       -0.58   0.0129338
          73       -0.76   -0.582466   0.0129896
          74       -0.68   -0.583784   0.0128807
          75       -0.68   -0.585067   0.0127727
          76       -0.52   -0.584211   0.0126333
          77       -0.44   -0.582338   0.0126073
          78       -0.44   -0.580513    0.012577
          79       -0.52   -0.579747   0.0124411
          80       -0.52      -0.579    0.012308
          81       -0.44   -0.577284   0.0122751
          82       -0.36   -0.574634   0.0124081
          83        -0.6    -0.57494   0.0122624
          84       -0.52   -0.574286   0.0121339
          85        -0.6   -0.574588   0.0119949
          86        -0.6   -0.574884    0.011859
          87       -0.76   -0.577011   0.0119121
          88       -0.52   -0.576364   0.0117943
          89       -0.52    -0.57573   0.0116788
          90       -0.44   -0.574222    0.011646
          91        -0.6   -0.574505   0.0115215
          92       -0.68   -0.575652   0.0114531
          93       -0.68   -0.576774   0.0113848
          94        -0.6   -0.577021   0.0112664
          95       -0.52   -0.576421   0.0111638
          96       -0.52   -0.575833   0.0110629
          97        -0.6   -0.576082   0.0109517
          98       -0.68   -0.577143   0.0108912
          99       -0.68   -0.578182   0.0108306
         100       -0.52     -0.5776   0.0107379
         101        -0.6   -0.577822   0.0106339
         102        -0.6   -0.578039   0.0105318
         103       -0.68   -0.579029    0.010476
         104        -0.6   -0.579231   0.0103772
         105       -0.44   -0.577905   0.0103628
         106        -0.6   -0.578113   0.0102671
         107       -0.52    -0.57757   0.0101855
         108        -0.6   -0.577778   0.0100933
         109        -0.6   -0.577982   0.0100028
         110        -0.6   -0.578182  0.00991383
         111       -0.52   -0.577658  0.00983836
         112        -0.6   -0.577857  0.00975254
         113        -0.6   -0.578053   0.0096682
         114        -0.6   -0.578246  0.00958531
         115        -0.6   -0.578435  0.00950383
         116       -0.68    -0.57931  0.00946214
         117       -0.68   -0.580171  0.00942033
         118       -0.68   -0.581017   0.0093784
         119        -0.6   -0.581176  0.00930095
         120       -0.84   -0.583333  0.00947023
         121       -0.84   -0.585455  0.00962659
         122        -0.6   -0.585574  0.00954842
         123       -0.44    -0.58439  0.00954386
         124       -0.52   -0.583871  0.00948101
         125       -0.52    -0.58336  0.00941892
         126       -0.68   -0.584127  0.00937534
         127        -0.6   -0.584252  0.00930236
         128       -0.52    -0.58375  0.00924321
         129       -0.52   -0.583256  0.00918476
         130       -0.52   -0.582769  0.00912699
         131       -0.44   -0.581679  0.00912216
         132       -0.68   -0.582424  0.00908341
         133       -0.44   -0.581353  0.00907801
         134        -0.6   -0.581493  0.00901133
         135       -0.52   -0.581037  0.00895609
         136        -0.6   -0.581176  0.00889132
         137       -0.44   -0.580146  0.00888593
         138       -0.44    -0.57913  0.00887939
         139       -0.52   -0.578705  0.00882569
         140       -0.44   -0.577714  0.00881808
         141       -0.52   -0.577305  0.00876504
         142        -0.6   -0.577465  0.00870477
         143       -0.68   -0.578182  0.00867338
         144        -0.6   -0.578333  0.00861447
         145       -0.76   -0.579586  0.00864569
         146       -0.52   -0.579178   0.0085961
         147       -0.52   -0.578776  0.00854704
         148       -0.44   -0.577838  0.00854057
         149        -0.6   -0.577987  0.00848455
         150       -0.52     -0.5776  0.00843679
         151       -0.68   -0.578278  0.00840812
         152       -0.44   -0.577368  0.00840188
         153        -0.6   -0.577516  0.00834827
         154       -0.44   -0.576623  0.00834168
         155       -0.44   -0.575742   0.0083343
         156       -0.52   -0.575385  0.00828853
         157       -0.44   -0.574522  0.00828047
         158       -0.44   -0.573671  0.00827172
         159       -0.52   -0.573333  0.00822658
         160       -0.52      -0.573  0.00818192
         161       -0.68   -0.573665  0.00815804
         162       -0.68   -0.574321  0.00813405
         163        -0.6   -0.574479  0.00808567
         164        -0.6   -0.574634  0.00803787
         165       -0.68   -0.575273  0.00801448
         166       -0.76   -0.576386  0.00804309
         167       -0.76   -0.577485  0.00806972
         168       -0.76   -0.578571  0.00809449
         169       -0.84   -0.580118  0.00819307
         170       -0.84   -0.581647  0.00828627
         171       -0.84   -0.583158  0.00837441
         172       -0.84   -0.584651  0.00845781
         173        -0.6    -0.58474  0.00840939
         174       -0.52   -0.584368  0.00836929
         175       -0.52      -0.584  0.00832954
         176        -0.6   -0.584091  0.00828271
         177       -0.52   -0.583729  0.00824382
         178       -0.52   -0.583371  0.00820528
         179       -0.44    -0.58257  0.00819844
         180       -0.68   -0.583111  0.00817074
         181       -0.44    -0.58232  0.00816377
         182       -0.52   -0.581978  0.00812609
         183       -0.36   -0.580765  0.00817172
         184        -0.6    -0.58087  0.00812797
         185       -0.84    -0.58227  0.00820384
         186       -0.84   -0.583656  0.00827593
         187        -0.6   -0.583743  0.00823213
         188       -0.68   -0.584255  0.00820425
         189       -0.44   -0.583492  0.00819627
         190        -0.6   -0.583579  0.00815359
         191       -0.44   -0.582827  0.00814548
         192       -0.52     -0.5825  0.00810963
         193       -0.52   -0.582176  0.00807407
         194       -0.44   -0.581443  0.00806564
         195       -0.68   -0.581949   0.0080401
         196       -0.68   -0.582449  0.00801463
         197       -0.68   -0.582944  0.00798923
         198        -0.6    -0.58303  0.00794934
         199       -0.36    -0.58191  0.00798801
         200       -0.52     -0.5816  0.00795407
         201        -0.6   -0.581692  0.00791502
         202       -0.68   -0.582178  0.00789079
         203        -0.6   -0.582266   0.0078524
         204        -0.6   -0.582353  0.00781439
         205       -0.68   -0.582829  0.00779078
         206       -0.68   -0.583301  0.00776723
         207        -0.6   -0.583382  0.00773012
         208       -0.68   -0.583846   0.0077069
         209       -0.44   -0.583158   0.0077007
         210       -0.52   -0.582857   0.0076699
         211       -0.52   -0.582559  0.00763933
         212        -0.6   -0.582642  0.00760374
         213        -0.6   -0.582723  0.00756848
         214       -0.44   -0.582056  0.00756244
         215       -0.52   -0.581767  0.00753277
         216       -0.44   -0.581111  0.00752644
         217       -0.52   -0.580829  0.00749702
         218       -0.52    -0.58055  0.00746782
         219        -0.6   -0.580639  0.00743425
         220        -0.6   -0.580727  0.00740098
         221       -0.68   -0.581176  0.00738111
         222       -0.36    -0.58018  0.00741479
         223       -0.28   -0.578834  0.00750274
         224       -0.36   -0.577857  0.00753258
         225       -0.44   -0.577244  0.00752398
         226       -0.52   -0.576991  0.00749495
         227        -0.6   -0.577093  0.00746261
         228        -0.6   -0.577193  0.00743056
         229        -0.6   -0.577293  0.00739878
         230       -0.76   -0.578087  0.00740913
         231       -0.76   -0.578874  0.00741879
         232        -0.6   -0.578966  0.00738737
         233       -0.52   -0.578712     0.00736
         234       -0.52   -0.578462  0.00733282
         235       -0.52   -0.578213  0.00730584
         236        -0.6   -0.578305  0.00727546
         237        -0.6   -0.578397  0.00724534
         238        -0.6   -0.578487  0.00721547
         239       -0.52   -0.578243  0.00718943
         240       -0.52      -0.578  0.00716357
         241       -0.44   -0.577427  0.00715669
         242       -0.52    -0.57719  0.00713105
         243       -0.52   -0.576955  0.00710559
         244       -0.68   -0.577377    0.007089
         245        -0.6   -0.577469  0.00706067
         246       -0.68   -0.577886  0.00704426
         247       -0.76   -0.578623  0.00705422
         248       -0.68   -0.579032  0.00703761
         249       -0.68   -0.579438  0.00702102
         250       -0.76    -0.58016  0.00702999
         251       -0.84   -0.581195  0.00707779
         252        -0.6    -0.58127   0.0070501
         253        -0.6   -0.581344  0.00702262
         254        -0.6   -0.581417  0.00699535
         255        -0.6    -0.58149   0.0069683
         256        -0.6   -0.581562  0.00694146
         257       -0.68   -0.581946  0.00692501
         258       -0.76   -0.582636  0.00693247
         259       -0.76    -0.58332  0.00693944
         260        -0.6   -0.583385  0.00691305
         261       -0.52   -0.583142  0.00689083
         262        -0.6   -0.583206  0.00686483
         263        -0.6    -0.58327  0.00683902
         264       -0.44   -0.582727  0.00683461
         265       -0.44   -0.582189  0.00683001
         266       -0.52   -0.581955  0.00680834
         267       -0.68   -0.582322  0.00679273
         268       -0.36   -0.581493  0.00681785
         269        -0.6   -0.581561  0.00679285
         270        -0.6    -0.58163  0.00676804
         271       -0.68   -0.581993  0.00675279
         272        -0.6   -0.582059  0.00672829
         273       -0.52   -0.581832  0.00670748
         274       -0.44   -0.581314  0.00670295
         275       -0.52   -0.581091  0.00668228
         276       -0.52    -0.58087  0.00666173
         277       -0.44   -0.580361  0.00665707
         278       -0.76   -0.581007  0.00666441
         279       -0.68   -0.581362  0.00664996
         280       -0.36   -0.580571  0.00667304
         281        -0.6   -0.580641  0.00664965
         282        -0.6   -0.580709  0.00662642
         283       -0.52   -0.580495  0.00660648
         284       -0.68   -0.580845   0.0065925
         285       -0.68   -0.581193  0.00657854
         286       -0.52   -0.580979  0.00655902
         287       -0.52   -0.580767  0.00653961
         288       -0.44   -0.580278  0.00653514
         289       -0.52   -0.580069  0.00651586
         290       -0.52   -0.579862  0.00649668
         291       -0.44   -0.579381  0.00649211
         292        -0.6   -0.579452  0.00647026
         293       -0.52   -0.579249  0.00645136
         294       -0.52   -0.579048  0.00643256
         295       -0.36   -0.578305  0.00645347
         296       -0.36   -0.577568  0.00647367
         297       -0.44   -0.577104  0.00646842
         298       -0.52   -0.576913  0.00644956
         299       -0.44   -0.576455  0.00644422
         300       -0.52   -0.576267  0.00642549
         301        -0.6   -0.576346  0.00640462
         302        -0.6   -0.576424  0.00638389
         303       -0.52   -0.576238  0.00636554
         304       -0.52   -0.576053  0.00634729
         305       -0.68   -0.576393  0.00633562
         306        -0.6   -0.576471  0.00631539
         307       -0.52   -0.576287  0.00629749
         308       -0.44   -0.575844  0.00629257
         309        -0.6   -0.575922  0.00627269
         310       -0.52   -0.575742  0.00625505
         311        -0.6    -0.57582  0.00623543
         312       -0.52   -0.575641  0.00621801
         313        -0.6   -0.575719  0.00619863
         314       -0.68   -0.576051  0.00618778
         315       -0.52   -0.575873  0.00617069
         316        -0.6   -0.575949  0.00615164
         317       -0.52   -0.575773  0.00613476
         318       -0.52   -0.575597  0.00611798
         319       -0.52   -0.575423  0.00610128
         320       -0.36    -0.57475  0.00611924
         321        -0.6   -0.574829  0.00610068
         322       -0.52   -0.574658  0.00608411
         323       -0.52   -0.574489  0.00606763
         324       -0.52   -0.574321  0.00605123
         325       -0.52   -0.574154  0.00603492
         326        -0.6   -0.574233  0.00601693
         327       -0.52   -0.574067  0.00600082
         328        -0.6   -0.574146  0.00598304
         329       -0.52   -0.573982  0.00596712
         330       -0.52   -0.573818  0.00595128
         331       -0.36   -0.573172  0.00596825
         332       -0.52   -0.573012  0.00595243
         333       -0.36   -0.572372  0.00596882
         334       -0.36   -0.571737  0.00598472
         335        -0.6   -0.571821  0.00596745
         336       -0.52   -0.571667  0.00595169
         337       -0.68   -0.571988   0.0059427
         338        -0.6   -0.572071   0.0059257
         339       -0.52   -0.571917  0.00591021
         340        -0.6      -0.572   0.0058934
         341        -0.6   -0.572082  0.00587669
         342        -0.6   -0.572164  0.00586007
         343        -0.6   -0.572245  0.00584355
         344       -0.52   -0.572093  0.00582854
         345       -0.52   -0.571942   0.0058136
         346       -0.76   -0.572486  0.00582215
         347       -0.68   -0.572795  0.00581361
         348       -0.68   -0.573103  0.00580506
         349       -0.76   -0.573639  0.00581307
         350       -0.76   -0.574171   0.0058208
         351        -0.6   -0.574245  0.00580468
         352       -0.68   -0.574545  0.00579596
         353       -0.76   -0.575071   0.0058033
         354       -0.68   -0.575367  0.00579447
         355       -0.76   -0.575887  0.00580145
         356       -0.68    -0.57618  0.00579252
         357       -0.68   -0.576471  0.00578359
         358       -0.84   -0.577207  0.00581409
         359       -0.76   -0.577716  0.00582015
         360       -0.76   -0.578222  0.00582596
         361       -0.76   -0.578726  0.00583154
         362        -0.6   -0.578785  0.00581573
         363       -0.52   -0.578623  0.00580196
         364       -0.52   -0.578462  0.00578826
         365       -0.68    -0.57874  0.00577908
         366       -0.52   -0.578579  0.00576552
         367        -0.6   -0.578638  0.00575011
         368       -0.68   -0.578913  0.00574107
         369       -0.68   -0.579187  0.00573205
         370       -0.68   -0.579459  0.00572303
         371       -0.76   -0.579946  0.00572825
         372       -0.36   -0.579355  0.00574329
         373       -0.52   -0.579196  0.00573009
         374       -0.52   -0.579037  0.00571696
         375        -0.6   -0.579093  0.00570199
         376       -0.68   -0.579362  0.00569313
         377       -0.68   -0.579629  0.00568429
         378       -0.84   -0.580317  0.00571083
         379       -0.52   -0.580158  0.00569798
         380        -0.6   -0.580211  0.00568323
         381       -0.76   -0.580682  0.00568787
         382       -0.68   -0.580942  0.00567892
         383       -0.68   -0.581201  0.00566997
         384       -0.52   -0.581042  0.00565745
         385       -0.52   -0.580883  0.00564498
         386       -0.52   -0.580725  0.00563255
         387        -0.6   -0.580775  0.00561822
         388        -0.6   -0.580825  0.00560396
         389       -0.52   -0.580668  0.00559173
         390       -0.52   -0.580513  0.00557956
         391       -0.52   -0.580358  0.00556743
         392       -0.44       -0.58  0.00556473
         393       -0.52   -0.579847  0.00555267
         394        -0.6   -0.579898  0.00553881
         395        -0.6   -0.579949  0.00552502
         396       -0.68   -0.580202  0.00551684
         397        -0.6   -0.580252  0.00550317
         398        -0.6   -0.580302  0.00548957
         399       -0.44    -0.57995  0.00548706
         400       -0.68     -0.5802  0.00547904
         401       -0.68   -0.580449  0.00547103
         402       -0.76   -0.580896  0.00547562
         403       -0.76    -0.58134  0.00548004
         404        -0.6   -0.581386  0.00546667
         405       -0.68    -0.58163  0.00545859
         406        -0.6   -0.581675  0.00544533
         407       -0.68   -0.581916  0.00543731
         408        -0.6   -0.581961  0.00542416
         409       -0.52   -0.581809  0.00541302
         410       -0.52   -0.581659  0.00540191
         411        -0.6   -0.581703  0.00538896
         412        -0.6   -0.581748  0.00537606
         413       -0.52   -0.581598  0.00536512
         414       -0.68   -0.581836  0.00535742
         415       -0.68   -0.582072  0.00534973
         416       -0.76     -0.5825  0.00535394
         417       -0.68   -0.582734  0.00534621
         418        -0.6   -0.582775  0.00533358
         419       -0.52   -0.582625  0.00532295
         420        -0.6   -0.582667  0.00531044
         421        -0.6   -0.582708  0.00529798
         422       -0.68   -0.582938  0.00529044
         423        -0.6   -0.582979  0.00527809
         424       -0.44   -0.582642   0.0052764
         425       -0.52   -0.582494  0.00526605
         426        -0.6   -0.582535  0.00525385
         427       -0.52   -0.582389  0.00524358
         428       -0.68   -0.582617  0.00523629
         429       -0.76    -0.58303  0.00524038
         430       -0.36   -0.582512   0.0052538
         431       -0.68   -0.582738  0.00524648
         432       -0.84   -0.583333  0.00526802
         433       -0.76   -0.583741  0.00527163
         434       -0.68   -0.583963  0.00526415
         435       -0.76   -0.584368  0.00526758
         436        -0.6   -0.584404  0.00525562
         437       -0.68   -0.584622  0.00524814
         438       -0.68    -0.58484  0.00524068
         439        -0.6   -0.584875  0.00522885
         440       -0.68   -0.585091  0.00522144
         441       -0.76   -0.585488  0.00522464
         442       -0.84   -0.586063  0.00524445
         443        -0.6   -0.586095  0.00523271
         444        -0.6   -0.586126  0.00522102
         445       -0.52   -0.585978   0.0052114
         446       -0.52    -0.58583  0.00520181
         447       -0.68    -0.58604  0.00519444
         448       -0.84   -0.586607  0.00521369
         449       -0.52   -0.586459  0.00520419
         450       -0.52   -0.586311  0.00519472
         451       -0.68   -0.586519  0.00518735
         452       -0.76   -0.586903  0.00519005
         453        -0.6   -0.586932  0.00517868
         454       -0.68   -0.587137  0.00517132
         455       -0.76   -0.587516   0.0051739
         456        -0.6   -0.587544  0.00516262
         457        -0.6   -0.587571   0.0051514
         458       -0.52   -0.587424  0.00514226
         459       -0.44   -0.587102  0.00514108
         460       -0.36   -0.586609  0.00515355
         461       -0.68   -0.586811  0.00514636
         462       -0.76   -0.587186  0.00514885
         463       -0.28   -0.586523   0.0051803
         464        -0.6   -0.586552  0.00516922
         465       -0.52   -0.586409  0.00516008
         466       -0.52   -0.586266  0.00515098
         467       -0.52   -0.586124   0.0051419
         468        -0.6   -0.586154    0.005131
         469       -0.52   -0.586013    0.005122
         470       -0.68   -0.586213    0.005115
         471        -0.6   -0.586242  0.00510422
         472       -0.44   -0.585932  0.00510281
         473        -0.6   -0.585962   0.0050921
         474        -0.6   -0.585992  0.00508145
         475       -0.36   -0.585516  0.00509297
         476       -0.52   -0.585378  0.00508413
         477       -0.44   -0.585073   0.0050826
         478       -0.68   -0.585272  0.00507585
         479       -0.52   -0.585136  0.00506708
         480        -0.6   -0.585167  0.00505662
         481       -0.68   -0.585364  0.00504995
         482       -0.76   -0.585726  0.00505245
         483       -0.68   -0.585921  0.00504576
         484        -0.6    -0.58595  0.00503542
         485       -0.44   -0.585649  0.00503402
         486       -0.36   -0.585185  0.00504503
         487       -0.52   -0.585051  0.00503644
         488       -0.52   -0.584918  0.00502789
         489        -0.6   -0.584949   0.0050177
         490       -0.52   -0.584816  0.00500921
         491        -0.6   -0.584847   0.0049991
         492       -0.44   -0.584553   0.0049976
         493       -0.52   -0.584422  0.00498918
         494       -0.44    -0.58413  0.00498764
         495       -0.44   -0.583838  0.00498606
         496       -0.44   -0.583548  0.00498443
         497       -0.52   -0.583421  0.00497604
         498       -0.44   -0.583133  0.00497438
         499       -0.44   -0.582846  0.00497267
         500        -0.2    -0.58208  0.00502133
         501       -0.28   -0.581477  0.00504738
         502        -0.6   -0.581514  0.00503746
         503        -0.6   -0.581551  0.00502758
         504       -0.52   -0.581429  0.00501908
         505       -0.68   -0.581624  0.00501294
         506       -0.68   -0.581818   0.0050068
         507       -0.52   -0.581696  0.00499841
         508        -0.6   -0.581732   0.0049887
         509       -0.52   -0.581611  0.00498037
         510       -0.76   -0.581961  0.00498288
         511        -0.6   -0.581996  0.00497325
         512       -0.36   -0.581563   0.0049824
         513       -0.52   -0.581442  0.00497414
         514       -0.36   -0.581012  0.00498308
         515       -0.28   -0.580427  0.00500757
         516        -0.6   -0.580465    0.004998
         517       -0.68   -0.580658  0.00499204
         518       -0.76   -0.581004   0.0049944
         519        -0.6    -0.58104  0.00498491
         520       -0.76   -0.581385  0.00498719
         521       -0.68   -0.581574  0.00498121
         522       -0.76   -0.581916  0.00498338
         523       -0.76   -0.582256  0.00498547
         524       -0.68   -0.582443  0.00497944
         525       -0.68   -0.582629  0.00497343
         526       -0.52    -0.58251  0.00496539
         527       -0.44   -0.582239  0.00496333
         528       -0.52   -0.582121  0.00495533
         529        -0.6   -0.582155  0.00494608
         530       -0.52   -0.582038  0.00493814
         531        -0.6   -0.582072  0.00492895
         532        -0.6   -0.582105   0.0049198
         533        -0.6   -0.582139  0.00491069
         534       -0.52   -0.582022  0.00490287
         535       -0.44   -0.581757  0.00490089
         536       -0.52   -0.581642   0.0048931
         537        -0.6   -0.581676   0.0048841
         538       -0.52   -0.581561  0.00487637
         539       -0.52   -0.581447  0.00486866
         540       -0.52   -0.581333  0.00486098
         541       -0.44   -0.581072  0.00485901
         542       -0.52   -0.580959  0.00485135
         543       -0.52   -0.580847  0.00484371
         544       -0.44   -0.580588  0.00484172
         545       -0.52   -0.580477  0.00483411
         546       -0.44    -0.58022   0.0048321
         547       -0.44   -0.579963  0.00483006
         548       -0.44   -0.579708    0.004828
         549       -0.68   -0.579891  0.00482266
         550       -0.44   -0.579636  0.00482059
         551       -0.52   -0.579528  0.00481306
         552        -0.6   -0.579565  0.00480448
         553        -0.6   -0.579602  0.00479594
         554       -0.68   -0.579783   0.0047907
         555       -0.28   -0.579243  0.00481242
         556        -0.6   -0.579281  0.00480391
         557       -0.36   -0.578887  0.00481139
         558       -0.44   -0.578638   0.0048092
         559       -0.52   -0.578533  0.00480174
         560       -0.68   -0.578714  0.00479659
         561       -0.52    -0.57861  0.00478918
         562       -0.68    -0.57879  0.00478405
         563       -0.52   -0.578686   0.0047767
         564       -0.52   -0.578582  0.00476936
         565       -0.44   -0.578336  0.00476722
         566        -0.6   -0.578375  0.00475895
         567        -0.6   -0.578413  0.00475071
         568       -0.52    -0.57831  0.00474346
         569       -0.52   -0.578207  0.00473623
         570       -0.68   -0.578386  0.00473129
         571        -0.6   -0.578424  0.00472315
         572       -0.76   -0.578741  0.00472555
         573       -0.76   -0.579058  0.00472788
         574       -0.68   -0.579233  0.00472291
         575       -0.68   -0.579409  0.00471795
         576        -0.6   -0.579444  0.00470989
         577       -0.68   -0.579619  0.00470495
         578       -0.52   -0.579516  0.00469795
         579        -0.6   -0.579551  0.00468996
         580       -0.76   -0.579862  0.00469219
         581        -0.6   -0.579897  0.00468424
         582        -0.6   -0.579931  0.00467632
         583       -0.52   -0.579828  0.00466943
         584        -0.6   -0.579863  0.00466156
         585       -0.52   -0.579761  0.00465471
         586        -0.6   -0.579795   0.0046469
         587       -0.68   -0.579966  0.00464212
         588        -0.6       -0.58  0.00463435
         589       -0.68    -0.58017  0.00462959
         590       -0.44   -0.579932  0.00462783
         591        -0.6   -0.579966  0.00462013
         592        -0.6       -0.58  0.00461245
         593        -0.6   -0.580034  0.00460479
         594       -0.44   -0.579798  0.00460307
         595        -0.6   -0.579832  0.00459546
         596       -0.68       -0.58  0.00459082
         597        -0.6   -0.580034  0.00458325
         598       -0.44   -0.579799  0.00458157
         599        -0.6   -0.579833  0.00457404
         600        -0.6   -0.579867  0.00456654
         601        -0.6     -0.5799  0.00455907
         602        -0.6   -0.579934  0.00455162
         603        -0.6   -0.579967  0.00454419
         604       -0.52   -0.579868  0.00453775
         605       -0.44   -0.579636  0.00453613
         606       -0.44   -0.579406   0.0045345
         607       -0.44   -0.579176  0.00453284
         608        -0.6   -0.579211  0.00452551
         609        -0.6   -0.579245  0.00451821
         610       -0.68    -0.57941  0.00451382
         611        -0.6   -0.579444  0.00450656
         612       -0.52   -0.579346  0.00450024
         613       -0.52    -0.57925  0.00449394
         614        -0.6   -0.579283  0.00448675
         615       -0.52   -0.579187  0.00448049
         616        -0.6   -0.579221  0.00447335
         617       -0.68   -0.579384  0.00446908
         618        -0.6   -0.579417  0.00446197
         619       -0.68    -0.57958  0.00445772
         620       -0.68   -0.579742  0.00445347
         621        -0.6   -0.579775  0.00444642
         622        -0.6   -0.579807  0.00443939
         623       -0.52   -0.579711   0.0044333
         624       -0.68   -0.579872  0.00442911
         625        -0.6   -0.579904  0.00442214
         626       -0.52   -0.579808  0.00441611
         627       -0.36   -0.579458  0.00442296
         628        -0.6    -0.57949  0.00441604
         629       -0.68    -0.57965  0.00441191
         630       -0.76   -0.579937  0.00441418
         631       -0.52   -0.579842  0.00440821
         632        -0.6   -0.579873  0.00440135
         633        -0.6   -0.579905  0.00439451
         634       -0.68   -0.580063  0.00439041
         635        -0.6   -0.580094  0.00438361
         636       -0.36   -0.579748  0.00439036
         637        -0.6    -0.57978  0.00438358
         638       -0.52   -0.579687  0.00437771
         639        -0.6   -0.579718  0.00437098
         640       -0.52   -0.579625  0.00436514
         641       -0.52   -0.579532  0.00435932
         642       -0.68   -0.579688  0.00435534
         643       -0.68   -0.579844  0.00435136
         644        -0.6   -0.579876  0.00434472
         645       -0.44   -0.579659  0.00434339
         646       -0.44   -0.579443  0.00434204
         647       -0.52   -0.579351   0.0043363
         648        -0.6   -0.579383  0.00432973
         649       -0.76   -0.579661  0.00433199
         650       -0.44   -0.579446  0.00433065
         651        -0.6   -0.579478  0.00432412
         652       -0.68   -0.579632  0.00432023
         653       -0.68   -0.579786  0.00431635
         654       -0.36    -0.57945  0.00432281
         655        -0.6   -0.579481  0.00431633
         656        -0.6   -0.579512  0.00430986
         657       -0.68   -0.579665  0.00430601
         658        -0.6   -0.579696  0.00429958
         659       -0.68   -0.579848  0.00429575
         660        -0.6   -0.579879  0.00428935
         661       -0.68    -0.58003  0.00428553
         662       -0.68   -0.580181  0.00428172
         663        -0.6   -0.580211  0.00427537
         664        -0.6   -0.580241  0.00426903
         665       -0.76   -0.580511  0.00427116
         666       -0.68   -0.580661  0.00426736
         667        -0.6    -0.58069  0.00426106
         668       -0.76   -0.580958  0.00426313
         669       -0.76   -0.581226  0.00426515
         670       -0.52   -0.581134  0.00425976
         671       -0.36   -0.580805  0.00426614
         672       -0.44   -0.580595  0.00426493
         673        -0.6   -0.580624  0.00425869
         674       -0.52   -0.580534  0.00425333
         675        -0.6   -0.580563  0.00424712
         676       -0.68    -0.58071  0.00424339
         677       -0.52    -0.58062  0.00423807
         678        -0.6   -0.580649  0.00423191
         679       -0.68   -0.580795  0.00422821
         680        -0.6   -0.580824  0.00422208
         681       -0.28   -0.580382  0.00423893
         682       -0.44   -0.580176  0.00423771
         683       -0.52   -0.580088  0.00423242
         684       -0.68   -0.580234  0.00422875
         685        -0.6   -0.580263  0.00422268
         686       -0.52   -0.580175  0.00421744
         687       -0.52   -0.580087  0.00421221
         688        -0.6   -0.580116  0.00420618
         689       -0.68   -0.580261  0.00420258
         690        -0.6    -0.58029  0.00419658
         691        -0.6   -0.580318  0.00419061
         692       -0.68   -0.580462  0.00418703
         693       -0.68   -0.580606  0.00418345
         694        -0.6   -0.580634  0.00417751
         695        -0.6   -0.580662  0.00417159
         696       -0.68   -0.580805  0.00416804
         697        -0.6   -0.580832  0.00416215
         698       -0.76   -0.581089   0.0041641
