-0.153135 0
-0.122818 0.0214368
-0.102596 0.0218372
-0.116891 0.0205302
-0.128213 0.019295
-0.129031 0.0160965
-0.128192 0.0138188
-0.133235 0.0129791
-0.134503 0.0115987
-0.130229 0.0111984
-0.127216 0.0105779
-0.126352 0.00973165
-0.128318 0.0091795
-0.123315 0.00979276
-0.124278 0.00918715
-0.127152 0.00905126
-0.132538 0.00999375
-0.133842 0.00952314
-0.127942 0.0106943
-0.122589 0.0114212
-0.12343 0.0109083
-0.118622 0.0114231
-0.123513 0.0119278
-0.125323 0.0115672
-0.125402 0.0111048
-0.12604 0.010696
-0.128197 0.0105152
-0.12911 0.0101792
-0.128986 0.00982899
-0.129604 0.00952073
-0.130884 0.00929927
-0.131101 0.00901121
-0.130275 0.00877598
-0.129985 0.00852265
-0.132832 0.00874187
-0.133571 0.00853019
-0.133275 0.00830476
-0.134732 0.00821291
-0.133184 0.00814685
-0.134509 0.00805022
-0.133651 0.00789944
-0.133541 0.00771212
-0.133675 0.00753393
-0.133655 0.00736273
-0.136049 0.00757856
-0.135815 0.00741744
-0.13625 0.00727236
-0.137193 0.00718176
-0.136616 0.00705833
-0.13405 0.00736865
-0.133501 0.00724462
-0.134674 0.00719963
-0.13426 0.00707571
-0.136432 0.00727057
-0.137799 0.00726579
-0.138156 0.00714479
-0.137752 0.00703086
-0.137896 0.00691112
-0.1377 0.00679676
-0.137108 0.00670924
-0.1374 0.00660559
-0.136377 0.00657772
-0.136467 0.00647392
-0.136984 0.00639336
-0.136549 0.00630975
-0.136255 0.00622101
-0.136195 0.00612845
-0.135279 0.00610643
-0.135848 0.00604443
-0.136952 0.006058
-0.137966 0.00605688
-0.138203 0.00597741
-0.138607 0.00590915
-0.137801 0.00588399
-0.138821 0.00589327
-0.139357 0.00584002
-0.13957 0.00576808
-0.138857 0.00573798
-0.138566 0.00567271
-0.139011 0.00561919
-0.140202 0.00567457
-0.141076 0.00567237
-0.142233 0.00572075
-0.142022 0.00565655
-0.142552 0.0056148
-0.14297 0.00556505
-0.142375 0.00553275
-0.14239 0.0054699
-0.141547 0.00547315
-0.141571 0.0054124
-0.141208 0.00536506
-0.141377 0.0053094
-0.141882 0.00527621
-0.142119 0.0052254
-0.141291 0.00523546
-0.142519 0.00532283
-0.141941 0.00529923
-0.142805 0.00531512
-0.143285 0.00528307
-0.143087 0.00523393
-0.143153 0.00518252
-0.14272 0.00514976
-0.143339 0.00513683
-0.144189 0.00515728
-0.143753 0.00512653
-0.143876 0.00507964
-0.143921 0.00503237
-0.144014 0.00498664
-0.144155 0.00494286
-0.143865 0.00490643
-0.142724 0.00499305
-0.143237 0.00497473
-0.143226 0.00493072
-0.142551 0.00493337
-0.143204 0.00493353
-0.142984 0.00489592
-0.142755 0.00485943
-0.142468 0.00482673
-0.142762 0.00479515
-0.143283 0.00478338
-0.143417 0.00474573
-0.143338 0.00470749
-0.142642 0.00472036
-0.142291 0.00469531
-0.14229 0.00465775
-0.142432 0.00462294
-0.142196 0.00459257
-0.142185 0.0045567
-0.143127 0.00461773
-0.142676 0.00460421
