0 33 10 1 23 5 2 26 28 16 18 22 21 29 13 3 6 20 31 24 4 32 27 12 17 25 8 14 11 19 30 15 9 7 
0 33 10 17 25 8 14 11 19 30 1 23 5 2 26 28 16 18 22 21 29 13 3 6 20 31 24 4 32 27 12 15 9 7 
0 33 10 17 25 8 14 11 19 30 1 23 5 2 26 28 18 16 24 31 20 6 22 21 29 3 15 13 4 32 27 12 9 7 
0 33 10 17 25 8 14 11 19 30 1 23 5 2 26 28 18 16 24 31 22 21 29 32 4 20 6 3 13 27 12 15 7 9 
0 33 10 1 30 19 11 14 8 25 17 23 5 2 24 26 28 18 16 31 22 21 29 32 4 20 6 3 13 27 12 15 7 9 
0 33 10 24 26 28 18 16 31 22 21 20 6 29 3 15 13 4 32 1 30 19 11 14 8 25 17 23 5 2 27 12 7 9 
0 33 10 24 26 28 18 16 31 22 21 20 6 29 3 15 13 4 32 1 30 19 11 14 8 25 17 23 5 2 12 27 9 7 
0 33 10 24 26 28 18 16 31 22 21 20 6 29 3 19 17 15 13 4 32 1 30 11 14 8 25 23 5 2 12 27 9 7 
0 33 10 24 26 28 18 16 31 22 21 20 6 29 3 15 13 4 32 1 19 17 30 11 14 8 25 23 5 2 12 27 9 7 
0 33 25 10 24 26 28 18 16 31 22 21 20 6 29 3 15 13 4 32 1 19 17 30 11 14 8 23 5 2 12 27 9 7 
0 33 25 10 24 26 28 18 16 31 22 21 3 6 29 20 15 13 4 32 1 19 17 30 11 14 8 23 5 2 12 27 7 9 
0 33 25 10 24 26 28 18 16 31 22 21 3 6 29 20 15 13 4 2 12 32 1 19 17 30 11 14 8 23 5 27 9 7 
0 33 25 23 24 26 28 18 16 31 22 21 3 6 29 20 15 13 4 32 1 19 17 30 11 14 8 12 2 5 10 27 7 9 
0 33 25 10 24 26 28 18 16 31 22 21 3 6 29 20 15 13 4 32 1 19 17 30 11 14 8 23 2 12 5 27 9 7 
0 33 25 10 24 26 28 4 18 16 31 22 21 3 6 29 20 15 13 2 12 32 1 19 17 30 11 14 8 23 5 27 9 7 
0 33 25 10 24 26 28 18 4 16 31 22 21 3 6 29 20 15 13 2 12 32 1 19 17 30 11 14 8 23 5 27 9 7 
0 33 25 10 24 26 28 4 18 16 20 15 13 2 12 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 9 7 
0 33 25 10 24 26 28 18 4 16 20 15 13 2 12 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 9 7 
0 33 25 9 24 26 28 4 18 16 20 15 13 2 12 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 10 7 
0 33 25 9 24 26 28 4 18 16 20 15 13 2 12 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 10 7 
0 33 25 9 24 26 28 4 18 16 20 15 13 2 12 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 10 7 
0 33 25 9 15 13 2 12 24 26 28 4 18 16 20 32 1 31 22 21 3 6 29 19 17 30 11 14 10 8 23 5 27 7 
0 33 25 9 15 13 2 12 24 26 28 4 18 16 20 32 1 31 22 21 3 6 29 19 17 30 11 14 8 23 5 27 10 7 
0 33 25 9 15 13 2 12 24 26 28 4 18 16 20 32 1 31 22 21 3 6 29 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 15 13 2 12 24 28 26 4 18 16 20 32 1 31 22 21 3 6 29 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 15 13 2 12 24 28 26 4 18 16 20 32 1 31 22 21 3 6 29 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 32 1 31 22 21 3 6 29 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 32 1 31 22 29 6 3 21 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 32 1 21 22 31 3 6 29 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 32 1 21 22 31 3 29 6 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 10 27 5 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 5 27 10 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 5 27 10 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 5 27 10 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 5 27 10 23 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 23 10 27 5 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 23 10 27 5 8 14 11 30 17 
0 33 25 9 13 15 2 12 24 28 26 4 18 16 20 1 32 21 22 31 3 29 6 19 7 23 10 27 5 8 14 11 30 17 
0 19 6 29 3 31 22 21 32 1 20 16 18 4 26 28 24 12 2 15 13 9 25 33 7 23 10 27 5 8 14 11 30 17 
0 33 19 6 29 3 31 22 21 32 1 20 16 18 4 26 28 24 12 2 15 13 9 25 7 23 10 27 5 8 14 11 30 17 
0 33 19 6 29 3 31 22 21 32 1 20 16 18 4 26 28 24 12 2 15 13 25 9 7 23 10 27 5 8 14 11 30 17 
0 33 19 6 29 3 31 22 21 32 1 20 16 18 4 26 28 24 12 2 15 13 25 9 7 23 10 27 5 8 14 11 30 17 
0 33 19 6 29 3 31 22 21 32 1 20 16 18 4 26 28 24 12 2 15 13 25 9 7 23 10 27 5 8 14 11 30 17 
0 33 19 6 29 3 31 22 21 32 1 20 16 24 4 26 28 18 12 2 15 13 25 9 7 23 10 27 5 8 14 11 30 17 
