0 8 7 10 32 1 30 25 24 31 19 15 17 16 22 20 9 14 12 6 2 11 18 28 21 23 26 29 5 4 3 13 27 33 
0 8 7 10 32 1 30 25 24 31 22 19 15 17 16 20 9 14 12 6 2 11 18 13 3 4 5 29 26 23 21 28 27 33 
0 8 7 10 32 1 30 25 24 31 22 19 15 17 16 20 9 14 12 6 2 11 18 13 3 4 5 29 26 23 21 28 27 33 
0 8 7 10 32 1 30 25 24 5 4 3 13 18 11 2 6 12 14 9 20 16 17 15 19 22 31 29 26 23 21 28 27 33 
0 8 7 10 32 1 30 25 24 5 4 3 13 9 11 2 6 12 14 18 20 16 17 15 19 22 31 29 26 23 28 21 27 33 
0 8 7 10 32 1 30 25 24 5 4 3 13 9 11 2 6 12 14 18 20 16 17 15 19 22 31 29 28 21 23 26 27 33 
0 8 7 10 5 4 3 32 1 30 25 24 13 9 11 2 6 12 14 18 20 16 17 15 19 22 31 29 26 23 28 21 27 33 
0 8 7 10 5 4 3 32 1 30 25 24 13 9 11 2 6 12 14 18 20 16 17 15 19 22 31 29 28 27 21 23 26 33 
0 8 7 6 5 4 3 32 1 30 25 24 13 9 11 2 10 12 14 18 20 16 17 15 19 22 31 29 28 21 23 26 27 33 
0 8 7 6 5 4 3 32 1 30 25 24 13 9 10 11 2 12 14 18 20 16 17 15 19 22 31 29 28 27 26 23 21 33 
0 8 7 6 5 4 3 1 30 25 24 13 9 10 11 2 12 14 18 20 16 17 15 19 22 32 31 29 28 27 26 23 21 33 
0 8 7 6 5 4 3 32 30 25 21 23 26 27 28 29 31 22 19 15 17 16 20 18 14 12 2 1 11 10 9 13 24 33 
0 8 7 6 5 4 3 32 30 25 21 23 26 27 28 29 31 22 19 15 17 16 20 18 14 12 2 1 11 10 9 13 24 33 
0 8 7 6 5 4 3 1 32 30 25 21 23 26 27 28 29 31 22 19 15 17 16 20 18 14 12 24 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 30 25 24 32 21 23 26 27 28 29 31 22 19 15 17 16 20 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 19 15 17 16 20 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 20 15 17 16 19 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 20 19 15 17 16 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 20 19 15 17 16 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 20 19 15 17 16 18 14 12 13 11 10 9 2 33 
0 8 7 6 5 4 3 1 26 27 28 29 31 32 30 25 24 21 23 22 20 19 15 17 16 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 25 24 21 23 26 27 28 29 31 22 20 19 15 17 16 18 14 13 12 11 10 9 2 33 
0 8 7 6 5 4 3 1 32 30 31 29 28 27 26 22 25 24 21 23 20 19 15 17 16 18 14 12 13 9 10 11 2 33 
0 8 7 6 5 4 3 1 32 30 31 29 28 27 26 22 25 24 21 23 20 19 15 17 16 18 14 13 12 11 10 9 2 33 
0 8 7 6 5 4 3 1 32 30 31 29 28 27 26 25 24 21 23 22 20 19 15 17 16 18 14 13 12 11 10 9 2 33 
0 8 7 6 5 4 3 1 32 30 31 29 28 27 26 25 24 22 21 23 20 19 15 17 16 18 14 13 12 11 10 9 2 33 
0 8 7 6 5 4 3 1 2 9 10 11 12 13 14 18 16 17 15 19 20 23 21 24 25 22 26 27 28 29 31 30 32 33 
0 8 7 6 5 4 3 1 2 9 10 11 12 13 14 18 16 17 15 19 20 23 21 24 25 22 26 27 28 29 31 30 32 33 
0 8 7 6 5 4 3 1 2 9 10 11 12 13 14 18 16 17 15 19 20 23 21 24 25 22 26 27 28 29 31 30 32 33 
