#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.5         1.5           0
           2     1.49986     1.49993 4.94633e-05
           3     1.49944     1.49977 0.000137181
           4     1.49874     1.49951 0.000244467
           5     1.49777     1.49916 0.000368285
           6     1.49651     1.49872 0.000506635
           7     1.49498     1.49819 0.000658089
           8     1.49317     1.49756 0.000821555
           9     1.49109     1.49684 0.000996166
          10     1.48874     1.49603  0.00118115
          11     1.48611     1.49513  0.00137585
          12     1.48321     1.49413  0.00157968
          13     1.48004     1.49305  0.00179212
          14      1.4766     1.49188  0.00201276
          15      1.4729     1.49061  0.00224129
          16     1.46892     1.48925  0.00247739
          17     1.46469     1.48781  0.00272077
          18     1.46018     1.48627  0.00297112
          19     1.45542     1.48465  0.00322819
          20     1.45039     1.48294  0.00349175
          21     1.44511     1.48114  0.00376158
          22     1.43956     1.47925  0.00403751
          23     1.43376     1.47727  0.00431931
          24      1.4277      1.4752  0.00460683
          25     1.42138     1.47305  0.00489989
          26      1.4148     1.47081  0.00519839
          27     1.40797     1.46848  0.00550222
          28     1.40089     1.46607  0.00581122
          29     1.39355     1.46357  0.00612524
          30     1.38597     1.46098  0.00644413
          31     1.37814     1.45831  0.00676776
          32     1.37006     1.45555  0.00709599
          33     1.36173     1.45271  0.00742868
          34     1.35316     1.44978  0.00776573
          35     1.34435     1.44677  0.00810702
          36      1.3353     1.44367  0.00845244
          37     1.32602     1.44049  0.00880186
          38     1.31649     1.43723  0.00915514
          39     1.30674     1.43388  0.00951215
          40     1.29676     1.43045  0.00987276
          41     1.28655     1.42695   0.0102368
          42     1.27613     1.42335   0.0106042
          43     1.26548     1.41968   0.0109748
          44     1.25462     1.41593   0.0113484
          45     1.24356      1.4121   0.0117249
          46     1.23228     1.40819   0.0121041
          47     1.22081      1.4042   0.0124859
          48     1.20914     1.40014   0.0128702
          49     1.19728       1.396   0.0132567
          50     1.18523     1.39179   0.0136453
          51     1.17301      1.3875   0.0140359
          52     1.16061     1.38313   0.0144282
          53     1.14804      1.3787   0.0148222
          54     1.13531     1.37419   0.0152175
          55     1.12243     1.36961   0.0156141
          56     1.10941     1.36497   0.0160117
          57     1.09624     1.36025   0.0164102
          58     1.08294     1.35547   0.0168094
          59     1.06952     1.35062    0.017209
          60     1.05598     1.34571   0.0176089
          61     1.04234     1.34074   0.0180089
          62      1.0286      1.3357   0.0184087
          63     1.01477     1.33061   0.0188082
          64     1.00086     1.32546   0.0192071
          65    0.986876     1.32025   0.0196052
          66    0.972837     1.31499   0.0200023
          67     0.95875     1.30967   0.0203982
          68    0.944624      1.3043   0.0207926
          69    0.930472     1.29888   0.0211854
          70    0.916303     1.29342   0.0215762
          71     0.90213     1.28791   0.0219649
          72    0.887963     1.28235   0.0223511
          73    0.873816     1.27675   0.0227348
          74    0.859699     1.27112   0.0231156
          75    0.845625     1.26545   0.0234932
          76    0.831605     1.25974   0.0238676
          77    0.817652       1.254   0.0242383
          78    0.803779     1.24822   0.0246052
          79    0.789996     1.24242   0.0249681
          80    0.776317      1.2366   0.0253267
          81    0.762754     1.23075   0.0256807
          82    0.749319     1.22488     0.02603
          83    0.736025     1.21899   0.0263743
          84    0.722883     1.21308   0.0267134
          85    0.709905     1.20716   0.0270471
          86    0.697102     1.20123   0.0273751
          87    0.684487     1.19529   0.0276973
          88    0.672071     1.18934   0.0280135
          89    0.659864      1.1834   0.0283234
          90    0.647878     1.17745   0.0286269
          91    0.636124      1.1715   0.0289237
          92    0.624609     1.16555   0.0292138
          93    0.613345     1.15961   0.0294969
          94    0.602338     1.15369    0.029773
          95    0.591599     1.14777   0.0300417
          96    0.581135     1.14187   0.0303031
          97    0.570954     1.13598   0.0305569
          98    0.561063     1.13011   0.0308031
          99    0.551469     1.12427   0.0310415
         100    0.542177     1.11845   0.0312721
         101    0.533193     1.11265   0.0314948
         102    0.524524     1.10689   0.0317094
         103    0.516172     1.10115    0.031916
         104    0.508142     1.09545   0.0321144
         105    0.500436     1.08978   0.0323047
         106    0.493059     1.08415   0.0324867
         107    0.486011     1.07856   0.0326605
         108    0.479296     1.07302   0.0328261
         109    0.472912     1.06751   0.0329834
         110    0.466862     1.06205   0.0331324
         111    0.461144     1.05664   0.0332733
         112    0.455758     1.05127   0.0334059
         113    0.450703     1.04596   0.0335304
         114    0.445978     1.04069   0.0336468
         115    0.441579     1.03548   0.0337551
         116    0.437507     1.03033   0.0338555
         117    0.433756     1.02523   0.0339479
         118    0.430324     1.02019   0.0340325
         119    0.427205     1.01521   0.0341094
         120    0.424397     1.01028   0.0341786
         121    0.421894     1.00542   0.0342403
         122    0.419691     1.00062   0.0342946
         123    0.417782     0.99588   0.0343416
         124    0.416163    0.991204   0.0343814
         125    0.414827    0.986593   0.0344141
         126    0.413768    0.982047     0.03444
         127    0.412978    0.977566   0.0344591
         128    0.412451    0.973151   0.0344715
         129     0.41218    0.968803   0.0344775
         130    0.412158    0.964521   0.0344772
         131    0.412377    0.960306   0.0344706
         132    0.412828    0.956159   0.0344581
         133    0.413505    0.952078   0.0344397
         134    0.414401    0.948066   0.0344157
         135    0.415505    0.944121   0.0343861
         136    0.416811    0.940244   0.0343512
         137     0.41831    0.936434    0.034311
         138    0.419994    0.932692   0.0342659
         139    0.421853    0.929017   0.0342159
         140    0.423881    0.925408   0.0341612
         141     0.42607    0.921867    0.034102
         142     0.42841    0.918392   0.0340384
         143    0.430893    0.914983   0.0339707
         144    0.433512    0.911639   0.0338989
         145    0.436257    0.908361   0.0338233
         146    0.439121    0.905147    0.033744
         147    0.442096    0.901997   0.0336611
         148    0.445173     0.89891   0.0335749
         149    0.448344    0.895886   0.0334855
         150    0.451603    0.892924    0.033393
         151    0.454942    0.890024   0.0332976
         152    0.458352    0.887184   0.0331994
         153    0.461828    0.884404   0.0330986
         154     0.46536    0.881683   0.0329953
         155    0.468943     0.87902   0.0328897
         156    0.472569    0.876414    0.032782
         157    0.476233    0.873866   0.0326721
         158    0.479927    0.871372   0.0325603
         159    0.483645    0.868934   0.0324467
         160    0.487382    0.866549   0.0323314
         161     0.49113    0.864217   0.0322146
         162    0.494885    0.861937   0.0320963
         163    0.498641    0.859709   0.0319767
         164    0.502392     0.85753   0.0318558
         165    0.506134      0.8554   0.0317339
         166    0.509862    0.853319   0.0316109
         167     0.51357    0.851284    0.031487
         168    0.517255    0.849296   0.0313623
         169    0.520913    0.847353   0.0312369
         170    0.524538    0.845454   0.0311108
         171    0.528129    0.843598   0.0309842
         172     0.53168    0.841785    0.030857
         173    0.535188    0.840012   0.0307295
         174    0.538651    0.838281   0.0306017
         175    0.542065    0.836588   0.0304736
         176    0.545427    0.834934   0.0303453
         177    0.548735    0.833317   0.0302169
         178    0.551987    0.831736   0.0300885
         179     0.55518    0.830191     0.02996
         180    0.558313    0.828681   0.0298316
         181    0.561384    0.827204   0.0297033
         182    0.564391     0.82576   0.0295752
         183    0.567332    0.824348   0.0294473
         184    0.570208    0.822966   0.0293196
         185    0.573016    0.821615   0.0291923
         186    0.575756    0.820294   0.0290652
         187    0.578427       0.819   0.0289386
         188     0.58103    0.817734   0.0288123
         189    0.583563    0.816495   0.0286865
         190    0.586027    0.815282   0.0285611
         191    0.588421    0.814095   0.0284363
         192    0.590745    0.812931    0.028312
         193    0.592999    0.811792   0.0281882
         194    0.595185    0.810675    0.028065
         195    0.597301    0.809581   0.0279424
         196     0.59935    0.808508   0.0278204
         197    0.601333    0.807457   0.0276991
         198    0.603249    0.806425   0.0275784
         199      0.6051    0.805414   0.0274583
         200    0.606887    0.804421    0.027339
         201    0.608612    0.803447   0.0272203
         202    0.610275    0.802491   0.0271024
         203    0.611878    0.801552   0.0269851
         204    0.613422    0.800629   0.0268686
         205    0.614908    0.799723   0.0267528
         206    0.616339    0.798833   0.0266377
         207    0.617715    0.797958   0.0265234
         208    0.619038    0.797098   0.0264098
         209    0.620311    0.796252    0.026297
         210    0.621534     0.79542   0.0261849
         211     0.62271    0.794602   0.0260736
         212    0.623841    0.793796   0.0259631
         213    0.624929    0.793003   0.0258533
         214    0.625976    0.792223   0.0257443
         215    0.626982    0.791454    0.025636
         216     0.62795    0.790697   0.0255285
         217    0.628882    0.789952   0.0254217
         218     0.62978    0.789217   0.0253157
         219    0.630646    0.788493   0.0252105
         220    0.631483    0.787779    0.025106
         221    0.632292    0.787076   0.0250022
         222    0.633075    0.786382   0.0248992
         223    0.633834    0.785698    0.024797
         224     0.63457    0.785023   0.0246955
         225    0.635286    0.784358   0.0245947
         226    0.635982    0.783701   0.0244946
         227    0.636662    0.783053   0.0243953
         228    0.637326    0.782414   0.0242966
         229    0.637976    0.781784   0.0241987
         230    0.638615    0.781161   0.0241015
         231    0.639244    0.780547    0.024005
         232    0.639864     0.77994   0.0239092
         233    0.640477    0.779342   0.0238141
         234    0.641084    0.778751   0.0237196
         235    0.641686    0.778168   0.0236259
         236    0.642287    0.777592   0.0235328
         237    0.642885    0.777024   0.0234403
         238    0.643484    0.776462   0.0233486
         239    0.644083    0.775909   0.0232574
         240    0.644685    0.775362    0.023167
         241    0.645292    0.774822   0.0230771
         242    0.645903    0.774289   0.0229879
         243    0.646521    0.773764   0.0228993
         244    0.647147    0.773245   0.0228114
         245    0.647781    0.772733    0.022724
         246    0.648424    0.772227   0.0226372
         247    0.649078    0.771729   0.0225511
         248    0.649743    0.771237   0.0224655
         249    0.650419    0.770752   0.0223805
         250    0.651109    0.770273   0.0222961
         251    0.651813    0.769801   0.0222123
         252    0.652533    0.769336    0.022129
         253    0.653268    0.768877   0.0220463
         254     0.65402    0.768425   0.0219641
         255    0.654789    0.767979   0.0218825
         256    0.655576     0.76754   0.0218015
         257    0.656382    0.767107   0.0217209
         258    0.657206    0.766682   0.0216409
         259     0.65805    0.766262   0.0215614
         260    0.658914    0.765849   0.0214824
         261      0.6598    0.765443    0.021404
         262    0.660706    0.765043    0.021326
         263    0.661634     0.76465   0.0212485
         264    0.662585    0.764263   0.0211716
         265     0.66356    0.763883   0.0210951
         266    0.664559     0.76351   0.0210191
         267    0.665582    0.763143   0.0209436
         268    0.666629    0.762783   0.0208685
         269    0.667699     0.76243   0.0207939
         270    0.668794    0.762083   0.0207198
         271    0.669912    0.761743   0.0206461
         272    0.671056    0.761409   0.0205729
         273    0.672224    0.761083   0.0205002
         274    0.673416    0.760763   0.0204278
         275    0.674633    0.760449    0.020356
         276    0.675875    0.760143   0.0202845
         277    0.677142    0.759843   0.0202135
         278    0.678433     0.75955   0.0201429
         279     0.67975    0.759264   0.0200727
         280    0.681092    0.758985    0.020003
         281    0.682457    0.758713   0.0199337
         282    0.683845    0.758447   0.0198647
         283    0.685256    0.758189   0.0197962
         284     0.68669    0.757937   0.0197281
         285    0.688145    0.757692   0.0196604
         286    0.689623    0.757454   0.0195931
         287    0.691121    0.757223   0.0195262
         288     0.69264    0.756999   0.0194597
         289    0.694179    0.756781   0.0193936
         290    0.695737    0.756571   0.0193279
         291    0.697314    0.756367   0.0192625
         292    0.698908    0.756171   0.0191975
         293    0.700521    0.755981    0.019133
         294    0.702149    0.755797   0.0190688
         295    0.703793    0.755621   0.0190049
         296    0.705451    0.755452   0.0189415
         297    0.707123    0.755289   0.0188784
         298    0.708809    0.755133   0.0188157
         299    0.710507    0.754984   0.0187534
         300    0.712214    0.754841   0.0186914
         301    0.713932    0.754705   0.0186298
         302    0.715659    0.754576   0.0185686
         303    0.717393    0.754453   0.0185077
         304    0.719135    0.754337   0.0184472
         305    0.720883    0.754227    0.018387
         306    0.722634    0.754124   0.0183272
         307     0.72439    0.754027   0.0182678
         308    0.726148    0.753937   0.0182087
         309    0.727907    0.753853   0.0181499
         310    0.729666    0.753775   0.0180916
         311    0.731426    0.753703   0.0180335
         312    0.733183    0.753637   0.0179759
         313    0.734938    0.753577   0.0179185
         314    0.736689    0.753523   0.0178615
         315    0.738435    0.753475   0.0178049
         316    0.740174    0.753433   0.0177486
         317    0.741906    0.753397   0.0176927
         318     0.74363    0.753366    0.017637
         319    0.745346    0.753341   0.0175818
         320    0.747052    0.753322   0.0175268
         321    0.748746    0.753307   0.0174722
         322    0.750429    0.753298    0.017418
         323    0.752098    0.753295   0.0173641
         324    0.753754    0.753296   0.0173105
         325    0.755395    0.753302   0.0172572
         326    0.757022    0.753314   0.0172043
         327    0.758631     0.75333   0.0171517
         328    0.760223    0.753351   0.0170994
         329    0.761795    0.753377   0.0170474
         330    0.763348    0.753407   0.0169958
         331     0.76488    0.753442   0.0169445
         332     0.76639    0.753481   0.0168935
         333    0.767876    0.753524   0.0168428
         334     0.76934    0.753571   0.0167925
         335    0.770778    0.753623   0.0167424
         336    0.772192    0.753678   0.0166927
         337    0.773579    0.753737   0.0166432
         338    0.774939      0.7538   0.0165941
         339    0.776272    0.753866   0.0165453
         340    0.777578    0.753936   0.0164968
         341    0.778855    0.754009   0.0164486
         342    0.780102    0.754085   0.0164007
         343    0.781318    0.754164    0.016353
         344    0.782503    0.754247   0.0163057
         345    0.783658    0.754332   0.0162587
         346     0.78478     0.75442   0.0162119
         347    0.785869    0.754511   0.0161654
         348    0.786925    0.754604   0.0161193
         349    0.787948    0.754699   0.0160734
         350    0.788938    0.754797   0.0160277
         351    0.789894    0.754897   0.0159824
         352    0.790816    0.754999   0.0159373
         353    0.791703    0.755103   0.0158925
         354    0.792555    0.755209    0.015848
         355    0.793371    0.755317   0.0158037
         356    0.794152    0.755426   0.0157597
         357    0.794897    0.755536   0.0157159
         358    0.795605    0.755648   0.0156724
         359    0.796278    0.755761   0.0156292
         360    0.796914    0.755876   0.0155862
         361    0.797514    0.755991   0.0155434
         362    0.798078    0.756107   0.0155009
         363    0.798606    0.756224   0.0154586
         364    0.799098    0.756342   0.0154166
         365    0.799554     0.75646   0.0153748
         366    0.799974    0.756579   0.0153333
         367    0.800358    0.756699    0.015292
         368    0.800706    0.756818   0.0152509
         369    0.801019    0.756938     0.01521
         370    0.801297    0.757058   0.0151694
         371     0.80154    0.757178    0.015129
         372    0.801749    0.757298   0.0150888
         373    0.801924    0.757417   0.0150488
         374    0.802066    0.757537    0.015009
         375    0.802174    0.757656   0.0149695
         376    0.802249    0.757774   0.0149302
         377    0.802291    0.757892    0.014891
         378    0.802301     0.75801   0.0148521
